round_shots,24,14,12,25,22,11,16,18,17,17,17,16,16,16,16,16,16,14
round_queries,24,42,84,375,682,803,2352,5418,10761,22287,46223,88560,181296,367472,747984,1532400,3141648,5629610
round_k,0,1,3,7,15,36,73,150,316,655,1359,2767,5665,11483,23374,47887,98176,201057
round_shots,24,14,30,25,25,20,18,17,17,16,17,16,16,16,16,16,16,8
round_queries,24,42,210,375,925,1820,3510,6851,13787,26672,57681,113808,231952,473520,969136,1983024,4062544,4163864
round_k,0,1,3,7,18,45,97,201,405,833,1696,3556,7248,14797,30285,61969,126954,260241
round_shots,24,14,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3
round_queries,24,42,84,165,310,630,1270,2570,5210,10570,21470,43630,88670,180190,366190,744210,1512470,3073850,1874127
round_k,0,1,3,7,15,31,63,128,260,528,1073,2181,4433,9009,18309,37210,75623,153692,312354
round_shots,24,14,12,43,17,28,19,17,17,17,17,16,16,16,16,16,10,9
round_queries,24,42,84,645,527,1764,3059,5797,11679,23647,47685,93424,189968,385168,789872,1616752,2059930,3760605
round_k,0,1,3,7,15,31,80,170,343,695,1402,2919,5936,12036,24683,50523,102996,208922
round_shots,24,14,27,19,23,21,20,17,17,16,16,16,15,16,16,15,16,16,2
round_queries,24,42,189,285,713,1323,2820,5219,10659,20592,41328,83440,158445,339920,693104,1327785,2835952,5802064,1486974
round_k,0,1,3,7,15,31,70,153,313,643,1291,2607,5281,10622,21659,44259,88623,181314,371743
round_shots,24,14,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3
round_queries,24,42,84,165,310,630,1270,2570,5210,10570,21470,43630,88670,180190,366190,744210,1512470,3073850,1874127
round_k,0,1,3,7,15,31,63,128,260,528,1073,2181,4433,9009,18309,37210,75623,153692,312354
round_shots,24,14,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3
round_queries,24,42,84,165,310,630,1270,2570,5210,10570,21470,43630,88670,180190,366190,744210,1512470,3073850,1874127
round_k,0,1,3,7,15,31,63,128,260,528,1073,2181,4433,9009,18309,37210,75623,153692,312354
round_shots,24,14,16,15,19,22,15,17,17,16,16,16,16,16,16,16,16,9
round_queries,24,42,112,225,589,1518,2415,5525,11441,21904,44752,91504,186576,384880,786896,1608912,3304560,3806181
round_k,0,1,3,7,15,34,80,162,336,684,1398,2859,5830,12027,24590,50278,103267,211454
round_shots,24,14,37,25,29,20,17,17,17,16,16,16,16,16,16,15,16,7
round_queries,24,42,259,375,1073,1940,3587,7395,15555,30128,60272,122608,247632,501808,1030544,1968915,4264944,3819809
round_k,0,1,3,7,18,48,105,217,457,941,1883,3831,7738,15681,32204,65630,133279,272843
round_shots,24,14,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3
round_queries,24,42,84,165,310,630,1270,2570,5210,10570,21470,43630,88670,180190,366190,744210,1512470,3073850,1874127
round_k,0,1,3,7,15,31,63,128,260,528,1073,2181,4433,9009,18309,37210,75623,153692,312354
round_shots,24,14,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3
round_queries,24,42,84,165,310,630,1270,2570,5210,10570,21470,43630,88670,180190,366190,744210,1512470,3073850,1874127
round_k,0,1,3,7,15,31,63,128,260,528,1073,2181,4433,9009,18309,37210,75623,153692,312354
round_shots,24,14,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3
round_queries,24,42,84,165,310,630,1270,2570,5210,10570,21470,43630,88670,180190,366190,744210,1512470,3073850,1874127
round_k,0,1,3,7,15,31,63,128,260,528,1073,2181,4433,9009,18309,37210,75623,153692,312354
round_shots,24,14,12,22,47,21,17,17,10,17,16,16,16,16,10,16,16,7
round_queries,24,42,84,330,1457,2205,3587,7429,8990,30583,59888,120784,246000,501968,645390,2089808,4276976,3835293
round_k,0,1,3,7,15,52,105,218,449,899,1871,3774,7687,15686,32269,65306,133655,273949
round_shots,24,14,16,15,35,21,21,12,11,17,16,16,16,16,15,15,16,6
round_queries,24,42,112,225,1085,1911,4347,5580,10857,34629,66608,134672,274480,556176,1061565,2157795,4675120,3600066
round_k,0,1,3,7,15,45,103,232,493,1018,2081,4208,8577,17380,35385,71926,146097,300005
round_shots,24,14,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3
round_queries,24,42,84,165,310,630,1270,2570,5210,10570,21470,43630,88670,180190,366190,744210,1512470,3073850,1874127
round_k,0,1,3,7,15,31,63,128,260,528,1073,2181,4433,9009,18309,37210,75623,153692,312354
round_shots,24,14,27,44,21,20,18,17,12,17,16,16,15,16,16,16,16,3
round_queries,24,42,189,660,1029,2100,4194,8075,11700,35207,68080,137808,265815,573424,1166704,2397648,4907984,1893927
