round_shots,150,156,427,130,122,106,90,80,76,75,26
round_queries,150,468,3843,5590,16226,43354,112770,305840,871948,2592075,8263710
round_k,1,4,21,66,204,626,1911,5736,17280,52972,158917
round_shots,142,141,203,124,115,114,196,84,113,132,143,10
round_queries,142,423,1827,3348,9315,28386,150332,193284,787723,2853972,9531093,6118650
round_k,1,4,13,40,124,383,1150,3485,10810,33325,99976,305932
round_shots,142,133,124,115,107,98,89,80,72,63,54,4
round_queries,142,399,1116,3105,8667,23814,64881,175120,473112,1246581,3216726,2156884
round_k,1,4,13,40,121,364,1094,3285,9893,29784,89634,269610
round_shots,142,141,325,116,144,115,93,88,73,64,66,3
round_queries,142,423,2925,3132,11664,30245,77655,225192,561589,1480128,4598814,1945515
round_k,1,4,13,40,131,417,1279,3846,11563,34839,106604,324252
round_shots,142,133,124,115,107,98,89,80,72,63,54,4
round_queries,142,399,1116,3105,8667,23814,64881,175120,473112,1246581,3216726,2156884
round_k,1,4,13,40,121,364,1094,3285,9893,29784,89634,269610
round_shots,142,133,313,134,151,101,110,81,71,62,55,3
round_queries,142,399,2817,3618,12835,30401,99330,222021,587525,1539398,4117575,2025693
round_k,1,4,13,42,150,451,1370,4137,12414,37432,112493,337615
round_shots,142,133,124,115,107,98,89,80,72,63,54,4
round_queries,142,399,1116,3105,8667,23814,64881,175120,473112,1246581,3216726,2156884
round_k,1,4,13,40,121,364,1094,3285,9893,29784,89634,269610
round_shots,142,133,124,115,107,98,89,80,72,63,54,4
round_queries,142,399,1116,3105,8667,23814,64881,175120,473112,1246581,3216726,2156884
round_k,1,4,13,40,121,364,1094,3285,9893,29784,89634,269610
round_shots,142,133,124,115,107,98,89,80,72,63,54,4
round_queries,142,399,1116,3105,8667,23814,64881,175120,473112,1246581,3216726,2156884
round_k,1,4,13,40,121,364,1094,3285,9893,29784,89634,269610
round_shots,142,133,124,115,107,98,89,80,72,63,54,4
round_queries,142,399,1116,3105,8667,23814,64881,175120,473112,1246581,3216726,2156884
round_k,1,4,13,40,121,364,1094,3285,9893,29784,89634,269610
round_shots,142,133,162,195,149,123,108,96,68,66,114
round_queries,142,399,1458,5265,15049,43665,117828,318048,677756,1973466,30823662
round_k,1,4,13,50,177,545,1656,4983,14950,44894,135191
round_shots,142,133,124,115,107,98,89,80,72,63,54,4
round_queries,142,399,1116,3105,8667,23814,64881,175120,473112,1246581,3216726,2156884
round_k,1,4,13,40,121,364,1094,3285,9893,29784,89634,269610
round_shots,157,133,132,204,159,145,230,81,172,62,58
round_queries,157,399,1188,5508,16377,44805,239430,266247,1702284,1840842,15680822
round_k,1,4,13,51,154,520,1643,4948,14845,44848,135179
round_shots,142,149,448,233,123,110,93,81,89,72,48
round_queries,142,447,4032,6291,13407,37290,97929,256689,857515,2108808,12722448
round_k,1,4,13,54,169,526,1584,4817,14644,44032,132525
round_shots,142,141,307,231,199,105,87,235,78,191,54,4
round_queries,142,423,2763,6237,21293,33705,86391,700065,697086,5133125,4353750,2933612
round_k,1,4,13,53,160,496,1489,4468,13437,40312,122229,366701
round_shots,142,133,124,115,107,98,89,80,72,63,54,4
round_queries,142,399,1116,3105,8667,23814,64881,175120,473112,1246581,3216726,2156884
round_k,1,4,13,40,121,364,1094,3285,9893,29784,89634,269610
round_shots,142,133,124,115,107,98,89,80,72,63,54,4
round_queries,142,399,1116,3105,8667,23814,64881,175120,473112,1246581,3216726,2156884
round_k,1,4,13,40,121,364,1094,3285,9893,29784,89634,269610
round_shots,142,149,241,250,171,148,115,83,240,117,98
round_queries,142,447,2169,6750,18639,52836,127535,278963,2439120,3583125,27639234
round_k,1,4,13,54,178,554,1680,5081,15312,46261,141016
round_shots,150,218,179,126,120,103,126,151,75,63,59,3
round_queries,150,654,1611,3906,11400,29767,112014,404227,611475,1547343,4373611,2011101
round_k,1,4,15,47,144,444,1338,4076,12280,37064,111713,335183
round_shots,142,149,510,131,138,102,96,76,169,87,29
round_queries,142,447,4590,5633,17802,41310,118944,289788,1933191,3125997,9377991
round_k,1,4,21,64,202,619,1906,5719,17965,53896,161689
round_shots,142,156,677,141,124,234,87,135,65,56,17
round_queries,142,468,6093,6909,20212,114426,137895,644895,948155,2450616,6695433
round_k,1,4,24,81,244,792,2388,7293,21880,65641,196924
round_shots,142,133,124,115,107,98,89,80,72,63,54,4
round_queries,142,399,1116,3105,8667,23814,64881,175120,473112,1246581,3216726,2156884
round_k,1,4,13,40,121,364,1094,3285,9893,29784,89634,269610
round_shots,142,133,147,419,140,129,109,163,105,109,44
round_queries,142,399,1323,11313,18060,49923,131563,596091,1180515,3727473,14028828
round_k,1,4,13,64,193,603,1828,5621,17098,52814,159418
round_shots,142,156,393,242,120,109,91,123,70,107,83,6
round_queries,142,468,3537,6534,12120,33899,88361,363957,625450,2868135,6697353,4473522
round_k,1,4,13,50,155,485,1479,4467,13402,40345,124264,372793
round_shots,142,141,278,191,165,112,97,83,70,63,125,3
round_queries,142,423,2502,5157,13365,30352,80219,209243,536270,1447929,8631875,1882713
round_k,1,4,13,40,135,413,1260,3830,11491,34527,103582,313785
round_shots,142,156,777,164,123,96,99,95,66,58,23
round_queries,142,468,6993,8364,21279,50976,157905,456475,956802,2524334,9051121
