round_shots,139,522,110,88,68,60,53,42,36,3
round_queries,139,1566,2310,6424,16252,43620,115699,283878,729972,560865
round_k,1,10,36,119,363,1091,3379,10138,30716,93477
round_shots,102,748,99,88,69,61,50,27,35,2
round_queries,102,2244,2475,7304,18423,50081,124250,201555,783825,409462
round_k,1,12,41,133,410,1242,3732,11197,33861,102365
round_shots,271,521,155,102,72,64,53,44,37,7
round_queries,271,1563,2945,5814,14040,38848,99269,249436,632145,1106693
round_k,1,9,28,97,303,936,2834,8542,25941,79049
round_shots,102,639,83,76,68,68,54,44,37,6
round_queries,102,1917,1909,5244,14348,44132,107298,263604,667591,978270
round_k,1,11,34,105,324,993,2995,9021,27168,81522
round_shots,141,643,50,85,93,64,56,51,42,35,4
round_queries,141,1929,450,2295,7533,17088,44856,122553,308322,775145,810044
round_k,1,4,13,40,133,400,1201,3670,11073,33497,101255
round_shots,184,617,119,76,74,60,54,46,36,6
round_queries,184,1851,2499,5548,16354,40260,109998,283406,669996,1009254
round_k,1,10,36,110,335,1018,3080,9305,27971,84104
round_shots,164,426,165,97,68,64,52,42,36,6
round_queries,164,1278,2805,6693,15164,43968,107276,263970,679716,1037250
round_k,1,8,34,111,343,1031,3142,9440,28484,86437
round_shots,102,588,87,92,72,62,52,45,37,7
round_queries,102,1764,1827,5980,14040,37014,93964,246555,610389,1057315
round_k,1,10,32,97,298,903,2739,8248,24895,75522
round_shots,147,784,135,85,66,59,51,41,34,2
round_queries,147,2352,3375,7735,19470,52923,140199,346327,862274,461050
round_k,1,12,45,147,448,1374,4223,12680,38188,115262
round_shots,265,822,61,130,78,67,58,50,42,34,1
round_queries,265,2466,549,3510,8034,21775,56666,150350,381990,945506,256533
round_k,1,4,13,51,162,488,1503,4547,13904,42056,128266
round_shots,119,767,118,88,75,60,49,42,35,3
round_queries,119,2301,2714,6952,18825,47820,118727,306726,769405,601539
round_k,1,11,39,125,398,1211,3651,10991,33195,100256
round_shots,165,615,129,88,67,60,50,43,36,3
round_queries,165,1845,2709,6776,16951,45900,116350,300871,758052,576453
round_k,1,10,38,126,382,1163,3498,10528,31941,96075
round_shots,347,389,150,85,76,62,52,44,36,6
round_queries,347,1167,2550,5695,15884,41602,107380,272756,678060,1030386
round_k,1,8,33,104,335,1032,3099,9417,28414,85865
round_shots,127,638,137,80,73,53,52,36,36,3
round_queries,127,1914,2877,6320,17301,39591,116532,242316,728388,559143
round_k,1,10,39,118,373,1120,3365,10116,30703,93190
round_shots,187,734,97,88,73,60,51,43,36,4
round_queries,187,2202,2425,6600,17885,45900,118779,301301,761076,778740
round_k,1,12,37,122,382,1164,3503,10570,31954,97342
round_shots,155,600,116,81,71,58,52,44,36,3
round_queries,155,1800,2436,6075,16685,41934,112996,292116,724572,554229
round_k,1,10,37,117,361,1086,3319,10063,30339,92371
round_shots,185,645,94,84,67,61,53,44,36,5
round_queries,185,1935,2162,6132,15075,41785,112625,288772,711468,903655
round_k,1,11,36,112,342,1062,3281,9881,29806,90365
round_shots,204,803,95,94,67,60,50,42,35,3
round_queries,204,2409,2375,7614,17755,48300,123050,312438,781375,610413
round_k,1,12,40,132,402,1230,3719,11162,33522,101735
round_shots,130,721,94,135,77,66,57,49,41,34,1
round_queries,130,2163,846,3915,8239,21186,56031,145873,367155,916062,247275
round_k,1,4,14,53,160,491,1488,4477,13471,40934,123637
round_shots,104,665,107,100,69,59,52,43,36,2
round_queries,104,1995,2461,7900,18699,49737,134836,342065,870444,449250
round_k,1,11,39,135,421,1296,3977,12089,36754,112312
round_shots,273,753,101,118,74,69,62,50,41,33,1
round_queries,273,2259,909,3422,7622,21735,59954,153950,390525,946473,258621
round_k,1,4,14,51,157,483,1539,4762,14340,43025,129310
round_shots,184,784,90,77,77,59,51,44,36,4
round_queries,184,2352,2250,5775,17633,43129,113067,297220,745236,761596
round_k,1,12,37,114,365,1108,3377,10350,31260,95199
round_shots,124,611,86,130,75,62,59,52,35,36,1
round_queries,124,1833,774,3510,7725,19282,55047,145756,302715,935964,247227
round_k,1,4,13,51,155,466,1401,4324,12999,40094,123613
round_shots,126,484,94,91,76,70,58,51,43,35,4
round_queries,126,1452,846,2457,6460,18130,46922,123777,313943,778155,812468
round_k,1,4,13,42,129,404,1213,3650,11116,33596,101558
round_shots,130,561,101,83,73,64,52,44,36,4
round_queries,130,1683,2121,5727,15987,42816,106756,275836,688068,699956
round_k,1,10,34,109,334,1026,3134,9556,28963,87494
round_shots,144,656,86,75,72,61,55,45,37,4
round_queries,144,1968,1978,5325,15480,39345,107965,267705,661745,652100
round_k,1,11,35,107,322,981,2974,8942,27035,81512
round_shots,132,739,101,119,82,67,57,48,40,34,1
round_queries,132,2217,909,3451,8610,22311,57513,145776,364600,929730,253103
round_k,1,4,14,52,166,504,1518,4557,13672,41602,126551
round_shots,197,737,70,116,84,64,58,50,42,34,2
round_queries,197,2211,630,3132,8148,19392,53070,139250,352002,860506,461570
round_k,1,4,13,48,151,457,1392,4190,12654,38162,115392
round_shots,127,737,86,88,68,60,51,43,36,4
round_queries,127,2211,2150,6776,16796,45660,117351,299495,757908,768588
round_k,1,12,38,123,380,1150,3482,10526,31958,96073
round_shots,136,777,61,123,78,69,58,49,42,35,3
round_queries,136,2331,549,3321,7566,20493,52606,134407,348222,881755,698289
round_k,1,4,13,48,148,453,1371,4145,12596,38504,116381
round_shots,194,225,70,116,78,69,58,48,42,35,2
round_queries,194,675,630,3132,7566,20493,52954,131664,345618,869155,456090
round_k,1,4,13,48,148,456,1371,4114,12416,37773,114022
round_shots,107,398,113,124,84,56,56,49,35,19
round_queries,107,1194,1017,3596,8988,19544,58632,154889,334075,1644469
round_k,1,4,14,53,174,523,1580,4772,14351,43275
round_shots,107,625,104,75,72,57,51,40,36,5
round_queries,107,1875,2392,5775,16776,41097,110517,263000,711180,909175
round_k,1,11,38,116,360,1083,3287,9877,29810,90917
round_shots,167,630,83,85,73,60,51,44,37,7
round_queries,167,1890,1909,5865,15549,38460,98991,256300,646945,1136051
round_k,1,11,34,106,320,970,2912,8742,26572,81146
round_shots,224,801,113,77,71,58,53,43,36,6
round_queries,224,2403,2825,5775,16259,39962,109763,272405,688284,1046226
round_k,1,12,37,114,344,1035,3167,9559,28811,87185
round_shots,171,856,105,82,70,59,51,44,36,3
round_queries,171,2568,2625,6150,16450,41949,109803,284460,709164,543993
round_k,1,12,37,117,355,1076,3232,9849,29879,90665
round_shots,190,784,85,85,72,61,52,44,36,3
round_queries,190,2352,2125,6545,17928,46421,119236,305844,757548,574617
round_k,1,12,38,124,380,1146,3475,10521,31904,95769
round_shots,174,657,107,92,68,59,50,43,36,3
round_queries,174,1971,2461,7084,16524,43837,113550,295797,743652,566013
round_k,1,11,38,121,371,1135,3439,10328,31336,94335
round_shots,225,747,136,82,67,58,49,42,34,2
round_queries,225,2241,3400,7790,20301,53998,139601,359730,884578,474482
round_k,1,12,47,151,465,1424,4282,13008,39365,118620
round_shots,317,546,138,82,72,61,51,43,32,3
round_queries,317,1638,2898,6478,17064,45201,116739,298033,668960,573501
round_k,1,10,39,118,370,1144,3465,10452,31702,95583
round_shots,116,737,136,77,71,59,48,42,34,2
round_queries,116,2211,3400,7315,20803,54575,136368,358554,878798,473730
round_k,1,12,47,146,462,1420,4268,12923,39037,118432
round_shots,153,660,94,79,66,60,52,44,36,4
round_queries,153,1980,2162,5767,14718,40260,104780,266332,654732,664340
round_k,1,11,36,111,335,1007,3026,9093,27280,83042
round_shots,174,522,119,79,74,60,52,44,36,5
round_queries,174,1566,2499,5767,16650,41820,110396,285076,708660,906615
round_k,1,10,36,112,348,1061,3239,9842,29754,90661
round_shots,273,761,97,78,69,63,52,43,36,5
round_queries,273,2283,2231,5850,16077,44037,112580,283929,714636,914775
round_k,1,11,37,116,349,1082,3301,9925,29973,91477
round_shots,359,635,113,83,74,63,52,44,37,4
round_queries,359,1905,2373,5893,15762,40635,104260,265716,671513,663652
round_k,1,10,35,106,322,1002,3019,9074,27517,82956
round_shots,302,627,107,88,74,57,51,27,34,5
round_queries,302,1881,2461,6952,17538,42465,115617,185949,702474,946475
round_k,1,11,39,118,372,1133,3443,10330,31052,94647
round_shots,199,528,129,84,70,53,51,43,23,3
round_queries,199,1584,2709,6636,17850,41923,121023,308525,499261,590517
round_k,1,10,39,127,395,1186,3587,10853,32560,98419
round_shots,130,742,89,90,65,61,31,43,35,4
round_queries,130,2226,2225,6930,16575,46909,72199,300441,734825,760476
round_k,1,12,38,127,384,1164,3493,10497,31523,95059
round_shots,292,770,98,82,39,35,31,43,32,5
round_queries,292,2310,2450,6478,9477,25515,67797,282123,634336,917765
round_k,1,12,39,121,364,1093,3280,9911,30221,91776
round_shots,119,747,115,84,68,61,50,43,35,2
round_queries,119,2241,2645,6804,17748,48495,121850,317985,788795,412790
round_k,1,11,40,130,397,1218,3697,11268,33972,103197
round_shots,299,540,100,75,70,61,53,44,37,4
round_queries,299,1620,2100,5175,14630,39589,104039,260436,662707,651548
round_k,1,10,34,104,324,981,2959,8955,27094,81443
round_shots,119,777,86,112,84,69,60,50,42,34,2
round_queries,119,2331,774,3024,7980,20493,54540,140950,359646,881926,473118
round_k,1,4,13,47,148,454,1409,4281,12969,39154,118279
round_shots,119,867,97,90,70,60,51,43,36,5
round_queries,119,2601,2425,6750,17010,43980,112659,286595,723420,913845
round_k,1,12,37,121,366,1104,3332,10047,30452,91384
round_shots,129,681,78,138,80,66,58,53,43,34,2
round_queries,129,2043,702,3726,8080,20394,53766,148559,370445,890562,481574
round_k,1,4,13,50,154,463,1401,4307,13096,39595,120393
round_shots,112,781,90,82,69,60,52,43,32,3
round_queries,112,2343,2250,6314,16491,43860,114140,284359,638688,553089
round_k,1,12,38,119,365,1097,3306,9979,30334,92181
round_shots,129,567,129,88,49,35,51,42,35,4
round_queries,129,1701,2709,6952,12789,27405,119799,300342,756105,794580
round_k,1,10,39,130,391,1174,3575,10801,32453,99322
round_shots,144,415,86,85,91,68,60,50,42,35,2
round_queries,144,1245,774,2295,7553,18428,49620,127650,324198,810705,426086
round_k,1,4,13,41,135,413,1276,3859,11581,34985,106521
round_shots,144,820,123,89,66,61,50,43,24,4
