round_shots,474,359,294,175,93,83,89,98,86
round_queries,474,1077,3234,9275,14973,40753,133411,446782,3659558
round_k,1,5,26,80,245,749,2279,6901,21276
round_shots,495,273,129,129,117,97,151,91,68,17
round_queries,495,819,1419,4257,11583,29779,140883,265447,595204,1350395
round_k,1,5,16,49,153,466,1458,4376,13141,39717
round_shots,606,475,315,307,127,88,74,66,59,3
round_queries,606,1425,3465,10745,14859,33352,86654,233838,641389,300105
round_k,1,5,17,58,189,585,1771,5435,16496,50017
round_shots,495,348,138,103,105,84,74,88,58,5
round_queries,495,1044,1518,3811,11655,28980,76886,274296,552798,431355
round_k,1,5,18,55,172,519,1558,4765,14303,43135
round_shots,698,285,108,104,116,123,74,94,63,8
round_queries,698,855,1188,3432,11484,38499,70966,270814,553203,634856
round_k,1,5,16,49,156,479,1440,4390,13220,39678
round_shots,517,244,137,143,134,122,81,66,112,6
round_queries,517,732,1507,4719,15678,43066,87399,225258,1174320,569682
round_k,1,5,16,58,176,539,1706,5242,15822,47473
round_shots,457,257,131,100,97,88,83,67,56,17
round_queries,457,771,1441,3300,9603,26136,74617,189007,482552,1370387
round_k,1,5,16,49,148,449,1410,4308,13013,40305
round_shots,511,375,231,110,105,129,161,98,60,6
round_queries,511,1125,2541,4950,14595,55083,207207,385826,730620,678414
round_k,1,5,22,69,213,643,1968,6088,18450,56534
round_shots,484,404,180,145,170,98,82,120,78,5
round_queries,484,1212,1980,4785,17170,31654,80770,356760,696462,407295
round_k,1,5,16,50,161,492,1486,4464,13576,40729
round_shots,632,344,136,129,97,108,95,63,55,6
round_queries,632,1032,1496,4773,12125,41364,109345,224595,589435,587730
round_k,1,5,18,62,191,575,1782,5358,16152,48977
round_shots,784,475,141,175,103,103,123,114,77,3
round_queries,784,1425,1551,6475,13493,41715,156087,450414,927619,334941
round_k,1,5,18,65,202,634,1975,6023,18311,55823
round_shots,511,475,129,124,104,90,80,85,77,14
round_queries,511,1425,1419,4092,11128,29250,79760,255255,708631,1181166
round_k,1,5,16,53,162,498,1501,4601,13949,42184
round_shots,463,264,168,143,132,96,76,65,65,14
round_queries,463,792,1848,4719,14388,31584,75468,193895,585715,1191890
round_k,1,5,16,54,164,496,1491,4505,13749,42567
round_shots,559,528,167,143,92,127,71,63,65,10
round_queries,559,1584,1837,5863,12972,54229,92655,246897,764725,1086390
round_k,1,5,20,70,213,652,1959,5882,17954,54319
round_shots,490,362,162,108,92,136,84,66,82,20
round_queries,490,1086,1782,3564,9108,40392,76188,185922,702002,1569780
round_k,1,5,16,49,148,453,1408,4280,12939,39244
round_shots,391,371,189,128,97,195,83,71,58,3
round_queries,391,1113,2079,5248,11931,73515,97027,250133,620194,295359
round_k,1,5,20,61,188,584,1761,5346,16249,49226
round_shots,391,290,142,135,100,88,86,66,127,10
round_queries,391,870,1562,4995,12900,34760,102942,237402,1397127,1033030
round_k,1,5,18,64,197,598,1798,5500,17038,51651
round_shots,436,444,137,100,92,88,109,69,58,7
round_queries,436,1332,1507,3700,10212,29304,109763,211623,538646,604793
round_k,1,5,18,55,166,503,1533,4643,14339,43199
round_shots,647,467,113,149,92,90,72,89,61,7
round_queries,647,1401,1243,4917,10580,31050,75528,280083,576023,598465
round_k,1,5,16,57,172,524,1573,4721,14248,42747
round_shots,517,424,291,124,97,86,70,62,55,3
round_queries,517,1272,3201,6572,16005,43602,109410,290966,779075,387027
round_k,1,5,26,82,253,781,2346,7082,21285,64504
round_shots,363,365,326,148,94,88,74,74,36
round_queries,363,1095,3586,7844,17578,50424,128242,389314,1717740
round_k,1,5,26,93,286,866,2630,7915,23857
round_shots,554,280,121,129,123,85,83,67,57,19
round_queries,554,840,1331,4257,12177,25415,74783,181905,468825,1425665
round_k,1,5,16,49,149,450,1357,4112,12439,37517
round_shots,402,268,116,136,123,93,79,67,56,5
round_queries,402,804,1276,4488,12915,30783,79395,204015,513352,424415
round_k,1,5,16,52,165,502,1522,4583,13894,42441
round_shots,479,461,147,135,107,87,75,77,57,13
round_queries,479,1383,1617,4995,12091,30537,79575,246785,553185,1147991
round_k,1,5,18,56,175,530,1602,4852,14625,44153
round_shots,585,452,180,129,122,181,114,93,85,3
round_queries,585,1356,1980,5289,16714,78011,148770,364653,1012605,334929
round_k,1,5,20,68,215,652,1960,5956,18089,55821
round_shots,408,352,165,130,90,106,112,63,55,12
round_queries,408,1056,1815,4810,11070,39114,124208,209979,551375,1094676
round_k,1,5,18,61,184,554,1666,5012,15186,45611
round_shots,532,496,265,124,101,106,83,67,63,6
round_queries,532,1488,2915,6076,15857,52258,127239,311483,897687,778566
round_k,1,5,24,78,246,766,2324,7124,21591,64880
round_shots,447,316,167,229,106,106,73,81,53,6
round_queries,447,948,1837,9389,14734,45262,97893,327321,651529,668646
round_k,1,5,20,69,213,670,2020,6146,18514,55720
round_shots,543,317,108,153,150,256,81,64,56,12
round_queries,543,951,1188,5049,17250,93440,92259,220992,583016,1136868
round_k,1,5,16,57,182,569,1726,5205,15660,47369
round_shots,564,269,142,131,94,85,74,90,58,13
round_queries,564,807,1562,4847,11374,31195,81474,297990,590266,1197625
round_k,1,5,18,60,183,550,1655,5088,15271,46062
round_shots,340,279,174,136,114,87,166,215,98,6
round_queries,340,837,1914,5576,15162,36105,215302,849465,1161594,657378
round_k,1,5,20,66,207,648,1975,5926,18237,54781
round_shots,484,324,188,150,104,88,77,64,76,5
round_queries,484,972,2068,6450,13624,35464,94171,235456,850364,511755
round_k,1,5,21,65,201,611,1839,5594,16860,51175
round_shots,340,287,245,122,115,88,81,139,55,3
round_queries,340,861,2695,5490,16905,38984,108297,560309,681065,342003
round_k,1,5,22,73,221,668,2015,6191,18672,57000
round_shots,724,275,297,317,167,99,77,71,59,10
round_queries,724,825,3267,11095,17535,32175,76153,210941,532711,832890
round_k,1,5,17,52,162,494,1485,4514,13568,41644
round_shots,397,466,138,134,118,116,136,67,64,4
round_queries,397,1398,1518,4422,13334,40716,143480,218755,631616,377604
round_k,1,5,16,56,175,527,1632,4934,14833,47200
round_shots,374,396,157,134,142,120,80,69,55,11
round_queries,374,1188,1727,4958,17466,47160,96560,250539,599995,1098867
round_k,1,5,18,61,196,603,1815,5454,16506,49948
round_shots,590,392,204,137,141,143,72,70,56,3
round_queries,590,1176,2244,5617,19035,61919,94248,274890,673288,330291
round_k,1,5,20,67,216,654,1963,6011,18215,55048
round_shots,575,318,135,193,117,111,87,80,63,9
round_queries,575,954,1485,6369,14391,41181,101181,282800,668241,886419
round_k,1,5,16,61,185,581,1767,5303,15933,49245
round_shots,425,244,108,139,148,91,79,71,54,7
round_queries,425,732,1188,4587,16428,32123,84609,228691,526122,615195
round_k,1,5,16,55,176,535,1610,4871,14638,43942
round_shots,506,318,163,108,102,102,82,77,93,9
round_queries,506,954,1793,3564,10098,30294,76178,215369,782967,702765
round_k,1,5,16,49,148,464,1398,4209,12765,39042
round_shots,474,292,118,111,136,183,84,102,56,11
round_queries,474,876,1298,3663,14008,56913,79380,293046,483000,879813
round_k,1,5,16,51,155,472,1436,4312,12961,39991
round_shots,436,261,120,112,120,88,81,77,56,17
round_queries,436,783,1320,3696,12360,28248,79461,227381,499688,1372019
round_k,1,5,16,51,160,490,1476,4461,13434,40353
round_shots,391,396,163,125,107,91,86,64,55,8
round_queries,391,1188,1793,4625,12733,33761,96406,218944,565675,742776
round_k,1,5,18,59,185,560,1710,5142,15468,46423
round_shots,606,311,292,243,134,85,113,84,161,4
round_queries,606,933,3212,8505,14070,28815,114921,261156,1511629,359340
round_k,1,5,17,52,169,508,1554,4694,14390,44917
round_shots,447,930,322,124,122,195,111,66,38
round_queries,447,2790,3542,6572,20130,101985,178821,327558,1764226
round_k,1,5,26,82,261,805,2481,7513,23213
round_shots,632,268,168,117,144,103,76,69,94,3
round_queries,632,804,1848,4797,18864,43363,97812,267237,1099330,323553
round_k,1,5,20,65,210,643,1936,5847,17542,53925
round_shots,662,771,112,122,107,85,75,69,80,5
round_queries,662,2313,1232,4026,11449,28305,75225,208173,725040,423005
round_k,1,5,16,53,166,501,1508,4531,13808,42300
round_shots,527,376,138,166,215,95,72,65,57,9
round_queries,527,1128,1518,5478,25585,35055,82440,223275,592629,874935
round_k,1,5,16,59,184,572,1717,5198,15916,48607
round_shots,698,496,274,138,97,85,77,62,51
round_queries,698,1488,3014,6762,16781,45985,125895,308946,2331057
round_k,1,5,24,86,270,817,2491,7502,22853
round_shots,363,374,132,111,98,91,93,178,77,8
round_queries,363,1122,1452,3663,10094,28119,87327,501782,673827,644184
round_k,1,5,16,51,154,469,1409,4375,13241,40261
round_shots,484,392,173,114,101,132,116,64,83,6
round_queries,484,1176,1903,4674,12423,48708,130732,218432,854153,556302
round_k,1,5,20,61,184,563,1706,5145,15439,46358
round_shots,468,368,116,121,105,84,79,66,56,7
round_queries,468,1104,1276,3993,11235,27972,79237,201234,515368,594545
round_k,1,5,16,53,166,501,1524,4601,13878,42467
round_shots,708,256,132,128,137,100,86,129,99,14
round_queries,708,768,1452,4224,14385,33500,86946,392031,907533,1181278
round_k,1,5,16,52,167,505,1519,4583,13916,42188
round_shots,490,417,254,110,137,176,72,121,41
round_queries,490,1251,2794,5390,21235,92400,115416,584309,1805927
round_k,1,5,24,77,262,801,2414,7243,22023
round_shots,495,377,136,108,124,116,114,76,56,11
round_queries,495,1131,1496,3996,14260,40252,118902,239324,540904,974413
round_k,1,5,18,57,173,521,1574,4829,14697,44291
round_shots,734,604,261,131,95,82,75,99,50
round_queries,734,1812,2871,6419,15675,40918,113925,461241,2178350
round_k,1,5,24,82,249,759,2329,7120,21783
round_shots,419,757,226,134,102,100,90,62,68,3
round_queries,419,2271,2486,6030,13770,42300,116010,241986,796212,324501
round_k,1,5,22,67,211,644,1951,5854,17577,54083
round_shots,436,502,118,150,166,91,95,67,61,14
round_queries,436,1506,1298,4950,16766,29393,95285,206427,576999,1195950
round_k,1,5,16,50,161,501,1540,4729,14206,42712
round_shots,713,390,151,139,145,87,84,93,69,14
round_queries,713,1170,1661,5143,16095,30711,89628,299181,673647,1236158
round_k,1,5,18,55,176,533,1608,4881,14644,44148
round_shots,425,377,112,165,112,86,81,137,56,6
round_queries,425,1131,1232,5445,12880,30530,87723,460183,565096,553830
round_k,1,5,16,57,177,541,1679,5045,15267,46152
round_shots,346,530,180,313,135,88,77,142,62,6
round_queries,346,1590,1980,10955,15255,32296,87087,485498,635934,554850
round_k,1,5,17,56,183,565,1709,5128,15390,46237
round_shots,495,405,135,146,94,105,77,71,199,11
round_queries,495,1215,1485,4818,10434,34965,80157,222727,1890699,979407
round_k,1,5,16,55,166,520,1568,4750,14477,44518
round_shots,637,287,163,175,178,87,87,71,166,10
round_queries,637,861,1793,6475,20826,32277,99093,243033,1706314,938990
round_k,1,5,18,58,185,569,1711,5139,15418,46949
round_shots,452,299,124,138,153,122,80,136,61,4
round_queries,452,897,1364,4554,17901,43554,87280,446216,603961,390220
round_k,1,5,16,58,178,545,1640,4950,15139,48777
round_shots,430,285,310,192,111,78,72,60,45
round_queries,430,855,3410,10176,20313,44382,122904,308820,2109735
round_k,1,5,26,91,284,853,2573,7748,23441
round_shots,463,410,140,134,109,106,79,136,59,13
round_queries,463,1230,1540,4422,12099,37630,84293,437240,588171,1196091
round_k,1,5,16,55,177,533,1607,4984,15187,46003
round_shots,479,398,244,137,109,82,73,74,52,3
round_queries,479,1194,2684,6713,16241,37966,103003,319014,672828,361791
round_k,1,5,24,74,231,705,2155,6469,19408,60298
round_shots,479,244,147,133,145,128,74,71,89,5
round_queries,479,732,1617,4921,17255,48768,86654,251553,949719,502855
round_k,1,5,18,59,190,585,1771,5335,16006,50285
round_shots,436,263,138,133,97,96,95,64,55,8
round_queries,436,789,1518,4389,9603,28896,89015,187328,482955,648360
round_k,1,5,16,49,150,468,1463,4390,13206,40522
round_shots,538,488,205,127,129,181,74,64,88,6
round_queries,538,1464,2255,5715,18963,85613,108706,284992,1179640,728334
round_k,1,5,22,73,236,734,2226,6702,20231,60694
round_shots,501,546,246,128,95,85,263,122,113,4
round_queries,501,1638,2706,6272,14155,38675,363729,526186,1488775,490900
round_k,1,5,24,74,227,691,2156,6587,20392,61362
round_shots,739,358,113,140,120,115,76,73,62,18
round_queries,739,1074,1243,4620,13080,37835,76228,220971,563766,1482246
round_k,1,5,16,54,164,501,1513,4546,13671,41173
round_shots,479,437,248,124,109,83,72,62,57,4
round_queries,479,1311,2728,6076,17549,40587,107784,280302,781413,508852
round_k,1,5,24,80,244,748,2260,6854,21017,63606
round_shots,606,459,136,103,102,94,77,74,55,5
round_queries,606,1377,1496,3811,11322,32054,80003,231990,526185,434185
round_k,1,5,18,55,170,519,1567,4783,14374,43418
round_shots,397,352,170,118,93,107,75,84,57,3
round_queries,397,1056,1870,4838,12183,42051,92475,311724,634581,310119
round_k,1,5,20,65,196,616,1855,5566,16942,51686
round_shots,506,419,183,138,127,82,79,69,124,7
round_queries,506,1257,2013,5658,16891,32882,95037,258267,1397356,739641
round_k,1,5,20,66,200,601,1871,5634,17610,52831
round_shots,386,436,113,122,90,98,105,115,156,5
round_queries,386,1308,1243,4026,9630,31458,102165,335915,1398852,406035
round_k,1,5,16,53,160,486,1460,4483,13450,40603
round_shots,559,345,132,141,103,107,106,102,69,6
round_queries,559,1035,1452,4653,11433,37129,110558,319362,662469,544110
round_k,1,5,16,55,173,521,1565,4800,14553,45342
round_shots,601,544,183,127,110,116,129,67,93,9
round_queries,601,1632,2013,5207,13530,43500,145383,238319,1015281,919899
round_k,1,5,20,61,187,563,1778,5458,16883,51105
round_shots,804,467,183,136,97,88,101,64,108,6
round_queries,804,1401,2013,5576,13677,37928,130593,251456,1276236,669366
round_k,1,5,20,70,215,646,1964,5908,18030,55780
round_shots,397,250,138,273,188,93,86,65,55,4
round_queries,397,750,1518,10101,22372,33759,96062,220025,561495,370692
round_k,1,5,18,59,181,558,1692,5104,15384,46336
round_shots,522,457,124,166,111,114,104,72,61,6
round_queries,522,1371,1364,5478,13209,41838,117000,252216,643611,570402
round_k,1,5,16,59,183,562,1751,5275,15844,47533
round_shots,357,281,121,149,154,85,75,90,54,12
round_queries,357,843,1331,4917,17710,31025,82725,302130,543942,1096812
round_k,1,5,16,57,182,551,1678,5036,15109,45700
round_shots,305,437,170,135,88,83,74,63,75,3
round_queries,305,1311,1870,5535,12408,35109,95534,245133,876075,319707
round_k,1,5,20,70,211,645,1945,5840,17622,53284
round_shots,441,501,214,272,205,93,74,62,72,3
round_queries,441,1503,2354,9520,25625,36921,89466,227230,791640,309111
round_k,1,5,17,62,198,604,1832,5497,16901,51518
round_shots,457,635,296,159,245,115,92,60,37
round_queries,457,1905,3256,8427,46795,65895,158700,315180,1757537
round_k,1,5,26,95,286,862,2626,7902,23750
round_shots,441,451,203,138,124,83,216,85,52,3
round_queries,441,1353,2233,6210,18972,38263,307800,364055,673244,353013
round_k,1,5,22,76,230,712,2141,6473,19424,58835
round_shots,397,556,188,128,102,97,186,105,57,8
round_queries,397,1668,2068,5248,13974,41225,240126,406665,666843,869080
round_k,1,5,20,68,212,645,1936,5849,17701,54317
round_shots,688,477,132,227,95,125,74,71,106,13
round_queries,688,1431,1452,7491,10355,40875,74666,217047,986118,1133717
round_k,1,5,16,54,163,504,1528,4651,14294,43604
round_shots,703,349,244,138,118,117,109,94,36
round_queries,703,1047,2684,6762,20414,63999,185627,484006,1706292
round_k,1,5,24,86,273,851,2574,7769,23698
round_shots,564,398,115,121,92,123,78,67,56,6
round_queries,564,1194,1265,3993,9476,38007,73866,192357,489944,475290
round_k,1,5,16,51,154,473,1435,4374,13147,39607
round_shots,511,488,113,121,109,94,76,86,70,11
round_queries,511,1464,1243,3993,11663,31490,77292,264966,648690,948343
round_k,1,5,16,53,167,508,1540,4633,13900,43106
round_shots,606,410,198,139,110,175,77,65,113,3
round_queries,606,1230,2178,5699,14190,70525,94017,240305,1263227,318165
round_k,1,5,20,64,201,610,1848,5589,16941,53027
round_shots,693,317,244,228,112,104,76,64,151
round_queries,693,951,2684,11172,17808,51272,117876,298688,6457213
round_k,1,5,24,79,246,775,2333,7085,21381
round_shots,414,326,159,116,111,169,81,65,60,4
round_queries,414,978,1749,4292,13209,61347,93231,225615,625260,382108
round_k,1,5,18,59,181,575,1735,5210,15780,47763
round_shots,554,312,170,204,101,108,81,64,106,8
round_queries,554,936,1870,8364,14039,46332,104409,248256,1248998,898328
round_k,1,5,20,69,214,644,1939,5891,18179,56145
round_shots,457,624,278,110,101,93,82,60,52,3
round_queries,457,1872,3058,5390,15655,45477,120294,267180,694668,362787
round_k,1,5,24,77,244,733,2226,6679,20038,60464
round_shots,251,414,160,129,101,99,78,62,63,9
round_queries,251,1242,1760,4773,12625,37917,90090,215574,657153,860409
round_k,1,5,18,62,191,577,1738,5215,15849,47800
round_shots,575,529,137,144,245,159,86,67,56,6
round_queries,575,1587,1507,5328,27685,56127,92106,217549,562744,558270
round_k,1,5,18,56,176,535,1623,5024,15361,46522
round_shots,595,244,163,100,94,86,74,85,61,6
round_queries,595,732,1793,3300,9306,25542,66526,229245,514047,475950
round_k,1,5,16,49,148,449,1348,4213,12656,39662
round_shots,397,389,124,151,166,85,102,67,58,13
round_queries,397,1167,1364,4983,19090,29325,105978,211921,551174,1133899
round_k,1,5,16,57,172,519,1581,4751,14305,43611
round_shots,739,284,170,128,105,95,76,68,54,5
round_queries,739,852,1870,5248,14385,39995,97204,263636,630018,539275
round_k,1,5,20,68,210,639,1938,5833,17515,53927
round_shots,543,342,153,135,100,92,105,69,69,7
round_queries,543,1026,1683,4995,12900,35972,124215,245019,737541,695919
round_k,1,5,18,64,195,591,1775,5344,16303,49708
round_shots,357,291,218,126,102,185,79,62,53,10
round_queries,357,873,2398,5418,13974,78625,101515,242978,623333,1076270
round_k,1,5,21,68,212,642,1959,5880,17659,53813
round_shots,601,616,239,126,105,81,80,63,58,7
round_queries,601,1848,2629,5670,15225,36207,107600,254835,712066,832741
round_k,1,5,22,72,223,672,2022,6138,18746,59481
round_shots,419,726,215,123,113,79,85,146,52,3
round_queries,419,2178,2365,5535,16159,34997,112965,582102,630188,329943
round_k,1,5,22,71,221,664,1993,6059,18178,54990
round_shots,590,332,137,133,97,172,87,66,54,13
round_queries,590,996,1507,4921,11543,62780,96309,223938,562302,1237691
round_k,1,5,18,59,182,553,1696,5206,15632,47603
round_shots,495,424,108,122,104,96,75,116,62,5
round_queries,495,1272,1188,4026,11128,31584,76725,356468,584474,430545
round_k,1,5,16,53,164,511,1536,4713,14351,43054
round_shots,363,280,137,111,110,104,89,77,92,5
round_queries,363,840,1507,3663,11330,33176,87665,230461,828644,415325
round_k,1,5,16,51,159,492,1496,4503,13698,41532
round_shots,575,244,339,199,119,101,73,73,81
round_queries,575,732,3729,11343,23205,61913,134393,409165,4190697
round_k,1,5,28,97,306,920,2802,8451,25868
round_shots,474,494,115,100,126,90,76,66,57,16
round_queries,474,1482,1265,3300,12474,28170,72732,191202,497667,1298896
round_k,1,5,16,49,156,478,1448,4365,13100,40590
round_shots,436,313,148,150,134,118,125,84,99,6
round_queries,436,939,1628,4950,15142,41890,135625,275772,981387,549222
round_k,1,5,16,56,177,542,1641,4956,15131,45768
round_shots,575,247,108,135,106,85,82,66,57,7
round_queries,575,741,1188,4455,11766,29325,84870,205590,534603,599725
round_k,1,5,16,55,172,517,1557,4689,14179,42837
round_shots,559,669,233,132,106,241,72,66,60,4
round_queries,559,2007,2563,5940,16218,114957,103032,283338,773820,502012
round_k,1,5,22,76,238,715,2146,6448,19345,62751
round_shots,554,723,203,117,107,166,136,81,52,3
round_queries,554,2169,2233,5265,15301,75530,185640,341577,671164,348489
round_k,1,5,22,71,227,682,2108,6453,19360,58081
round_shots,334,415,162,132,156,98,71,73,55,10
round_queries,334,1245,1782,4884,19188,38122,87401,269881,613195,1014130
round_k,1,5,18,61,194,615,1848,5574,16790,50706
round_shots,408,399,308,116,90,82,76,69,96,3
round_queries,408,1197,3388,6148,15390,42066,117876,322299,1350816,387063
round_k,1,5,26,85,256,775,2335,7035,21327,64510
round_shots,391,306,113,109,118,102,122,67,75,9
round_queries,391,918,1243,3597,12154,32130,117242,193161,649275,707751
round_k,1,5,16,51,157,480,1441,4328,13105,39319
round_shots,501,440,121,114,110,82,87,138,59,16
round_queries,501,1320,1331,3762,11330,26158,83259,397854,510291,1275696
round_k,1,5,16,51,159,478,1441,4324,13006,39865
round_shots,616,578,198,139,101,85,75,64,53,6
round_queries,616,1734,2178,5699,14241,36295,97425,255552,650045,670482
round_k,1,5,20,70,213,649,1996,6132,18527,55873
round_shots,527,378,202,139,98,85,74,64,56,5
round_queries,527,1134,2222,5699,12642,34425,90946,237632,629944,520995
round_k,1,5,20,64,202,614,1856,5624,17215,52099
round_shots,323,593,154,100,108,84,74,67,85,7
round_queries,323,1779,1694,3700,11988,29148,77034,209241,804865,613767
round_k,1,5,18,55,173,520,1561,4734,14464,43840
round_shots,408,244,139,253,110,116,75,72,116,3
round_queries,408,732,1529,9361,13090,42340,87675,257688,1270548,296343
round_k,1,5,18,59,182,584,1789,5476,16463,49390
round_shots,495,341,108,176,165,115,106,179,59,4
round_queries,495,1023,1188,5808,19635,42895,121158,626679,629471,390972
round_k,1,5,16,59,186,571,1750,5334,16143,48871
round_shots,559,359,166,132,117,104,83,66,57,3
round_queries,559,1077,1826,4884,13923,39208,96529,235026,611439,301227
round_k,1,5,18,59,188,581,1780,5363,16452,50204
round_shots,357,453,135,149,103,299,122,155,58,14
round_queries,357,1359,1485,4917,11845,106743,130662,507005,571126,1241898
round_k,1,5,16,57,178,535,1635,4923,14777,44353
round_shots,468,478,124,130,114,204,83,66,91,13
round_queries,468,1434,1364,4290,11286,64260,79099,190938,791063,1019057
round_k,1,5,16,49,157,476,1446,4346,13039,39194
round_shots,263,330,222,152,111,89,75,62,54,3
round_queries,263,990,2442,6536,14541,37469,95325,241614,631314,317817
round_k,1,5,21,65,210,635,1948,5845,17656,52969
round_shots,436,394,144,141,115,92,83,159,70,3
round_queries,436,1182,1584,5217,14605,35604,97691,564609,745710,299373
round_k,1,5,18,63,193,588,1775,5326,16330,49895
round_shots,441,332,185,181,101,93,75,80,55,7
round_queries,441,996,2035,7421,12625,35619,86925,279280,586245,682605
round_k,1,5,20,62,191,579,1745,5329,16157,48757
round_shots,484,275,120,134,102,87,82,66,67,4
round_queries,484,825,1320,4422,11322,30537,87002,212586,652111,378516
round_k,1,5,16,55,175,530,1610,4866,14711,47314
round_shots,713,293,136,116,103,305,132,122,56,6
round_queries,713,879,1496,4292,12257,113155,149820,417362,596120,582810
round_k,1,5,18,59,185,567,1710,5322,16082,48567
round_shots,673,648,210,136,104,110,79,183,102,3
round_queries,673,1944,2310,6120,15704,51810,114155,796965,1363842,372081
round_k,1,5,22,75,235,722,2177,6685,20197,62013
round_shots,501,292,151,138,109,109,78,64,107,3
round_queries,501,876,1661,5106,14061,43491,95238,235200,1190375,306693
round_k,1,5,18,64,199,610,1837,5562,17038,51115
round_shots,495,264,115,125,113,88,76,72,60,4
round_queries,495,792,1265,4125,12091,29832,80940,232920,588780,360388
round_k,1,5,16,53,169,532,1617,4906,14924,45048
round_shots,688,324,146,136,134,144,105,96,61,13
round_queries,688,972,1606,4488,14070,48240,109095,299424,576633,1119131
round_k,1,5,16,52,167,519,1559,4726,14225,43043
round_shots,527,461,288,130,97,90,71,63,59,4
round_queries,527,1383,3168,6370,15229,43110,102737,273987,786529,486532
round_k,1,5,24,78,239,723,2174,6665,20120,60816
round_shots,601,523,126,122,93,90,80,78,195,14
round_queries,601,1569,1386,4026,9951,29250,78320,230178,1755585,1194634
round_k,1,5,16,53,162,489,1475,4501,13936,42665
round_shots,386,358,191,138,97,92,74,67,66,14
round_queries,386,1074,2101,4554,10185,29348,74814,203211,607266,1170078
round_k,1,5,16,52,159,505,1516,4600,13929,41788
round_shots,346,307,207,137,142,100,79,67,54,8
round_queries,346,921,2277,6165,19454,41700,103727,270211,655506,890360
round_k,1,5,22,68,208,656,2016,6069,18351,55647
round_shots,495,524,214,139,158,89,79,69,58,13
round_queries,495,1572,2354,4587,17222,29637,82081,215763,549782,1127607
round_k,1,5,16,54,166,519,1563,4739,14309,43369
round_shots,369,296,138,140,104,88,75,176,56,3
round_queries,369,888,1518,5180,13416,34936,92025,653136,638904,309609
round_k,1,5,18,64,198,613,1855,5704,17200,51601
round_shots,430,261,134,130,102,83,80,83,57,6
round_queries,430,783,1474,4290,10098,26145,75920,236301,487977,468810
round_k,1,5,16,49,157,474,1423,4280,12870,39067
round_shots,554,430,267,185,107,127,176,67,77
round_queries,554,1290,2937,9065,18297,67183,292688,344447,3647721
round_k,1,5,24,85,264,831,2570,7716,23686
round_shots,564,250,118,109,105,95,86,73,58,5
round_queries,564,750,1298,3597,10815,30115,87118,222285,542706,430515
round_k,1,5,16,51,158,506,1522,4678,14052,43051
round_shots,606,307,144,139,99,92,77,68,79,13
round_queries,606,921,1584,5143,11187,31924,81543,216580,762587,1169389
round_k,1,5,18,56,173,529,1592,4826,14690,44976
round_shots,414,286,285,295,128,88,159,109,77,9
round_queries,414,858,3135,10325,13440,29832,165837,343023,731115,793161
round_k,1,5,17,52,169,521,1573,4747,14454,44064
round_shots,543,431,241,161,103,95,78,68,47
round_queries,543,1293,2651,7245,16377,48165,123162,325788,2054699
round_k,1,5,22,79,253,789,2395,7229,21858
round_shots,538,352,170,143,92,88,74,66,57,3
round_queries,538,1056,1870,5863,12972,37576,95830,261294,677673,328065
round_k,1,5,20,70,213,647,1979,5944,18148,54677
round_shots,652,348,229,138,92,93,75,64,57,10
round_queries,652,1044,2519,6210,12420,38037,93075,239936,646665,1028250
round_k,1,5,22,67,204,620,1874,5672,17114,51412
round_shots,402,296,126,114,105,86,77,65,62,13
round_queries,402,888,1386,3762,10815,28122,76923,200525,580630,1106599
round_k,1,5,16,51,163,499,1542,4682,14088,42561
round_shots,408,429,210,131,171,93,81,71,51,3
round_queries,408,1287,2310,5895,26163,44919,119313,314743,683553,382659
round_k,1,5,22,76,241,736,2216,6701,20104,63776
round_shots,490,573,345,192,138,113,79,68,33
round_queries,490,1719,3795,10944,26910,66783,144965,378012,1661979
round_k,1,5,28,97,295,917,2779,8380,25181
round_shots,506,724,245,139,130,83,73,72,57,4
round_queries,506,2172,2695,6255,20410,41085,110303,328536,803643,511060
round_k,1,5,22,78,247,755,2281,7049,21232,63882
round_shots,506,443,177,117,104,84,77,73,63,7
round_queries,506,1329,1947,4797,12792,32844,90629,258639,673533,682815
round_k,1,5,20,61,195,588,1771,5345,16257,48772
round_shots,527,352,112,105,114,93,94,66,65,19
round_queries,527,1056,1232,3465,11286,29295,89958,191334,571285,1546923
round_k,1,5,16,49,157,478,1449,4394,13464,40708
round_shots,447,485,212,114,110,96,76,133,75,3
round_queries,447,1455,2332,5130,14850,39456,97204,511385,888975,324483
round_k,1,5,22,67,205,639,1922,5926,17794,54080
round_shots,334,293,115,158,120,139,207,82,66,9
round_queries,334,879,1265,5214,12120,42395,190647,226566,548658,685287
round_k,1,5,16,50,152,460,1381,4156,12513,38071
round_shots,397,464,124,121,315,180,77,68,70,9
round_queries,397,1392,1364,3993,32445,59580,77385,205564,635810,769131
round_k,1,5,16,51,165,502,1511,4541,13877,42729
round_shots,484,749,136,176,107,86,97,63,55,10
round_queries,484,2247,1496,6512,12519,32078,109319,217161,570845,940110
round_k,1,5,18,58,186,563,1723,5189,15651,47005
round_shots,334,270,140,149,104,85,75,130,66,4
round_queries,334,810,1540,4917,11544,29495,78075,406510,623106,359028
round_k,1,5,16,55,173,520,1563,4720,14247,44878
round_shots,357,403,137,190,106,141,129,97,57,4
round_queries,357,1209,1507,6270,13038,53721,150027,339403,609045,386828
round_k,1,5,16,61,190,581,1749,5342,16033,48353
