round_shots,227,23,29,21,18,16,19,17,16,15,10,16,15,15,11
round_queries,227,161,493,861,1566,2864,6935,13685,26768,50685,67690,217712,419325,844335,1241867
round_k,0,3,8,20,43,89,182,402,836,1689,3384,6803,13977,28144,56448
round_shots,96,32,23,24,20,22,18,16,17,16,16,10,16,15,15,10
round_queries,96,96,161,408,820,1958,3366,6288,13481,26576,55024,70090,227888,438795,880995,1183150
round_k,0,1,3,8,20,44,93,196,396,830,1719,3504,7121,14626,29366,59157
round_shots,206,18,20,21,21,18,14,17,16,15,16,16,15,15,14,1
round_queries,206,126,300,651,1323,2394,3822,10829,21360,40665,88080,180432,349065,698805,1309574,193463
round_k,0,3,7,15,31,66,136,318,667,1355,2752,5638,11635,23293,46770,96731
round_shots,99,52,43,22,27,14,21,16,19,16,16,16,16,15,15,5
round_queries,99,156,387,550,1485,1722,5397,8592,20767,35344,73840,151056,308912,593925,1199025,817585
round_k,0,1,4,12,27,61,128,268,546,1104,2307,4720,9653,19797,39967,81758
round_shots,197,29,27,25,19,17,16,18,17,15,16,16,16,15,12
round_queries,197,203,459,1025,1577,2941,5616,12762,26027,46935,100304,205072,424112,817365,1314012
round_k,0,3,8,20,41,86,175,354,765,1564,3134,6408,13253,27245,54750
round_shots,323,23,23,24,26,19,18,18,18,16,15,16,16,15,10
round_queries,323,161,391,936,2106,3173,6174,13230,28710,53968,103335,220944,457040,884685,1183870
round_k,0,3,8,19,40,83,171,367,797,1686,3444,6904,14282,29489,59193
round_shots,271,29,23,19,21,17,19,16,18,20,17,17,16,14,10
round_queries,271,203,391,741,1701,2839,6365,11504,25902,60260,103513,214863,420688,759150,1108750
round_k,0,3,8,19,40,83,167,359,719,1506,3044,6319,13146,27112,55437
round_shots,99,23,24,22,20,19,17,10,16,16,16,15,10,15,15,3
round_queries,99,115,360,726,1380,2717,5151,6270,20400,41776,84528,161025,217790,664845,1337595,536535
round_k,0,2,7,16,34,71,151,313,637,1305,2641,5367,10889,22161,44586,89422
round_shots,56,54,22,19,17,18,18,17,17,16,16,16,15,10,10,4
round_queries,56,162,242,475,867,1926,4158,8585,17323,33008,66992,136656,262965,350770,714350,581612
round_k,0,1,5,12,25,53,115,252,509,1031,2093,4270,8765,17538,35717,72701
round_shots,221,33,24,21,21,19,17,17,16,16,16,16,16,15,8
round_queries,221,231,408,861,1911,3895,7531,15215,29424,59344,119344,244688,502512,968925,1037208
round_k,0,3,8,20,45,102,221,447,919,1854,3729,7646,15703,32297,64825
round_shots,171,32,27,28,19,22,21,12,11,11,16,10,16,16,15,7
round_queries,171,96,189,476,779,2002,3969,5124,10153,21065,64336,81210,260976,533936,1030905,963319
round_k,0,1,3,8,20,45,94,213,461,957,2010,4060,8155,16685,34363,68808
round_shots,155,52,30,26,22,16,17,16,16,16,16,16,16,15,15,7
round_queries,155,156,270,650,1254,1968,4233,8048,16208,32720,65968,132720,270576,522675,1046715,982779
round_k,0,1,4,12,28,61,124,251,506,1022,2061,4147,8455,17422,34890,70198
round_shots,233,21,19,19,21,18,18,16,16,11,11,16,16,15,16,2
round_queries,233,147,285,589,1365,2394,4950,9552,19504,27533,57167,173712,351984,682755,1470192,372302
round_k,0,3,7,15,32,66,137,298,609,1251,2598,5428,10999,22758,45943,93075
round_shots,353,44,25,27,17,21,18,16,17,16,16,16,15,15,9
round_queries,353,396,575,1269,1649,4263,7326,13872,29597,57424,117232,242736,469965,942105,1132137
round_k,0,4,11,23,48,101,203,433,870,1794,3663,7585,15665,31403,62896
round_shots,317,24,21,26,17,18,21,16,17,16,14,15,15,15,15,2
round_queries,317,168,315,806,1105,2358,5649,9776,20859,41200,72562,158595,321765,644715,1296105,346162
round_k,0,3,7,15,32,65,134,305,613,1287,2591,5286,10725,21490,43203,86540
round_shots,71,32,29,26,25,26,18,16,18,16,16,16,14,15,15,10
round_queries,71,96,203,442,1025,2314,3294,6064,14058,27120,55632,113200,201810,445455,894945,1193890
round_k,0,1,3,8,20,44,91,189,390,847,1738,3537,7207,14848,29831,59694
round_shots,310,32,33,21,18,18,17,17,17,16,16,16,16,16,15,6
round_queries,310,96,297,483,882,1782,3485,7123,14671,28144,57040,116080,238704,487792,943665,755730
round_k,0,1,4,11,24,49,102,209,431,879,1782,3627,7459,15243,31455,62977
round_shots,165,32,32,30,30,22,19,18,17,16,15,15,16,11,10,5
round_queries,165,96,224,510,1230,2002,3553,7362,14739,28944,55725,111795,238672,338525,651130,660315
round_k,0,1,3,8,20,45,93,204,433,904,1857,3726,7458,15387,32556,66031
