round_shots,260,1185,228,160,121,138,114,114,71,93,60,3
round_queries,260,3555,2052,4320,9801,34362,89946,277362,526891,2072877,4107900,1879749
round_k,1,4,13,40,124,394,1216,3710,11144,34232,102938,313291
round_shots,257,928,214,140,106,114,106,74,65,55,4
round_queries,257,2784,4494,10500,25970,86526,242846,511266,1348555,3473085,2335652
round_k,1,10,37,122,379,1145,3454,10373,31573,95722,291956
round_shots,386,1155,157,117,115,105,131,82,64,68,12
round_queries,386,3465,3611,8541,25415,71505,269991,514222,1220672,3928836,6310476
round_k,1,11,36,110,340,1030,3135,9536,28888,87425,262936
round_shots,216,1039,203,151,127,100,92,106,79,211,74,13
round_queries,216,3117,1827,4077,10287,24300,67068,231822,523691,4197845,4522510,7365371
round_k,1,4,13,40,121,364,1093,3314,9947,30557,93875,283283
round_shots,210,1169,179,145,154,90,88,146,65,67,8
round_queries,210,3507,4475,10875,37422,66690,195624,976302,1303965,4040033,4412264
round_k,1,12,37,121,370,1111,3343,10030,30149,91541,275766
round_shots,276,858,172,121,115,99,84,80,171,96,13
round_queries,276,2574,3612,8591,24955,67221,172788,499440,3228651,5563488,6785857
round_k,1,10,35,108,339,1028,3121,9440,28976,86929,260994
round_shots,142,825,215,166,116,95,85,107,216,189,6
round_queries,142,2475,4515,12450,27724,69635,189125,718933,4356072,11434689,3354378
round_k,1,10,37,119,366,1112,3359,10083,30250,90751,279531
round_shots,208,957,125,206,120,112,104,129,73,54,12
round_queries,208,2871,2875,14214,26760,76944,221000,833211,1447225,3227958,6535980
round_k,1,11,34,111,343,1062,3229,9912,29888,89775,272332
round_shots,150,966,149,163,145,103,110,72,72,71,8
round_queries,150,2898,3427,12225,34655,75087,242330,476712,1438920,4335473,4483272
round_k,1,11,37,119,364,1101,3310,9992,30531,92716,280204
round_shots,214,1160,125,149,109,90,87,74,87,62,6
round_queries,214,3480,3125,11473,26705,66510,192879,492618,1752441,3799298,3409254
round_k,1,12,38,122,369,1108,3328,10071,30639,93475,284104
round_shots,147,1176,134,133,99,93,99,92,67,55,9
round_queries,147,3528,3350,10241,25047,70773,228789,643908,1416045,3541395,5267709
round_k,1,12,38,126,380,1155,3499,10567,32194,97422,292650
round_shots,259,775,268,143,135,98,85,85,81,59,14
round_queries,259,2325,5092,10153,30105,69482,185385,562105,1609713,3526961,7656894
round_k,1,9,35,111,354,1090,3306,9936,29889,89990,273460
round_shots,190,1031,128,127,110,97,84,115,73,55,14
round_queries,190,3093,2944,8763,22770,62177,165228,683675,1314657,2998765,6975430
round_k,1,11,34,103,320,983,2972,9004,27261,82116,249122
round_shots,388,997,143,118,100,109,85,123,67,99,5
round_queries,388,2991,3289,8614,21900,71613,175185,760509,1258461,5606865,2591695
round_k,1,11,36,109,328,1030,3091,9391,28317,86363,259169
round_shots,283,1090,272,144,135,112,93,92,72,152,126,9
round_queries,283,3270,2448,3888,11745,32144,81933,245364,578808,3670648,9128322,6189075
round_k,1,4,13,43,143,440,1333,4019,12074,36223,113041,343837
round_shots,245,821,268,127,122,101,110,78,228,181,7
round_queries,245,2463,5092,9017,26718,68175,227370,495846,4363236,10391391,3722103
round_k,1,9,35,109,337,1033,3178,9568,28705,88621,265864
round_shots,266,1028,134,135,106,96,109,119,132,62,10
round_queries,266,3084,3082,9855,25334,70944,246667,809319,2700588,3886346,5676050
round_k,1,11,36,119,369,1131,3400,10229,31341,94127,283802
round_shots,247,1162,204,155,124,94,112,84,63,52,3
round_queries,247,3486,5100,14415,36084,83378,303632,686196,1549485,3854188,2072787
round_k,1,12,46,145,443,1355,4084,12297,37059,111202,345464
round_shots,457,972,120,137,114,115,87,76,76,55,18
round_queries,457,2916,2760,9453,23598,74635,170259,449388,1350292,2940025,8807598
round_k,1,11,34,103,324,978,2956,8883,26727,80497,244655
round_shots,241,1001,154,152,100,93,85,74,68,68,15
round_queries,241,3003,3234,10488,22500,62961,174675,457690,1273980,3840708,7698645
round_k,1,10,34,112,338,1027,3092,9367,28240,85540,256621
round_shots,190,1050,266,198,162,109,100,89,102,99,58,4
round_queries,190,3150,2394,5346,16362,34553,100300,269403,928098,2711709,4831110,3054452
round_k,1,4,13,50,158,501,1513,4549,13695,41647,126688,381806
round_shots,155,1073,134,140,108,98,139,97,141,100,4
round_queries,155,3219,3082,9940,25164,68894,302325,640491,2830857,6046900,2229060
round_k,1,11,35,116,351,1087,3301,10038,30234,92695,278632
round_shots,248,1162,128,115,113,99,84,72,68,60,4
round_queries,248,3486,3200,8625,25425,69201,179844,462744,1311108,3517260,2156132
round_k,1,12,37,112,349,1070,3213,9640,29310,89572,269516
round_shots,342,949,223,113,148,102,299,94,74,64,12
round_queries,342,2847,4683,8475,33300,70074,628797,593046,1400598,3636544,6329364
round_k,1,10,37,112,343,1051,3154,9463,28410,86890,263723
round_shots,236,1062,154,139,106,92,83,80,75,54,10
round_queries,236,3186,3542,10425,25970,69644,190319,554160,1565325,3381642,5712450
round_k,1,11,37,122,378,1146,3463,10435,31311,94629,285622
round_shots,309,1113,121,132,127,95,84,76,136,61,13
round_queries,309,3339,3025,9900,29337,67355,180516,494076,2665464,3631025,7336459
round_k,1,12,37,115,354,1074,3250,9799,29762,90227,282171
round_shots,208,1116,185,141,102,111,87,79,62,73,6
round_queries,208,3348,4625,13113,29478,96459,228201,648037,1547086,5498141,4145274
round_k,1,12,46,144,434,1311,4101,12476,37658,115026,345439
round_shots,180,1048,182,139,99,98,82,72,67,59,9
round_queries,180,3144,4186,10981,25443,75754,198850,529416,1481303,3925093,5477913
round_k,1,11,39,128,386,1212,3676,11054,33263,100960,304328
round_shots,254,855,224,166,117,93,88,83,93,57,8
round_queries,254,2565,4704,12450,27729,66681,189288,545061,1835169,3420057,4378424
round_k,1,10,37,118,358,1075,3283,9866,30000,90321,273651
round_shots,276,1272,153,157,118,116,104,72,75,54,6
round_queries,276,3816,3825,12717,30326,90596,245128,511848,1603425,3512970,3535758
round_k,1,12,40,128,390,1178,3554,10689,32527,97788,294646
round_shots,172,1127,141,141,123,108,88,83,70,57,6
round_queries,172,3381,3525,11139,31365,83484,205656,595193,1515570,3702321,3557514
round_k,1,12,39,127,386,1168,3585,10825,32476,98660,296459
round_shots,171,878,228,192,113,105,92,122,163,103,58,4
round_queries,171,2634,2052,5184,11639,32445,87308,350994,1412721,2688197,4562570,2865588
round_k,1,4,13,51,154,474,1438,4333,13049,39332,118899,358198
round_shots,280,1228,135,149,127,96,107,76,71,66,7
round_queries,280,3684,3375,11771,32385,74208,248775,533140,1494621,4220370,4088889
round_k,1,12,39,127,386,1162,3507,10525,31972,97354,292063
round_shots,158,1040,147,197,127,110,94,85,70,62,52,4
round_queries,158,3120,1323,5319,12319,32890,86386,238255,597030,1595570,4045652,2831892
round_k,1,4,13,48,149,459,1401,4264,12867,38900,117420,353986
round_shots,157,1115,134,132,115,91,82,74,69,77,7
round_queries,157,3345,3350,10164,29325,71435,193438,525326,1485501,4985519,4132765
round_k,1,12,38,127,392,1179,3549,10764,32373,97544,295197
round_shots,227,971,186,136,116,260,98,98,216,118,3
round_queries,227,2913,4278,10744,30276,208780,240786,744506,5089176,8629930,2012283
round_k,1,11,39,130,401,1228,3798,11780,36567,111114,335380
round_shots,304,1183,169,188,135,97,98,79,110,79,62,3
round_queries,304,3549,1521,5076,13635,31331,95158,230759,966570,2093579,4934642,2165439
round_k,1,4,13,50,161,485,1460,4393,13250,39795,119903,360906
round_shots,231,974,166,149,107,110,100,88,71,54,9
round_queries,231,2922,3818,11473,26429,84150,233500,617320,1505697,3453246,5246109
round_k,1,11,38,123,382,1167,3507,10603,31974,96858,291450
round_shots,245,979,136,140,108,91,101,81,85,55,4
round_queries,245,2937,3128,10220,25596,64883,216241,534519,1686145,3288175,2163628
round_k,1,11,36,118,356,1070,3299,9918,29892,90095,270453
round_shots,328,991,154,130,124,92,85,74,165,105,11
round_queries,328,2973,3542,9750,30380,68356,191675,502090,3379365,6774285,6547101
round_k,1,11,37,122,371,1127,3392,10240,32258,99198,297595
round_shots,257,871,216,116,136,107,96,81,85,104,107,5
round_queries,257,2613,1944,3132,11016,26857,74592,195291,614975,2267096,7173601,3106475
round_k,1,4,13,40,125,388,1205,3617,10899,33521,103361,310647
round_shots,349,993,216,156,114,111,93,79,64,55,13
round_queries,349,2979,4536,11700,27246,80475,205995,529379,1293888,3345265,7146711
round_k,1,10,37,119,362,1107,3350,10108,30411,91401,274873
round_shots,438,882,260,122,113,164,122,123,254,77,61,6
round_queries,438,2646,2340,3294,9379,40836,95770,291387,1821942,1656963,3950543,3533886
round_k,1,4,13,41,124,392,1184,3586,10759,32381,98119,294490
round_shots,309,1079,198,204,135,93,80,71,70,66,5
round_queries,309,3237,4554,16524,33885,73377,191120,508857,1508710,4349202,3026365
round_k,1,11,40,125,394,1194,3583,10776,32948,100553,302636
round_shots,313,1152,189,123,148,131,121,83,75,65,57,3
round_queries,313,3456,1701,3321,11988,33929,95469,206421,571275,1487395,3914817,1885659
round_k,1,4,13,40,129,394,1243,3808,11441,34340,103777,314276
round_shots,242,1139,169,198,106,119,99,82,71,69,80,3
round_queries,242,3417,1521,5346,10706,36057,90981,233946,614789,1808145,6380240,2223165
round_k,1,4,13,50,151,459,1426,4329,13102,39876,122896,370527
round_shots,176,1145,140,188,256,120,99,89,71,66,68,6
round_queries,176,3435,1260,5076,24832,37320,93951,257299,616351,1727418,5436396,4415850
round_k,1,4,13,48,155,474,1445,4340,13086,39973,121629,367987
round_shots,298,1173,169,195,127,100,93,83,74,65,131,3
round_queries,298,3519,1521,5265,11811,28500,79701,215551,587190,1550705,9438943,1945431
round_k,1,4,13,46,142,428,1298,3967,11928,36026,108079,324238
round_shots,280,827,462,310,139,102,230,120,92,58,12
round_queries,280,2481,8778,17670,24325,57222,397670,637320,1483132,2865026,5419524
round_k,1,9,28,87,280,864,2655,8060,24698,74884,225813
round_shots,379,956,209,191,153,158,109,85,88,76,59,5
round_queries,379,2868,1881,5157,12393,40606,85783,202045,630344,1644260,3899369,3062905
round_k,1,4,13,40,128,393,1188,3581,10817,33045,100256,306290
round_shots,391,1128,155,189,117,114,113,85,125,100,136,3
round_queries,391,3384,1395,5103,11115,32490,98875,231965,1031625,2513100,10283640,2143413
round_k,1,4,13,47,142,437,1364,4126,12565,37807,113422,357235
round_shots,219,1018,140,189,110,107,159,80,89,64,61,3
round_queries,219,3054,1260,5103,10890,31993,143259,216880,730601,1597504,4569693,2088783
round_k,1,4,13,49,149,450,1355,4104,12480,37456,113945,348130
round_shots,420,918,196,201,127,127,98,91,211,72,52,4
round_queries,420,2754,1764,5427,12573,38481,93002,259805,1810591,1889352,4110028,2925548
round_k,1,4,13,49,151,474,1427,4290,13120,39519,119271,365693
round_shots,319,1144,136,143,107,106,80,84,65,53,3
round_queries,319,3432,3400,11297,27713,84906,193040,608076,1458275,3588047,1854153
round_k,1,12,39,129,400,1206,3619,11217,33849,101859,309025
round_shots,286,486,169,192,133,109,95,81,71,68,92,4
round_queries,286,1458,1521,5184,13433,33899,90535,239841,632397,1831172,7542068,3077844
round_k,1,4,13,50,155,476,1480,4453,13464,40989,126229,384730
round_shots,282,1258,141,139,114,98,86,83,161,83,5
round_queries,282,3774,3525,10981,29526,76930,209066,606979,3575649,5640929,3106115
round_k,1,12,39,129,392,1215,3656,11104,33981,103036,310611
round_shots,219,971,224,203,121,125,87,74,68,68,5
round_queries,219,2913,5152,16849,31339,98125,206103,531838,1467644,4500716,3055295
round_k,1,11,41,129,392,1184,3593,10791,33093,101214,305529
round_shots,142,1264,132,130,116,225,123,76,65,55,8
round_queries,142,3792,3300,9750,27028,159075,261375,493468,1299805,3342185,4425704
round_k,1,12,37,116,353,1062,3246,9998,30383,91450,276606
round_shots,354,858,213,115,101,113,125,123,172,73,12
round_queries,354,2574,4473,8395,22523,75823,252875,753867,3238244,4207063,6403188
round_k,1,10,36,111,335,1011,3064,9413,28815,87873,266799
round_shots,266,972,150,136,102,109,101,79,64,55,14
round_queries,266,2916,3150,9384,23154,74447,208363,489721,1197120,3106345,7183386
round_k,1,10,34,113,341,1031,3099,9352,28239,85160,256549
round_shots,385,1120,209,189,130,115,93,81,86,66,53,4
round_queries,385,3360,1881,5103,12870,34155,86955,233199,751038,1739562,4204755,2880188
round_k,1,4,13,49,148,467,1439,4366,13178,39667,119640,360023
round_shots,234,981,189,137,150,152,225,122,87,70,7
round_queries,234,2943,3969,10001,36150,111416,514125,871446,1923483,4718490,4473637
round_k,1,10,36,120,366,1142,3571,11054,33703,103846,319545
round_shots,157,1105,125,150,118,124,87,97,65,67,5
round_queries,157,3315,3125,11550,29146,95852,207147,693453,1414205,4386155,3009365
round_k,1,12,38,123,386,1190,3574,10878,32732,99868,300936
round_shots,259,1131,143,165,257,145,86,91,65,81,7
round_queries,259,3393,3575,13365,65535,114115,203906,647829,1390805,5268807,4284959
round_k,1,12,40,127,393,1185,3559,10698,32523,98099,306068
round_shots,199,954,171,183,111,104,108,108,62,59,9
round_queries,199,2862,3933,14091,26751,77064,248292,753948,1327482,3789747,5245965
round_k,1,11,38,120,370,1149,3490,10705,32116,97147,291442
round_shots,179,981,134,118,108,98,104,74,67,55,13
round_queries,179,2943,3082,8614,24084,65954,213096,459614,1261677,3139785,6725979
round_k,1,11,36,111,336,1024,3105,9415,28543,86153,258691
round_shots,310,988,135,128,119,94,84,81,78,65,15
round_queries,310,2964,3105,9088,26061,63262,169932,495801,1438554,3623945,7836375
round_k,1,11,35,109,336,1011,3060,9221,27876,83670,261212
round_shots,253,838,253,119,112,113,93,84,97,163,107,6
round_queries,253,2514,2277,3213,9072,27685,70215,192444,669785,3391867,6702373,3543726
round_k,1,4,13,40,122,377,1145,3452,10404,31319,95768,295310
round_shots,142,1280,116,126,121,118,90,78,63,68,12
round_queries,142,3840,2900,9450,27709,82954,191070,502086,1225665,3977388,6393492
round_k,1,12,37,114,351,1061,3218,9727,29245,88602,266395
