round_shots,3170,302,318,324,303,349,179,171,170,194,173,191,168,132
round_queries,3170,2114,5406,12636,24543,58283,60323,116451,233070,533306,952365,2226869,4025448,6470508
round_k,0,3,8,19,40,83,168,340,685,1374,2752,5829,11980,24509
round_shots,3355,475,300,178,292,166,166,186,173,165,162,164,164,124
round_queries,3355,3325,5100,7298,24236,35358,70882,162006,306729,596145,1193130,2431956,4901468,7451780
round_k,0,3,8,20,41,106,213,435,886,1806,3682,7414,14943,30047
round_shots,2719,310,309,360,266,246,226,175,172,160,160,177,179,134
round_queries,2719,2170,5253,14040,21546,40098,74806,133175,265740,494560,998240,2221527,4503103,6755342
round_k,0,3,8,19,40,81,165,380,772,1545,3119,6275,12578,25206
round_shots,3773,338,295,280,249,192,178,178,170,162,176,235,319,62
round_queries,3773,2366,5015,11480,22161,39360,80278,172126,341530,662742,1445840,3894185,10678525,4153194
round_k,0,3,8,20,44,102,225,483,1004,2045,4107,8285,16737,33493
round_shots,3775,314,209,175,218,173,164,167,174,225,218,160,162,58
round_queries,3775,2826,5225,9975,25070,48267,92660,188877,394806,1036125,2025002,2974240,6033366,4340662
round_k,0,4,12,28,57,139,282,565,1134,2302,4644,9294,18621,37419
round_shots,2026,343,386,259,199,167,176,170,238,244,193,174,169,139
round_queries,2026,2401,6562,10101,15721,26553,56144,109650,318206,730780,1158579,2129586,4198467,6961537
round_k,0,3,8,19,39,79,159,322,668,1497,3001,6119,12421,25041
round_shots,3972,374,251,227,225,360,206,170,164,250,256,269,275,30
round_queries,3972,3366,6275,12939,25875,95400,116802,197370,391468,1207750,2508032,5280739,10884225,2375850
round_k,0,4,12,28,57,132,283,580,1193,2415,4898,9815,19789,39597
round_shots,3819,350,359,286,254,339,188,168,259,246,169,193,200,130
round_queries,3819,2450,6103,11726,22098,60681,69748,138264,441077,848946,1184859,2713773,5653000,7421570
round_k,0,3,8,20,43,89,185,411,851,1725,3505,7030,14132,28544
round_shots,3469,328,265,211,176,357,289,205,169,166,163,164,175,48
round_queries,3469,2952,6625,12027,20240,84609,143055,213815,357097,712306,1421523,2879348,6196575,3401712
round_k,0,4,12,28,57,118,247,521,1056,2145,4360,8778,17704,35434
round_shots,3441,304,368,444,229,189,173,232,276,240,217,220,281,116
round_queries,3441,2128,6256,17316,18549,30807,57609,154744,396612,714000,1320445,2710180,6956717,5829812
round_k,0,3,8,19,40,81,166,333,718,1487,3042,6159,12378,25128
round_shots,2379,980,321,238,193,226,178,168,190,182,162,166,169,188,112
round_queries,2379,2940,2247,4046,7913,18758,35422,71064,165490,321958,584982,1211302,2476019,5527764,6589744
round_k,0,1,3,8,20,41,99,211,435,884,1805,3648,7325,14701,29418
round_shots,3072,310,311,381,245,178,179,217,264,238,253,213,200,172
round_queries,3072,2170,5287,14859,19845,29014,59607,149513,370920,675682,1437293,2424579,4557000,7928340
round_k,0,3,8,19,40,81,166,344,702,1419,2840,5691,11392,23047
round_shots,2017,347,363,291,240,224,263,237,181,212,196,159,187,68
round_queries,2017,2429,6171,11349,19440,37856,90735,200265,350597,821500,1578388,2585499,6108729,4485756
round_k,0,3,8,19,40,84,172,422,968,1937,4026,8130,16333,32983
round_shots,2923,920,333,296,239,171,176,193,197,245,201,176,174,163,122
round_queries,2923,2760,2331,5032,9799,15219,31504,70445,161343,419685,691239,1218096,2416686,4545255,6837490
round_k,0,1,3,8,20,44,89,182,409,856,1719,3460,6944,13942,28022
round_shots,3615,376,365,221,179,292,175,167,219,312,264,206,180,167
round_queries,3615,2632,5475,7293,13067,42924,66675,127421,344925,1017432,1737912,2718170,4781340,8881227
round_k,0,3,7,16,36,73,190,381,787,1630,3291,6597,13281,26590
round_shots,3313,483,269,226,212,211,179,162,173,190,185,191,228,82
round_queries,3313,3381,4573,9266,17596,36503,68199,131382,284931,638210,1247825,2593589,6252900,4571418
round_k,0,3,8,20,41,86,190,405,823,1679,3372,6789,13712,27874
round_shots,2981,334,431,277,287,233,184,227,416,206,246,250,283,146
round_queries,2981,2338,6465,9141,20377,33785,54648,136427,501280,581538,1451154,2968750,6887937,7235322
round_k,0,3,7,16,35,72,148,300,602,1411,2949,5937,12169,24778
round_shots,2978,228,288,184,189,182,183,195,168,163,162,173,158,163,42
round_queries,2978,1596,4320,5704,11907,24206,52887,116025,207480,412879,825714,1774461,3279290,6773791,3523590
round_k,0,3,7,15,31,66,144,297,617,1266,2548,5128,10377,20778,41947
round_shots,3118,370,323,293,279,250,245,232,166,218,183,168,260,187,80
round_queries,3118,2590,4845,9083,18135,33750,66885,127832,183098,481126,809409,1537032,4770220,6874681,6063280
round_k,0,3,7,15,32,67,136,275,551,1103,2211,4574,9173,18381,37895
round_shots,3284,377,178,207,185,201,211,177,196,221,188,172,206,162,24
round_queries,3284,2639,2670,6417,11655,26733,56337,106731,251860,580567,990196,1823028,4389242,6931170,2064072
round_k,0,3,7,15,31,66,133,301,642,1313,2633,5299,10653,21392,43001
round_shots,2142,362,270,188,226,169,190,321,269,292,226,168,159,112
round_queries,2142,2534,4590,7708,20114,31265,70490,253269,466715,1031052,1631494,2464392,4704651,6641488
round_k,0,3,8,20,44,92,185,394,867,1765,3609,7334,14794,29649
round_shots,3407,386,316,278,229,190,213,211,162,188,257,197,92,113
round_queries,3407,2702,5372,11398,20381,34390,80301,163103,255474,599156,1665617,2623843,2464956,6097367
round_k,0,3,8,20,44,90,188,386,788,1593,3240,6659,13396,26979
round_shots,3575,328,284,210,248,204,213,176,187,230,181,160,187,86
round_queries,3575,2296,4828,8610,22072,36516,82857,144496,311355,783150,1254149,2230560,5229081,4860462
round_k,0,3,8,20,44,89,194,410,832,1702,3464,6970,13981,28258
round_shots,3170,302,294,284,283,180,176,185,179,166,162,164,174,98
round_queries,3170,2114,4998,11644,23489,38340,79376,175935,351019,654870,1291626,2617932,5570958,6285622
round_k,0,3,8,20,41,106,225,475,980,1972,3986,7981,16008,32069
round_shots,3727,369,425,221,196,353,272,239,216,219,185,164,180,104
round_queries,3727,3321,9775,10829,20580,74483,122672,216295,392040,815337,1411365,2521172,5535540,6410248
round_k,0,4,11,24,52,105,225,452,907,1861,3814,7686,15376,30818
round_shots,3175,372,341,293,194,199,229,198,210,163,161,160,163,114
round_queries,3175,2604,5797,11427,15714,33631,79005,136818,318570,560231,1117179,2241120,4592525,6472350
round_k,0,3,8,19,40,84,172,345,758,1718,3469,7003,14087,28387
round_shots,2857,321,262,279,266,299,257,440,171,212,180,207,199,138
round_queries,2857,2247,3930,9207,18886,43355,75815,260920,206397,516644,994140,2377809,4720877,6739782
round_k,0,3,7,16,35,72,147,296,603,1218,2761,5743,11861,24419
round_shots,2713,413,351,211,207,204,224,252,189,166,187,314,275,68
round_queries,2713,2891,5967,8651,18423,37740,83104,209916,320355,585814,1349953,4567130,8378425,4197572
round_k,0,3,8,20,44,92,185,416,847,1764,3609,7272,15233,30864
round_shots,3478,344,282,278,236,213,174,164,163,193,162,160,181,101
round_queries,3478,2408,4794,11398,21004,40257,71166,142188,289325,696151,1190214,2375840,5401945,6078079
round_k,0,3,8,20,44,94,204,433,887,1803,3673,7424,14922,30089
round_shots,3468,341,232,193,214,198,186,174,191,175,182,197,234,69
round_queries,3468,3069,5800,11001,24610,46926,88350,165474,366147,678475,1415414,3074185,7335198,4366251
round_k,0,4,12,28,57,118,237,475,958,1938,3888,7802,15673,31639
round_shots,3833,312,271,188,196,220,176,166,162,197,179,159,159,95
round_queries,3833,2184,4607,7708,17444,39380,75856,152554,305694,749979,1377047,2478969,4987671,6012645
round_k,0,3,8,20,44,89,215,459,943,1903,3846,7795,15684,31645
round_shots,3447,304,364,215,210,176,181,172,187,288,297,208,179,135
round_queries,3447,2128,6188,8815,18690,31504,67875,140180,318461,994464,2107809,2965040,5112777,7732665
