round_shots,100,200,100,100
round_queries,100,600,1100,18300
round_k,1,5,20,91
round_shots,200,100,200,100
round_queries,200,300,2200,24500
round_k,1,5,26,122
round_shots,300,100,200,100
round_queries,300,300,2200,21900
round_k,1,5,24,109
round_shots,200,100,100,100
round_queries,200,300,1100,18100
round_k,1,5,20,90
round_shots,200,200,100,100
round_queries,200,600,1100,14300
round_k,1,5,16,71
round_shots,200,200,100,100
round_queries,200,600,1500,27300
round_k,1,7,29,136
round_shots,100,200,100,100
round_queries,100,600,1500,20500
round_k,1,7,22,102
round_shots,200,200,100,100
round_queries,200,600,1100,18100
round_k,1,5,20,90
round_shots,300,100,100,100
round_queries,300,300,1100,14700
round_k,1,5,16,73
round_shots,200,200,100,100
round_queries,200,600,1100,14700
round_k,1,5,16,73
round_shots,200,100,100,100
round_queries,200,300,1100,18500
round_k,1,5,20,92
round_shots,100,100,100,100
round_queries,100,300,1100,16700
round_k,1,5,18,83
round_shots,200,200,100,100
round_queries,200,600,1100,20900
round_k,1,5,23,104
round_shots,200,100,100,100
round_queries,200,300,1100,20500
round_k,1,5,22,102
round_shots,300,200,100,100
round_queries,300,600,1100,14700
round_k,1,5,16,73
round_shots,200,200,100,100
round_queries,200,600,1500,27300
round_k,1,7,29,136
round_shots,100,100,100,100
round_queries,100,300,1100,18300
round_k,1,5,20,91
round_shots,300,100,100,100
round_queries,300,300,1100,16900
round_k,1,5,18,84
round_shots,300,200,100,100
round_queries,300,600,1500,24300
round_k,1,7,26,121
round_shots,400,200,100,100
round_queries,400,600,1100,17700
round_k,1,5,20,88
round_shots,200,200,100,100
round_queries,200,600,1100,18100
round_k,1,5,20,90
round_shots,200,100,100,100
round_queries,200,300,1100,18900
round_k,1,5,20,94
round_shots,100,200,100,100
round_queries,100,600,1500,22300
round_k,1,7,24,111
round_shots,200,300,100,100
round_queries,200,900,1900,38300
round_k,1,9,38,191
round_shots,200,300,100,100
round_queries,200,900,1100,19700
round_k,1,5,21,98
round_shots,300,200,100,100
round_queries,300,600,1500,30100
round_k,1,7,31,150
round_shots,200,200,200,100
round_queries,200,600,2200,28300
round_k,1,5,30,141
round_shots,300,100,100,100
round_queries,300,300,1100,18700
round_k,1,5,20,93
round_shots,100,200,100,100
round_queries,100,600,1500,19500
round_k,1,7,22,97
round_shots,300,200,200,100
round_queries,300,600,2200,20900
round_k,1,5,24,104
round_shots,300,200,100,100
round_queries,300,600,1100,17300
round_k,1,5,18,86
round_shots,100,200,200,100
round_queries,100,600,2200,23100
round_k,1,5,24,115
round_shots,200,100,200,100
round_queries,200,300,2200,26900
round_k,1,5,28,134
round_shots,100,200,100,100,100
round_queries,100,600,900,2700,49900
round_k,1,4,13,50,249
round_shots,200,200,100,100
round_queries,200,600,1100,16500
round_k,1,5,18,82
round_shots,200,200,200,100
round_queries,200,600,2200,25700
round_k,1,5,28,128
round_shots,300,200,100,100
round_queries,300,600,1100,15700
round_k,1,5,19,78
round_shots,200,200,100,100,100
round_queries,200,600,1100,3300,73500
round_k,1,5,16,69,367
round_shots,100,200,100,100
round_queries,100,600,1100,18700
round_k,1,5,20,93
round_shots,200,200,100,100
round_queries,200,600,1500,26100
round_k,1,7,27,130
round_shots,200,200,100,100
round_queries,200,600,1100,15700
round_k,1,5,18,78
round_shots,200,200,100,100
round_queries,200,600,1500,21100
round_k,1,7,22,105
round_shots,200,200,100,100
round_queries,200,600,1100,14900
round_k,1,5,16,74
round_shots,200,200,100,100
round_queries,200,600,1100,16500
round_k,1,5,18,82
round_shots,200,300,100,100
round_queries,200,900,1100,18700
round_k,1,5,21,93
round_shots,300,200,100,100
round_queries,300,600,1100,16900
round_k,1,5,18,84
round_shots,200,200,100,100
round_queries,200,600,1100,18700
round_k,1,5,21,93
round_shots,300,200,100,100
round_queries,300,600,1500,23100
round_k,1,7,24,115
round_shots,300,200,100,100,100
round_queries,300,600,1100,3300,72900
round_k,1,5,16,67,364
round_shots,200,200,100,100
round_queries,200,600,1100,20300
round_k,1,5,22,101
round_shots,300,300,100,100
round_queries,300,900,1100,17500
round_k,1,5,18,87
round_shots,300,200,100,100
round_queries,300,600,1100,15100
round_k,1,5,18,75
round_shots,300,200,100,100
round_queries,300,600,1100,18700
round_k,1,5,20,93
round_shots,200,200,100,100
round_queries,200,600,1100,15900
round_k,1,5,18,79
round_shots,300,200,100,100,100
round_queries,300,600,1100,3300,68900
round_k,1,5,16,66,344
round_shots,200,200,100,100
round_queries,200,600,1500,19500
round_k,1,7,22,97
round_shots,100,200,100,100
round_queries,100,600,1100,16500
round_k,1,5,18,82
round_shots,200,200,100,100
round_queries,200,600,1100,17100
round_k,1,5,18,85
