round_shots,600,300,200,100,100,100,100
round_queries,600,1500,3800,8500,26100,104100,2189900
round_k,2,9,42,130,520,2249,10949
round_shots,400,300,200,100,100,100,100
round_queries,400,1500,5000,11700,40300,162700,3702700
round_k,2,12,58,201,813,3634,18513
round_shots,600,200,200,200,100,100,100
round_queries,600,1400,5000,23000,50100,199300,4745900
round_k,3,12,57,250,996,4543,23729
round_shots,600,200,100,200,100,100,100
round_queries,600,1000,2300,14200,31700,112500,2311300
round_k,2,11,35,158,562,2373,11556
round_shots,600,300,200,100,100,100,100
round_queries,600,1500,3800,8500,25700,99900,2037700
round_k,2,9,42,128,499,2109,10188
round_shots,500,200,100,100,100,100,100,100
round_queries,500,1000,1700,5300,17900,66700,279900,7171500
round_k,2,8,26,89,333,1399,6557,35857
round_shots,600,200,100,100,100,100,100
round_queries,600,1000,2300,7900,27700,87300,1560500
round_k,2,11,39,138,436,1654,7802
round_shots,600,200,200,100,100,100,100
round_queries,600,1000,3800,6700,24500,89900,1858100
round_k,2,9,33,122,449,1935,9290
round_shots,700,300,100,100,100,100,100
round_queries,700,2100,3100,9700,35100,131500,2881700
round_k,3,15,48,175,657,2861,14408
round_shots,700,300,200,100,100,100,100
round_queries,700,2100,5000,9700,34500,133900,2911900
round_k,3,12,48,172,669,2891,14559
round_shots,500,200,100,100,100,100,100,100
round_queries,500,1000,1700,5300,18500,60100,239700,5921300
round_k,2,8,26,92,300,1198,5512,29606
round_shots,800,200,200,100,100,100,100
round_queries,800,1400,4600,8900,32900,130500,2857900
round_k,3,11,44,164,652,2847,14289
round_shots,800,300,200,200,100,100,100
round_queries,800,1500,3400,11000,26700,89500,1777700
round_k,2,8,27,133,447,1862,8888
round_shots,800,200,100,100,100,100,100,100
round_queries,800,1000,1700,5300,16300,60500,253500,6265500
round_k,2,8,26,81,302,1267,5884,31327
round_shots,700,200,100,200,100,100,100
round_queries,700,1000,1700,11800,25300,98300,1511300
round_k,2,8,29,126,491,1675,7556
round_shots,500,200,200,100,100,100,100
round_queries,500,1000,3800,6700,22700,88100,1442700
round_k,2,9,33,113,440,1528,7213
round_shots,800,200,200,100,100,100,100
round_queries,800,1400,4600,9100,32700,131700,2835500
round_k,3,11,45,163,658,2817,14177
round_shots,800,300,200,100,100,100,100
round_queries,800,1500,3800,6100,22500,88300,1779900
round_k,2,9,30,112,441,1853,8899
round_shots,400,300,200,200,100,100,100
round_queries,400,1500,3800,13000,33500,129100,2851700
round_k,2,9,32,167,645,2840,14258
round_shots,800,200,200,100,200,100,100
round_queries,800,1400,5000,12100,83000,219300,4770900
round_k,3,12,60,207,1096,4538,23854
round_shots,800,300,200,200,100,100,100
round_queries,800,1500,3800,17800,43500,176300,4061100
round_k,2,9,44,217,881,3916,20305
round_shots,600,300,200,100,200,100,100
round_queries,600,1500,3800,6700,43400,88300,1602900
round_k,2,9,33,108,441,1691,8014
round_shots,500,300,200,100,100,100,100,100
round_queries,500,1500,3400,6500,19700,66700,267500,6822900
round_k,2,8,32,98,333,1337,6265,34114
round_shots,800,300,200,200,100,100,100
round_queries,800,2100,5800,25000,59700,238900,5944700
round_k,3,14,62,298,1194,5548,29723
round_shots,700,200,200,100,100,100,100
round_queries,700,1000,3800,8500,28300,105700,2194900
round_k,2,9,42,141,528,2253,10974
round_shots,500,200,100,100,100,100,100,100
round_queries,500,1000,1900,6100,18700,58500,220900,5268900
round_k,2,9,30,93,292,1104,4966,26344
round_shots,300,300,200,100,100,100,100,100
round_queries,300,1500,3400,5900,18500,65100,269700,6972100
round_k,2,8,29,92,325,1348,6370,34860
round_shots,400,200,200,100,100,100,100
round_queries,400,1000,3400,7900,27300,107700,2322100
round_k,2,8,39,136,538,2363,11610
round_shots,800,200,100,100,100,100,100
round_queries,800,1400,2500,7900,29100,109700,2369300
round_k,3,12,39,145,548,2402,11846
round_shots,400,300,200,200,100,100,100
round_queries,400,1500,3400,11800,27300,105300,2246900
round_k,2,8,29,136,526,2279,11234
round_shots,700,200,200,100,100,100,100
round_queries,700,1000,3800,6700,24100,91900,1888100
round_k,2,9,33,120,459,1946,9440
round_shots,700,300,100,100,100,100,100
round_queries,700,2100,2500,8500,29100,104700,2214300
round_k,3,12,42,145,523,2256,11071
round_shots,700,200,200,200,100,100,100
round_queries,700,1000,3400,10600,23700,93900,1878900
round_k,2,8,26,118,469,1953,9394
round_shots,400,300,200,100,100,100,100
round_queries,400,1500,3400,6100,22300,75900,1414900
round_k,2,8,30,111,379,1518,7074
round_shots,800,200,200,100,100,100,100
round_queries,800,1400,5800,11900,38500,149300,3339300
round_k,3,14,59,192,746,3292,16696
round_shots,800,300,100,100,200,100,100
round_queries,800,2100,2500,7700,51400,97900,1685500
round_k,3,12,38,128,489,1745,8427
round_shots,500,300,200,100,100,100,100,100
round_queries,500,1500,3400,7700,24700,77500,318700,5044300
round_k,2,8,38,123,387,1593,6153,25221
round_shots,600,300,200,100,100,100,100
round_queries,600,1500,5000,10500,34500,137100,3042500
round_k,2,12,52,172,685,3002,15212
round_shots,700,200,200,100,100,100,100
round_queries,700,1400,5800,13700,50300,204100,4948100
round_k,3,14,68,251,1020,4672,24740
round_shots,600,200,200,200,100,100,100
round_queries,600,1000,3400,12200,29500,108700,2220700
round_k,2,8,30,147,543,2266,11103
round_shots,800,200,200,100,100,100,100,100
round_queries,800,1000,3400,5500,18700,60900,221700,5374900
round_k,2,8,27,93,304,1108,5065,26874
round_shots,700,300,200,100,100,100,100
round_queries,700,2100,6200,13700,47300,180300,3989700
round_k,3,15,68,236,901,3889,19948
round_shots,700,200,200,200,200,100,100,100
round_queries,700,1000,3400,11800,43000,82700,337300,6603100
round_k,2,8,29,107,413,1686,6241,33015
round_shots,700,300,200,100,200,100,100
round_queries,700,1500,3800,8500,57800,153700,2694900
round_k,2,9,42,144,768,2804,13474
round_shots,700,300,100,200,100,100,100
round_queries,700,2100,2900,19400,44700,174100,4016500
round_k,3,14,48,223,870,3887,20082
round_shots,800,300,200,100,100,100,100
round_queries,800,2100,7400,16700,51900,203500,5875500
round_k,3,18,83,259,1017,4657,29377
round_shots,600,200,200,100,100,100,100
round_queries,600,1400,5000,11500,38300,141900,3012900
round_k,3,12,57,191,709,2980,15064
round_shots,600,300,100,100,100,100,100
round_queries,600,2100,2900,9900,35100,140900,3129300
round_k,3,14,49,175,704,3080,15646
round_shots,700,200,200,200,100,100,100
round_queries,700,1000,3400,13000,31500,124700,2751700
round_k,2,8,32,157,623,2746,13758
round_shots,700,200,200,100,100,100,100
round_queries,700,1400,6200,10300,36300,146100,3266300
round_k,3,15,51,181,730,3226,16331
round_shots,700,300,200,100,100,100,100,100
round_queries,700,1500,3400,5900,21700,68100,266700,6825500
round_k,2,8,29,108,340,1333,6243,34127
round_shots,600,200,200,100,100,100,100
round_queries,600,1000,3400,7100,22700,83500,1703500
round_k,2,8,35,113,417,1778,8517
