round_shots,200,100,100,100
round_queries,200,300,1100,16900
round_k,1,5,21,84
round_shots,100,100,100,100
round_queries,100,300,1100,14500
round_k,1,5,19,72
round_shots,100,100,100,100,100
round_queries,100,300,1100,3500,62700
round_k,1,5,17,64,313
round_shots,100,100,100,100,100
round_queries,100,300,900,2900,48300
round_k,1,4,14,55,241
round_shots,100,100,100,200
round_queries,100,300,1100,27000
round_k,1,5,21,67
round_shots,100,100,100,100
round_queries,100,300,900,15300
round_k,1,4,19,76
round_shots,100,100,100,200
round_queries,100,300,1100,27800
round_k,1,5,20,69
round_shots,200,100,100,100,100
round_queries,200,300,900,3100,47300
round_k,1,4,15,69,236
round_shots,200,200,200,100
round_queries,200,600,1800,17900
round_k,1,4,27,89
round_shots,100,100,100,200,100
round_queries,100,300,900,7000,60100
round_k,1,4,17,63,300
round_shots,100,100,100,100
round_queries,100,300,1100,15900
round_k,1,5,23,79
round_shots,100,100,100,100
round_queries,100,300,900,15100
round_k,1,4,18,75
round_shots,100,100,100,200
round_queries,100,300,900,27800
round_k,1,4,19,69
round_shots,200,100,200,100
round_queries,200,500,3000,22900
round_k,2,7,24,114
round_shots,100,100,100,300,100
round_queries,100,300,1100,11700,49900
round_k,1,5,19,63,249
round_shots,200,100,200,100
round_queries,200,300,1800,26300
round_k,1,4,14,131
round_shots,100,100,100,100,100
round_queries,100,300,1100,3900,67700
round_k,1,5,19,69,338
round_shots,100,100,100,200
round_queries,100,300,1100,25800
round_k,1,5,17,64
round_shots,100,100,100,200,100
round_queries,100,300,900,7000,50300
round_k,1,4,17,65,251
round_shots,100,100,200,100
round_queries,100,300,2200,17700
round_k,1,5,24,88
round_shots,100,100,200,200,100
round_queries,100,300,1800,7000,49500
round_k,1,4,17,52,247
round_shots,100,100,200,200
round_queries,100,300,2200,25800
round_k,1,5,21,64
round_shots,100,100,100,100
round_queries,100,300,1100,18900
round_k,1,5,20,94
round_shots,100,100,100,100
round_queries,100,300,1100,16900
round_k,1,5,20,84
round_shots,200,200,100,100
round_queries,200,1000,2500,36500
round_k,2,12,52,182
round_shots,200,100,100,100
round_queries,200,500,1500,22900
round_k,2,7,28,114
round_shots,100,100,100,100,100
round_queries,100,300,900,3100,74500
round_k,1,4,15,49,372
round_shots,100,100,100,100,100
round_queries,100,300,900,3100,51900
round_k,1,4,15,62,259
round_shots,200,200,200,100
round_queries,200,600,2600,27700
round_k,1,6,27,138
round_shots,100,100,100,100,100
round_queries,100,300,1100,3700,41100
round_k,1,5,18,68,205
round_shots,100,100,100,200
round_queries,100,300,1100,27400
round_k,1,5,18,68
round_shots,200,100,200,100
round_queries,200,500,3000,17700
round_k,2,7,26,88
round_shots,100,100,100,100
round_queries,100,300,1100,16900
round_k,1,5,22,84
round_shots,200,100,100,100
round_queries,200,300,900,31700
round_k,1,4,18,158
round_shots,100,100,100,100,100
round_queries,100,300,900,3700,59300
round_k,1,4,18,68,296
round_shots,100,100,100,100
round_queries,100,300,1100,19700
round_k,1,5,23,98
round_shots,100,100,100,200
round_queries,100,300,900,21800
round_k,1,4,15,54
round_shots,100,200,300,100
round_queries,100,600,5100,19100
round_k,1,8,28,95
round_shots,100,100,100,100
round_queries,100,300,1100,37100
round_k,1,5,22,185
round_shots,100,100,100,200
round_queries,100,300,900,27000
round_k,1,4,17,67
round_shots,200,100,100,100
