round_shots,600,300,100,100
round_queries,600,1500,2300,45100
round_k,2,11,38,225
round_shots,800,200,200,100
round_queries,800,1400,6200,50100
round_k,3,15,67,250
round_shots,500,300,100,100,100
round_queries,500,1500,1700,5300,48300
round_k,2,8,26,80,241
round_shots,500,300,200,100
round_queries,500,1500,3400,24900
round_k,2,8,33,124
round_shots,700,300,200,100
round_queries,700,1500,3800,29700
round_k,2,9,39,148
round_shots,400,300,200,100
round_queries,400,1500,3800,32100
round_k,2,9,42,160
round_shots,800,300,200,100
round_queries,800,1500,3800,30100
round_k,2,9,38,150
round_shots,500,300,300,100
round_queries,500,1500,5700,23100
round_k,2,9,32,115
round_shots,700,200,200,100
round_queries,700,1400,4600,22300
round_k,3,11,36,111
round_shots,500,300,200,100
round_queries,500,1500,3800,26300
round_k,2,9,35,131
round_shots,600,200,100,100
round_queries,600,1400,2300,26300
round_k,3,11,38,131
round_shots,800,300,200,100
round_queries,800,1500,3800,24500
round_k,2,9,32,122
round_shots,600,300,200,100
round_queries,600,1500,3400,25100
round_k,2,8,35,125
round_shots,600,300,100,100
round_queries,600,2100,3700,38900
round_k,3,18,57,194
round_shots,800,300,300,100
round_queries,800,2100,6900,29100
round_k,3,11,42,145
round_shots,900,200,100,100
round_queries,900,1000,1700,18900
round_k,2,8,29,94
round_shots,600,300,200,100
round_queries,600,1500,3400,26300
round_k,2,8,27,131
round_shots,500,200,200,100
round_queries,500,1000,3800,26300
round_k,2,9,41,131
round_shots,500,300,100,100,100
round_queries,500,1500,1700,5300,74700
round_k,2,8,26,83,373
round_shots,800,300,200,100
round_queries,800,1500,3800,31900
round_k,2,9,33,159
round_shots,500,300,100,100,100
round_queries,500,1500,1700,5300,77300
round_k,2,8,26,89,386
round_shots,800,300,200,200
round_queries,800,1500,3400,52600
round_k,2,8,38,131
round_shots,400,300,200,100
round_queries,400,1500,3800,21100
round_k,2,9,29,105
round_shots,600,300,200,100
round_queries,600,2100,5800,50900
round_k,3,14,63,254
round_shots,700,300,200,100
round_queries,700,1500,3800,30100
round_k,2,9,33,150
round_shots,800,300,200,100
round_queries,800,1500,3800,33700
round_k,2,9,45,168
round_shots,600,300,300,100
round_queries,600,1500,5100,39500
round_k,2,8,38,197
round_shots,600,200,300,100
round_queries,600,1000,5700,23900
round_k,2,9,35,119
round_shots,900,200,200,100
round_queries,900,1400,6200,50100
round_k,3,15,66,250
round_shots,700,300,200,100
round_queries,700,2100,5000,41300
round_k,3,12,48,206
round_shots,400,300,200,100,100
round_queries,400,1500,3800,5900,72900
round_k,2,9,29,103,364
round_shots,600,300,200,100
round_queries,600,1500,3800,35700
round_k,2,9,45,178
round_shots,400,300,200,100
round_queries,400,1500,3800,25100
round_k,2,9,38,125
round_shots,700,300,200,100
round_queries,700,1500,3800,25700
round_k,2,9,39,128
round_shots,700,300,200,100
round_queries,700,1500,3400,34500
round_k,2,8,33,172
round_shots,400,300,200,100
round_queries,400,1500,3800,22100
round_k,2,9,29,110
round_shots,500,300,200,200
round_queries,500,1500,3800,53400
round_k,2,9,29,133
round_shots,600,200,200,100
round_queries,600,1000,3800,23900
round_k,2,9,35,119
round_shots,700,200,200,100
round_queries,700,1400,4600,36500
round_k,3,11,42,182
round_shots,500,300,200,100
round_queries,500,1500,3800,17900
round_k,2,9,29,89
round_shots,600,300,200,100
round_queries,600,2100,6200,55900
round_k,3,15,73,279
round_shots,700,300,200,100
round_queries,700,1500,5000,33700
round_k,2,12,51,168
round_shots,700,200,100,100
round_queries,700,1000,1900,30100
round_k,2,9,30,150
round_shots,600,200,200,100
round_queries,600,1000,3800,29300
round_k,2,9,39,146
round_shots,800,300,200,100
round_queries,800,2100,4600,47100
round_k,3,11,45,235
round_shots,900,200,100,100
round_queries,900,1400,2500,27500
round_k,3,12,42,137
round_shots,500,300,100,100
round_queries,500,1500,1700,18900
round_k,2,8,29,94
round_shots,700,300,200,100
round_queries,700,1500,3800,36300
round_k,2,9,45,181
round_shots,500,300,300,100
round_queries,500,1500,5700,28700
round_k,2,9,34,143
round_shots,800,300,200,100
round_queries,800,1500,3800,22700
round_k,2,9,32,113
round_shots,500,300,200,100
round_queries,500,1500,3400,30300
round_k,2,8,41,151
round_shots,700,300,200,100
round_queries,700,1500,3800,26700
round_k,2,9,38,133
round_shots,700,200,200,100
round_queries,700,1000,3400,23900
round_k,2,8,27,119
round_shots,800,200,100,100
round_queries,800,1400,3100,34900
round_k,3,15,48,174
round_shots,700,300,200,100
round_queries,700,1500,3800,29900
round_k,2,9,35,149
round_shots,900,300,200,200
round_queries,900,1500,3800,38200
round_k,2,9,30,95
round_shots,800,300,100,100
round_queries,800,2100,2300,29700
round_k,3,11,38,148
round_shots,800,300,200,100
round_queries,800,1500,3800,24100
round_k,2,9,29,120
round_shots,700,300,200,100
round_queries,700,1500,3800,30300
round_k,2,9,39,151
round_shots,500,300,200,100
round_queries,500,1500,3800,25100
