round_shots,3100,600,600,300,300,300,300,200,200,200,200,200,200
round_queries,3100,3000,7800,9300,20100,41700,89100,138600,280600,636600,1439800,3241800,7469000
round_k,0,2,6,15,33,69,148,346,701,1591,3599,8104,18672
round_shots,3200,500,500,500,400,300,400,200,300,200,200,200,100
round_queries,3200,3500,8500,18500,34000,63300,173200,196600,602100,1028600,2228200,5082200,5759900
round_k,0,3,8,18,42,105,216,491,1003,2571,5570,12705,28799
round_shots,2500,500,400,500,500,300,500,200,200,200,300,200,300
round_queries,2500,2500,5200,14500,30500,50700,183500,158200,324600,739800,2507100,4001000,12326100
round_k,0,2,6,14,30,84,183,395,811,1849,4178,10002,20543
round_shots,2700,500,600,300,300,300,200,200,200,200,200,300,200
round_queries,2700,2500,7800,9300,23700,60300,104600,211800,475800,1087800,2461400,7614900,10371800
round_k,0,2,6,15,39,100,261,529,1189,2719,6153,12691,25929
round_shots,2400,600,500,300,300,300,300,200,200,300,300,200,200
round_queries,2400,3000,5500,6900,15900,32100,71100,118200,261400,890700,2339700,4030600,9228600
round_k,0,2,5,11,26,53,118,295,653,1484,3899,10076,23071
round_shots,1900,600,500,300,400,300,200,200,200,200,300,200,100
round_queries,1900,3000,5500,6900,18800,44100,75400,157800,339000,755800,2574900,4292200,4434300
round_k,0,2,5,11,23,73,188,394,847,1889,4291,10730,22171
round_shots,2800,500,500,300,200,300,200,200,200,300,200,200,200
round_queries,2800,2500,6500,9300,17000,51300,87800,175800,384600,1199100,2211800,5096200,11583800
round_k,0,2,6,15,42,85,219,439,961,1998,5529,12740,28959
round_shots,1900,600,400,400,400,400,500,300,300,200,200,300,200
round_queries,1900,3000,5200,11600,24400,50000,131500,185100,469500,826200,1792600,5904900,10161800
round_k,0,2,6,14,30,62,131,308,782,2065,4481,9841,25404
round_shots,2000,500,500,200,300,200,200,200,200,200,200,300,300
round_queries,2000,2500,6500,6200,20100,36600,75800,157800,347400,795000,1737000,5627100,11954100
round_k,0,2,6,15,33,91,189,394,868,1987,4342,9378,19923
round_shots,2000,600,400,300,300,400,300,300,200,200,200,300,200
round_queries,2000,3000,5200,8700,21300,57200,88500,202500,339400,755800,1698600,5674500,9291400
round_k,0,2,6,14,35,71,147,337,848,1889,4246,9457,23228
round_shots,2300,600,400,400,200,200,200,200,300,200,300,200,200
round_queries,2300,3000,4400,10000,13400,27800,61800,125000,380100,640600,2094300,3706200,8489800
round_k,0,2,5,12,33,69,154,312,633,1601,3490,9265,21224
round_shots,2300,600,500,500,300,200,200,200,300,200,200,200,200
round_queries,2300,3000,6500,14500,19500,28600,61000,124200,372900,677400,1500600,3364200,6937800
round_k,0,2,6,14,32,71,152,310,621,1693,3751,8410,17344
round_shots,2600,500,500,400,300,300,200,300,300,200,200,200,200
round_queries,2600,2500,5500,10000,15900,32100,52600,164700,405300,747000,1683000,3814200,8796200
round_k,0,2,5,12,26,53,131,274,675,1867,4207,9535,21990
round_shots,2200,500,600,400,600,200,300,400,300,300,300,200,100
round_queries,2200,2500,7800,12400,39000,35000,111900,343600,579300,1481100,3958500,6427400,6844900
round_k,0,2,6,15,32,87,186,429,965,2468,6597,16068,34224
round_shots,2300,600,500,400,300,200,200,300,300,200,300,300,100
round_queries,2300,3000,6500,11600,19500,29800,67800,203700,555300,919400,2981100,7713300,6060100
round_k,0,2,6,14,32,74,169,339,925,2298,4968,12855,30300
