round_shots,400,300,200,200,300,300,300,300,1500,300,400,200,200
round_queries,400,900,1400,3000,9900,21900,48300,99300,1009500,1151700,3588400,4100200,9089400
round_k,0,1,3,7,16,36,80,165,336,1919,4485,10250,22723
round_shots,500,300,200,200,300,500,1400,200,300,200,200,200,200
round_queries,500,900,1400,3000,9900,34500,211400,159000,511500,823400,1808200,4108200,9006600
round_k,0,1,3,7,16,34,75,397,852,2058,4520,10270,22516
round_shots,500,300,200,200,300,300,1000,1100,300,300,300,300,300,100
round_queries,500,900,1400,3000,9300,21900,147000,324500,317700,735900,1827300,4218300,8991300,7140700
round_k,0,1,3,7,15,36,73,147,529,1226,3045,7030,14985,35703
round_shots,400,300,300,300,300,600,1100,300,400,300,200,200,200
round_queries,400,900,2100,5100,10500,46200,179300,199500,625200,1293900,2070200,4407000,10143400
round_k,0,1,3,8,17,38,81,332,781,2156,5175,11017,25358
round_shots,400,300,300,200,400,600,1100,200,200,200,300,200,200
round_queries,400,900,2100,3400,14800,47400,181500,132200,284200,577000,1966500,3603400,8229800
round_k,0,1,3,8,18,39,82,330,710,1442,3277,9008,20574
round_shots,400,300,200,300,800,1300,400,400,300,300,200,200,200
round_queries,400,900,1400,4500,29600,97500,101200,256400,422700,885300,1574200,3613400,8333800
round_k,0,1,3,7,18,37,126,320,704,1475,3935,9033,20834
round_shots,400,400,200,300,200,300,500,1400,200,300,200,200,200
round_queries,400,1200,1400,4500,6600,21300,76500,438200,335000,1088100,1713800,3801800,8596200
round_k,0,1,3,7,16,35,76,156,837,1813,4284,9504,21490
round_shots,500,300,300,200,600,1500,300,400,200,300,200,200,100
round_queries,500,900,2100,3800,23400,118500,133500,410000,469400,1565100,2617800,5447400,6144700
round_k,0,1,3,9,19,39,222,512,1173,2608,6544,13618,30723
round_shots,400,300,200,200,200,300,200,600,1100,300,300,300,200
round_queries,400,900,1400,3000,6200,20100,33400,215400,801900,832500,1913700,4667700,7865800
round_k,0,1,3,7,15,33,83,179,364,1387,3189,7779,19664
round_shots,500,300,200,300,200,300,700,1100,400,500,200,200,200
round_queries,500,900,1400,4500,8200,26700,129500,452100,576400,1831500,1993000,4268200,9566600
round_k,0,1,3,7,20,44,92,205,720,1831,4982,10670,23916
round_shots,500,300,300,200,300,300,200,1100,1100,300,300,200,200
round_queries,500,900,2100,3800,12300,30900,41400,518100,1057100,986100,2244300,3528600,7793000
round_k,0,1,3,9,20,51,103,235,480,1643,3740,8821,19482
round_shots,400,300,300,300,500,1200,300,300,200,200,200,200,200
round_queries,400,900,2100,5100,18500,90000,103500,234300,360600,805000,1820200,4086600,9485400
round_k,0,1,3,8,18,37,172,390,901,2012,4550,10216,23713
round_shots,400,300,200,200,300,300,1600,300,300,200,200,200,200
round_queries,400,900,1400,3000,9300,20700,241600,272700,660900,1033000,2281400,4949400,11321000
round_k,0,1,3,7,15,34,75,454,1101,2582,5703,12373,28302
round_shots,500,300,300,300,400,1300,300,300,200,200,200,200,100
round_queries,500,900,2100,5700,18800,141700,163500,384900,614200,1364200,3093400,7047000,7800500
round_k,0,1,3,9,23,54,272,641,1535,3410,7733,17617,39002
round_shots,400,300,300,200,200,300,700,1100,500,400,200,200,200,100
round_queries,400,900,2100,3400,7000,21300,100100,326700,541500,1142800,1283000,2624200,6016600,6816700
