round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,322,135,165,398,205,197,265,182,181,216,215,170,169,192,68
round_queries,322,405,1155,5970,10045,22261,62275,90818,182267,439992,876985,1412870,2838017,6475200,4697100
round_k,0,1,3,7,24,56,117,249,503,1018,2039,4155,8396,16862,34537
round_shots,322,145,214,344,218,183,208,195,292,306,316,237,304,251,42
round_queries,322,435,1498,5160,10246,20679,49296,97305,293460,624546,1299708,2002887,5147632,8870089,3003462
round_k,0,1,3,7,23,56,118,249,502,1020,2056,4225,8466,17669,35755
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,314,130,111,206,303,209,215,177,166,173,186,224,220,279,64
round_queries,314,390,777,3090,9393,19019,42785,78057,149898,316763,688386,1661408,3274260,8339589,3837248
round_k,0,1,3,7,15,45,99,220,451,915,1850,3708,7441,14945,29978
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,322,130,111,167,294,261,222,235,173,222,206,165,160,165,89
round_queries,322,390,777,2505,9114,23229,49506,107395,166945,437118,813082,1320825,2595680,5369595,5827987
round_k,0,1,3,7,15,44,111,228,482,984,1973,4002,8111,16271,32741
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,322,150,131,443,606,247,240,209,166,166,161,167,183,174,127
round_queries,322,450,917,6645,18786,15561,37680,66671,111386,225926,449029,935033,2060031,3930486,5739257
round_k,0,1,3,7,15,31,78,159,335,680,1394,2799,5628,11294,22595
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,322,200,563,583,216,204,217,172,168,184,308,270,173,163,129
round_queries,322,600,3941,8745,6696,14892,33201,55212,109368,248952,841764,1481490,1905941,3640931,5790681
round_k,0,1,3,7,15,36,76,160,325,676,1366,2743,5508,11168,22444
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,314,130,103,111,154,271,233,181,169,163,176,169,172,176,91
round_queries,314,390,721,1665,4774,17073,39843,75839,148551,296497,651024,1256515,2570540,5308688,5497219
round_k,0,1,3,7,15,31,85,209,439,909,1849,3717,7472,15081,30204
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,322,178,698,218,208,172,229,193,195,199,244,283,224,154
round_queries,322,534,4886,6322,13936,24940,68013,121397,249015,518793,1306132,3051023,4907616,6756442
round_k,0,1,3,14,33,72,148,314,638,1303,2676,5390,10954,21936
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
round_k,0,1,3,7,15,31,63,127,255,512,1027,2060,4132,8289,16627,33353
round_shots,314,130,98,87,83,81,80,79,79,79,79,79,79,79,79,22
round_queries,314,390,686,1305,2573,5103,10160,20145,40369,80975,162345,325559,652935,1309741,2627145,1467554
