round_shots,423,94,6
round_queries,423,658,450
round_k,3,11,37
round_shots,423,47
round_queries,423,1175
round_k,3,12
round_shots,517,51
round_queries,517,1275
round_k,3,12
round_shots,767,112,3
round_queries,767,784,225
round_k,3,11,37
round_shots,810,91
round_queries,810,2093
round_k,3,11
round_shots,612,72
round_queries,612,1800
round_k,3,12
round_shots,447,109,3
round_queries,447,763,225
round_k,3,12,37
round_shots,702,33
round_queries,702,1023
round_k,4,15
round_shots,465,63
round_queries,465,1575
round_k,3,12
round_shots,423,49
round_queries,423,1225
round_k,3,12
round_shots,528,47
round_queries,528,1175
round_k,3,12
round_shots,531,95
round_queries,531,2185
round_k,3,11
round_shots,563,88,31
round_queries,563,264,1023
round_k,1,4,16
round_shots,629,102,98
round_queries,629,306,2646
round_k,1,4,13
round_shots,677,93
round_queries,677,2511
round_k,4,13
round_shots,554,47
round_queries,554,1175
round_k,3,12
round_shots,644,93
round_queries,644,2511
round_k,3,13
round_shots,447,76
round_queries,447,2052
round_k,3,13
round_shots,716,47
round_queries,716,1175
round_k,3,12
round_shots,661,51
round_queries,661,1275
round_k,3,12
round_shots,838,77
round_queries,838,2079
round_k,3,13
round_shots,815,52
round_queries,815,1300
round_k,3,12
round_shots,526,63
round_queries,526,1575
round_k,3,12
round_shots,547,59,100
round_queries,547,177,2700
round_k,1,4,13
round_shots,471,55,7
round_queries,471,275,357
round_k,2,7,25
round_shots,519,102,31
round_queries,519,306,1023
round_k,1,4,16
round_shots,781,128
round_queries,781,2944
round_k,3,11
round_shots,572,113,3
round_queries,572,791,225
round_k,3,12,37
round_shots,455,71,4
round_queries,455,497,300
round_k,3,11,37
round_shots,707,49
round_queries,707,1225
round_k,3,12
round_shots,510,59,36
round_queries,510,177,1116
round_k,1,4,15
round_shots,458,132,7
round_queries,458,924,525
round_k,3,12,37
round_shots,589,90
round_queries,589,2070
round_k,3,11
round_shots,455,48
round_queries,455,1200
round_k,3,12
round_shots,830,63
round_queries,830,1953
round_k,4,15
round_shots,491,157,3
round_queries,491,1099,225
round_k,3,12,37
round_shots,317,67,60
round_queries,317,201,1860
round_k,1,4,15
round_shots,432,45
round_queries,432,1215
round_k,3,13
round_shots,584,46
round_queries,584,1150
round_k,3,12
round_shots,566,52
round_queries,566,1300
round_k,3,12
round_shots,566,59
