round_shots,108,113,169,114,105,78,64,56,48,41,34,1
round_queries,108,339,1521,3078,9555,24414,62912,168168,435024,1115569,2795718,760587
round_k,1,4,13,45,156,491,1501,4531,13604,41113,124777,380293
round_shots,157,113,176,137,102,81,71,55,50,42,35,3
round_queries,157,339,1584,3699,8466,20493,56871,139095,381450,971838,2453885,1919229
round_k,1,4,13,41,126,400,1264,3814,11569,35055,106603,319871
round_shots,143,182,139,108,110,72,68,58,50,42,34,2
round_queries,143,546,1251,2916,9130,20664,58956,154222,401750,1014678,2486522,1321398
round_k,1,4,13,41,143,433,1329,4017,12079,36566,109771,330349
round_shots,143,240,160,92,99,78,64,57,50,42,34,3
round_queries,143,720,1440,2484,8217,21606,55488,148713,394050,1006026,2472718,1993377
round_k,1,4,13,41,138,433,1304,3940,11976,36363,109314,332229
round_shots,143,150,121,97,94,78,66,60,51,42,35,3
round_queries,143,450,1089,2813,8554,21294,54978,150660,389589,989310,2481605,1951065
round_k,1,4,14,45,136,416,1255,3819,11777,35451,106870,325177
round_shots,182,102,94,178,89,83,69,57,50,42,34,2
round_queries,182,306,846,4806,7209,20501,54717,141075,372950,951090,2322710,1250690
round_k,1,4,13,40,123,396,1237,3729,11322,34157,102759,312672
round_shots,189,115,94,92,85,77,68,58,50,42,35,4
round_queries,189,345,846,2484,7055,19327,53244,139606,363150,916818,2303735,2398812
round_k,1,4,13,41,125,391,1203,3631,10914,32910,99206,299851
round_shots,100,122,111,89,81,78,71,58,50,42,35,2
round_queries,100,366,999,2581,7047,20514,58717,144710,378050,957138,2404465,1266602
round_k,1,4,14,43,131,413,1247,3780,11394,34349,103988,316650
round_shots,83,135,97,111,85,79,70,60,50,42,36,5
round_queries,83,405,873,2997,6885,19355,51730,133500,342650,863478,2223036,2829105
round_k,1,4,13,40,122,369,1112,3426,10279,30875,94253,282910
round_shots,115,138,111,118,111,61,65,57,49,41,34,3
round_queries,115,414,999,3186,9435,18483,59085,157719,409297,1031109,2570434,2074581
round_k,1,4,13,42,151,454,1383,4176,12574,37800,114026,345763
round_shots,150,108,170,157,76,73,64,56,48,40,25
round_queries,150,324,1530,4553,8740,25185,68032,179480,463824,1171720,6669125
round_k,1,4,14,57,172,531,1602,4831,14646,44139,133382
round_shots,163,155,147,89,115,80,66,57,48,41,34,1
round_queries,163,465,1323,2581,10235,25360,66066,174021,443088,1143777,2884390,775495
round_k,1,4,14,44,158,500,1526,4615,13948,42417,129003,387747
round_shots,83,121,153,110,83,78,67,57,49,41,34,3
round_queries,83,363,1377,3190,7719,22386,60099,153387,397341,1000031,2491282,1989687
round_k,1,4,14,46,143,448,1345,4054,12195,36636,110281,331614
round_shots,123,146,94,162,147,83,65,56,48,40,33,1
round_queries,123,438,846,4374,11907,26975,68315,176568,454704,1143480,2836383,778187
round_k,1,4,13,40,162,525,1576,4736,14293,42975,129205,389093
round_shots,130,150,199,116,157,104,75,59,48,41,33,1
round_queries,130,450,1791,3132,12717,26312,67725,174109,440112,1138201,2771109,756159
round_k,1,4,13,40,126,451,1475,4584,13880,41986,125987,378079
round_shots,163,112,159,141,86,72,66,56,49,41,33,1
round_queries,163,336,1431,4089,9030,23832,65802,170184,448791,1143285,2767545,768307
round_k,1,4,14,52,165,498,1519,4579,13942,41932,125880,384153
