round_shots,271,117,102,349,107
round_queries,271,351,714,5235,5243
round_k,0,1,3,7,24
round_shots,271,132,209,240,129
round_queries,271,396,1463,3600,5289
round_k,0,1,3,7,20
round_shots,279,117,126,392,108
round_queries,279,351,882,5880,5724
round_k,0,1,3,7,26
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,112,85,80,83,42
round_queries,271,336,595,1200,2573,2646
round_k,0,1,3,7,15,31
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,294,122,148,404,95
round_queries,294,366,1036,6060,4845
round_k,0,1,3,7,25
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,279,122,106,107,202
round_queries,279,366,742,1605,6262
round_k,0,1,3,7,15
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,132,186,290,123
round_queries,271,396,1302,4350,5289
round_k,0,1,3,7,21
round_shots,287,151,450,435,202,21
round_queries,287,453,3150,6525,6262,1575
round_k,0,1,3,7,15,37
round_shots,294,132,144,307,123
round_queries,294,396,1008,4605,5535
round_k,0,1,3,7,22
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,317,142,372,663,178,72
round_queries,317,426,2604,9945,5518,4968
round_k,0,1,3,7,15,34
round_shots,279,164,216,275,277
round_queries,279,492,1512,4125,8587
round_k,0,1,3,7,15
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,279,155,189,237,223,27
round_queries,279,465,1323,3555,7359,1809
round_k,0,1,3,7,16,33
round_shots,271,127,114,549,86
round_queries,271,381,798,8235,5074
round_k,0,1,3,7,29
round_shots,271,117,114,231,345,58
round_queries,271,351,798,3465,10695,3654
round_k,0,1,3,7,15,31
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,302,155,654,203,53
round_queries,302,465,4578,5887,3657
round_k,0,1,3,14,34
round_shots,271,117,118,110,219
round_queries,271,351,826,1650,6789
round_k,0,1,3,7,15
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,122,196,224,154
round_queries,271,366,1372,3360,5698
round_k,0,1,3,7,18
round_shots,271,112,118,560,56
round_queries,271,336,826,8400,3304
round_k,0,1,3,7,29
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,117,140,524,85
round_queries,271,351,980,7860,4845
round_k,0,1,3,7,28
round_shots,279,112,98,183,201
round_queries,279,336,686,2745,6231
round_k,0,1,3,7,15
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,112,98,254,219,55
round_queries,271,336,686,3810,6789,4235
round_k,0,1,3,7,15,38
round_shots,279,127,392,254,208
round_queries,279,381,2744,3810,6864
round_k,0,1,3,7,16
round_shots,287,132,110,398,106
round_queries,287,396,770,5970,5618
round_k,0,1,3,7,26
round_shots,271,127,140,435,87
round_queries,271,381,980,6525,4785
round_k,0,1,3,7,27
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,279,122,279,252,262
round_queries,279,366,1953,3780,8122
round_k,0,1,3,7,15
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,117,89,103,244
round_queries,271,351,623,1545,7564
round_k,0,1,3,7,15
round_shots,271,132,324,219,164
round_queries,271,396,2268,3285,5740
round_k,0,1,3,7,17
round_shots,271,127,85,124,218
round_queries,271,381,595,1860,6758
round_k,0,1,3,7,15
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,279,122,110,231,217,36
round_queries,279,366,770,3465,6727,2700
round_k,0,1,3,7,15,37
round_shots,271,137,199,226,193
round_queries,271,411,1393,3390,7141
round_k,0,1,3,7,18
round_shots,287,132,189,258,121
round_queries,287,396,1323,3870,5203
round_k,0,1,3,7,21
round_shots,271,122,118,315,104
round_queries,271,366,826,4725,4888
round_k,0,1,3,7,23
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,122,312,241,158
round_queries,271,366,2184,3615,5846
round_k,0,1,3,7,18
round_shots,271,122,89,183,233,47
round_queries,271,366,623,2745,7223,3149
round_k,0,1,3,7,15,33
round_shots,287,122,98,436,525
round_queries,287,366,686,6540,16275
round_k,0,1,3,7,15
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,279,122,294,226,142
round_queries,279,366,2058,3390,5538
round_k,0,1,3,7,19
round_shots,294,112,129,449,565
round_queries,294,336,903,6735,17515
round_k,0,1,3,7,15
round_shots,294,164,276,233,218
round_queries,294,492,1932,3495,7194
round_k,0,1,3,7,16
round_shots,294,160,410,331,238
round_queries,294,480,2870,4965,7378
round_k,0,1,3,7,15
round_shots,279,127,366,357,202,63
round_queries,279,381,2562,5355,6262,4725
round_k,0,1,3,7,15,37
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,112,102,88,217,21
round_queries,271,336,714,1320,6727,1323
round_k,0,1,3,7,15,31
round_shots,279,117,133,355,94
round_queries,279,351,931,5325,4794
round_k,0,1,3,7,25
round_shots,271,127,182,249,139
round_queries,271,381,1274,3735,5699
round_k,0,1,3,7,20
round_shots,271,112,129,577,85
round_queries,271,336,903,8655,5015
round_k,0,1,3,7,29
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,271,112,102,161,214
round_queries,271,336,714,2415,6634
round_k,0,1,3,7,15
round_shots,279,122,110,285,111
round_queries,279,366,770,4275,4995
round_k,0,1,3,7,22
round_shots,271,112,85,76,72,21
round_queries,271,336,595,1140,2232,1323
round_k,0,1,3,7,15,31
round_shots,279,132,196,255,142
round_queries,279,396,1372,3825,5538
round_k,0,1,3,7,19
round_shots,271,142,212,215,183
