round_shots,136,27,35,23,21,18,17,16,17,16,16,11,15,16,16,16,15,5
round_queries,136,135,385,529,1113,2178,4165,8208,17561,33360,66832,94149,267315,578992,1184752,2429808,4673265,3118425
round_k,0,2,5,11,26,60,122,256,516,1042,2088,4279,8910,18093,37023,75931,155775,311842
round_shots,100,33,18,19,22,20,17,18,17,16,17,16,16,16,14,16,16,5
round_queries,100,165,198,437,1078,2180,4097,9090,17765,33904,73525,143056,291120,591536,1056034,2471504,5062832,3240935
round_k,0,2,5,11,24,54,120,252,522,1059,2162,4470,9097,18485,37715,77234,158213,324093
round_shots,88,25,19,38,25,20,17,12,12,16,15,16,16,14,15,16,15,6
round_queries,88,75,133,570,1125,2220,4097,5868,11940,33648,64905,138544,282000,506590,1109775,2373136,4570185,3663654
round_k,0,1,3,7,22,55,120,244,497,1051,2163,4329,8812,18092,36992,74160,152339,305304
round_shots,46,52,19,41,24,19,18,17,17,17,17,16,16,16,16,15,15,8
round_queries,46,156,133,615,1080,1767,3618,6851,14093,28815,59075,116816,236656,487184,996592,1914915,3881985,4202968
round_k,0,1,3,7,22,46,100,201,414,847,1737,3650,7395,15224,31143,63830,129399,262685
round_shots,103,33,28,22,25,17,19,11,17,16,16,16,15,16,16,16,10,6
round_queries,103,165,308,506,1325,1853,4313,5225,16371,31312,63184,126992,241785,522160,1076816,2210640,2835230,3449778
round_k,0,2,5,11,26,54,113,237,481,978,1974,3968,8059,16317,33650,69082,141761,287481
round_shots,100,20,22,19,18,20,20,17,17,15,17,15,10,16,16,16,16,5
round_queries,100,100,242,437,882,2020,4420,7939,16371,29355,69615,125025,172730,558320,1150960,2355792,4846640,3104925
round_k,0,2,5,11,24,50,110,233,481,978,2047,4167,8636,17447,35967,73618,151457,310492
round_shots,53,41,19,20,27,18,17,17,15,17,16,16,16,16,16,16,16,10,2
round_queries,53,123,133,300,891,1206,2329,4777,8745,20043,39728,80656,161616,329040,670448,1374736,2817904,3624790,1472666
round_k,0,1,3,7,16,33,68,140,291,589,1241,2520,5050,10282,20951,42960,88059,181239,368166
round_shots,32,23,23,25,18,18,18,18,17,17,17,16,16,16,16,16,16,15
round_queries,32,69,161,375,666,1350,2898,5850,11305,23069,46971,91824,183952,375344,755184,1527440,3125232,5977245
round_k,0,1,3,7,18,37,80,162,332,678,1381,2869,5748,11729,23599,47732,97663,199241
round_shots,83,41,25,20,22,23,20,18,17,17,14,16,16,16,16,16,16,14
round_queries,83,123,175,300,726,1541,3100,5850,11373,23103,39102,90352,182896,372496,760304,1564464,3199184,5750374
round_k,0,1,3,7,16,33,77,162,334,679,1396,2823,5715,11640,23759,48889,99974,205370
round_shots,88,32,19,39,20,20,15,17,17,16,16,16,16,15,15,16,16,5
round_queries,88,96,133,585,900,2020,3045,7123,14807,28720,58480,118576,241872,460965,935085,1996144,4094096,2626965
round_k,0,1,3,7,22,50,101,209,435,897,1827,3705,7558,15365,31169,62379,127940,262696
round_shots,115,24,32,34,18,22,17,16,17,16,16,15,16,15,16,15,16,7
round_queries,115,72,224,510,738,1870,3315,6288,13447,25776,52208,98595,212304,406635,877520,1683825,3598832,3241077
round_k,0,1,3,7,20,42,97,196,395,805,1631,3286,6634,13554,27422,56127,112463,231505
round_shots,65,36,25,26,27,18,19,17,11,17,16,15,16,15,16,16,16,11
round_queries,65,108,175,390,999,1350,3059,5831,7843,25483,50640,97545,209744,397935,855120,1740272,3562320,5019993
round_k,0,1,3,7,18,37,80,171,356,749,1582,3251,6554,13264,26722,54383,111322,228181
round_shots,59,53,33,25,18,22,18,16,17,17,16,16,16,14,16,16,16,10
round_queries,59,159,231,375,666,1650,3114,5584,11985,25143,49200,98704,202672,360150,838128,1711952,3514992,4507050
round_k,0,1,3,7,18,37,86,174,352,739,1537,3084,6333,12862,26191,53498,109843,225352
round_shots,99,23,28,25,21,11,12,17,16,17,16,16,14,10,16,16,16,11
round_queries,99,69,196,425,777,891,2052,6035,11760,25143,48912,99184,177842,260010,842256,1721648,3531600,4984155
round_k,0,1,3,8,18,40,85,177,367,739,1528,3099,6351,13000,26320,53801,110362,226552
round_shots,88,31,27,36,21,20,19,16,16,16,14,16,16,16,16,15,16,7
round_queries,88,93,189,540,903,1900,3933,6896,13872,28080,50050,116112,238160,483984,985904,1894095,4100592,3684135
round_k,0,1,3,7,21,47,103,215,433,877,1787,3628,7442,15124,30809,63136,128143,263152
round_shots,126,23,21,26,18,18,19,19,15,16,17,16,16,16,16,16,16,15
round_queries,126,69,147,390,666,1386,2945,6023,9825,21168,45407,88304,177648,358896,729168,1499632,3074704,5913885
round_k,0,1,3,7,18,38,77,158,327,661,1335,2759,5551,11215,22786,46863,96084,197129
round_shots,142,32,39,32,18,17,12,18,17,18,14,16,16,16,16,16,14,4
round_queries,142,96,273,672,1062,2159,3156,9774,19397,41742,66682,153456,311664,629872,1284112,2633136,4712190,2767140
round_k,0,1,3,10,29,63,131,271,570,1159,2381,4795,9739,19683,40128,82285,168292,345892
round_shots,83,74,38,21,25,19,16,18,17,17,16,16,16,16,16,16,16,9
round_queries,83,222,266,315,825,1539,2864,6534,13005,27115,53680,110192,222960,454640,936528,1912624,3931184,4530249
