round_shots,60,79,21,29,12
round_queries,60,237,147,435,492
round_k,0,1,3,7,20
round_shots,35,19,23,32,10
round_queries,35,57,161,480,450
round_k,0,1,3,7,22
round_shots,129,21,19,28,21
round_queries,129,63,133,420,651
round_k,0,1,3,7,15
round_shots,102,30,25,18,2
round_queries,102,150,275,522,134
round_k,0,2,5,14,33
round_shots,114,20,31,17,14,2
round_queries,114,60,217,255,462,134
round_k,0,1,3,7,16,33
round_shots,54,39,17,24,12
round_queries,54,117,119,360,492
round_k,0,1,3,7,20
round_shots,20,21,23,15,20
round_queries,20,63,161,225,620
round_k,0,1,3,7,15
round_shots,71,31,28,20,7
round_queries,71,93,196,340,357
round_k,0,1,3,8,25
round_shots,87,39,23,22,15
round_queries,87,117,161,330,555
round_k,0,1,3,7,18
round_shots,149,20,23,21,18
round_queries,149,60,161,315,594
round_k,0,1,3,7,16
round_shots,54,21,27,18,18
round_queries,54,63,189,270,594
round_k,0,1,3,7,16
round_shots,54,25,25,23,15,2
round_queries,54,75,175,345,495,134
round_k,0,1,3,7,16,33
round_shots,134,19,20,20,5
round_queries,134,57,140,340,255
round_k,0,1,3,8,25
round_shots,119,29,19,26,12
round_queries,119,87,133,390,492
round_k,0,1,3,7,20
round_shots,87,40,15,24,12
round_queries,87,120,105,360,492
round_k,0,1,3,7,20
round_shots,60,28,24,23,15
round_queries,60,84,168,345,555
round_k,0,1,3,7,18
round_shots,80,24,30,16,5
round_queries,80,120,330,368,245
round_k,0,2,5,11,24
round_shots,129,66,29,20,12
round_queries,129,198,261,380,492
round_k,0,1,4,9,20
round_shots,35,19,19,17,18
round_queries,35,57,133,255,594
round_k,0,1,3,7,16
round_shots,28,19,27,23,15
round_queries,28,57,189,345,555
round_k,0,1,3,7,18
round_shots,71,56,25,29,12
round_queries,71,168,175,435,492
round_k,0,1,3,7,20
round_shots,84,30,28,22
round_queries,84,150,308,638
round_k,0,2,5,14
round_shots,71,23,21,28,10
round_queries,71,69,147,420,430
round_k,0,1,3,7,21
round_shots,35,20,32,17,18
round_queries,35,60,224,255,594
round_k,0,1,3,7,16
round_shots,159,36,20,29,12
round_queries,159,108,140,435,492
round_k,0,1,3,7,20
round_shots,60,25,19,23,18
round_queries,60,75,133,345,594
round_k,0,1,3,7,16
round_shots,77,59,21,24,18
round_queries,77,177,147,360,594
round_k,0,1,3,7,16
round_shots,54,27,29,26,12
round_queries,54,81,203,390,492
round_k,0,1,3,7,20
round_shots,98,25,19,23,15
round_queries,98,75,133,345,555
round_k,0,1,3,7,18
round_shots,87,43,23,26,21
round_queries,87,129,161,390,651
round_k,0,1,3,7,15
round_shots,82,19,17,19,18
round_queries,82,57,119,285,594
round_k,0,1,3,7,16
round_shots,42,21,15,22,14
round_queries,42,63,105,330,518
round_k,0,1,3,7,18
round_shots,20,21,34,17,18
round_queries,20,63,238,255,594
round_k,0,1,3,7,16
round_shots,48,20,15,17,18
round_queries,48,60,105,255,594
round_k,0,1,3,7,16
round_shots,42,31,24,22,18
round_queries,42,93,168,330,594
round_k,0,1,3,7,16
round_shots,147,30,15,24,8
round_queries,147,150,165,552,392
round_k,0,2,5,11,24
round_shots,54,19,21,17,18
round_queries,54,57,147,255,594
round_k,0,1,3,7,16
round_shots,98,17,20,18,6
round_queries,98,85,220,450,330
round_k,0,2,5,12,27
round_shots,66,21,15,17,18
round_queries,66,63,105,255,594
round_k,0,1,3,7,16
round_shots,20,19,21,23,15
round_queries,20,57,147,345,555
round_k,0,1,3,7,18
round_shots,54,21,52,28,12
round_queries,54,63,364,420,492
round_k,0,1,3,7,20
round_shots,93,47,19,23,15
round_queries,93,141,133,345,555
round_k,0,1,3,7,18
round_shots,20,34,31,24,12
round_queries,20,102,217,360,492
round_k,0,1,3,7,20
round_shots,48,47,23,19,18
round_queries,48,141,161,285,594
round_k,0,1,3,7,16
round_shots,54,29,15,24,12
round_queries,54,87,105,360,492
round_k,0,1,3,7,20
round_shots,109,20,15,24,12
round_queries,109,60,105,360,492
round_k,0,1,3,7,20
round_shots,114,23,17,33,17,2
round_queries,114,69,119,495,527,138
round_k,0,1,3,7,15,34
round_shots,48,21,24,24,21
round_queries,48,63,168,360,651
round_k,0,1,3,7,15
round_shots,48,25,17,23,15
round_queries,48,75,119,345,555
round_k,0,1,3,7,18
round_shots,129,39,17,14,16,3
round_queries,129,117,119,210,496,195
round_k,0,1,3,7,15,32
round_shots,85,17,22,19,5
round_queries,85,85,242,475,295
round_k,0,2,5,12,29
round_shots,98,35,15,17,17
round_queries,98,105,105,255,561
round_k,0,1,3,7,16
round_shots,80,17,22,16,7
round_queries,80,85,242,368,343
round_k,0,2,5,11,24
round_shots,28,25,17,23,18
round_queries,28,75,119,345,594
round_k,0,1,3,7,16
round_shots,119,19,22,19,18
round_queries,119,57,154,285,594
round_k,0,1,3,7,16
round_shots,60,25,35,16,9
round_queries,60,75,245,336,423
round_k,0,1,3,10,23
round_shots,60,40,15,21,18
round_queries,60,120,105,315,594
round_k,0,1,3,7,16
round_shots,28,19,23,21,16,2
round_queries,28,57,161,315,528,134
round_k,0,1,3,7,16,33
round_shots,35,19,15,25,13
round_queries,35,57,105,375,507
round_k,0,1,3,7,19
round_shots,48,23,32,22,15
round_queries,48,69,224,330,555
round_k,0,1,3,7,18
round_shots,98,21,19,19,16,4
round_queries,98,63,133,285,528,268
round_k,0,1,3,7,16,33
round_shots,87,35,23,18,2
round_queries,87,175,253,522,134
round_k,0,2,5,14,33
round_shots,35,29,38,25,9
round_queries,35,87,266,375,351
round_k,0,1,3,7,19
round_shots,20,35,15,17,18
round_queries,20,105,105,255,594
round_k,0,1,3,7,16
round_shots,28,37,31,26,18
round_queries,28,111,217,390,594
round_k,0,1,3,7,16
round_shots,35,56,15,28,12
round_queries,35,168,105,420,492
round_k,0,1,3,7,20
round_shots,20,19,30,15,11
round_queries,20,57,210,315,473
round_k,0,1,3,10,21
round_shots,54,29,19,28,15,2
round_queries,54,87,133,420,495,138
round_k,0,1,3,7,16,34
round_shots,149,39,19,25,18
round_queries,149,117,133,375,594
round_k,0,1,3,7,16
round_shots,20,25,32,14,17,2
round_queries,20,75,224,210,527,142
round_k,0,1,3,7,15,35
round_shots,60,49,21,23,14
round_queries,60,147,147,345,518
round_k,0,1,3,7,18
round_shots,48,23,15,19,15,2
round_queries,48,69,105,285,495,138
round_k,0,1,3,7,16,34
round_shots,35,20,17,24,12
round_queries,35,60,119,360,492
round_k,0,1,3,7,20
round_shots,20,26,30,26,12
round_queries,20,78,210,390,492
round_k,0,1,3,7,20
round_shots,28,20,19,25,17,2
round_queries,28,60,133,375,561,150
round_k,0,1,3,7,16,37
round_shots,42,21,18,21,18
round_queries,42,63,126,315,594
round_k,0,1,3,7,16
round_shots,28,50,18,21,15,4
round_queries,28,150,126,315,495,268
round_k,0,1,3,7,16,33
round_shots,35,21,17,30,10
round_queries,35,63,119,450,450
round_k,0,1,3,7,22
round_shots,54,21,23,17,18
round_queries,54,63,161,255,594
round_k,0,1,3,7,16
round_shots,77,25,15,17,16,2
round_queries,77,75,105,255,528,138
round_k,0,1,3,7,16,34
round_shots,77,23,29,24,12
round_queries,77,69,203,360,492
round_k,0,1,3,7,20
round_shots,66,21,25,21,14,4
round_queries,66,63,175,315,462,268
round_k,0,1,3,7,16,33
round_shots,54,20,32,17,18
round_queries,54,60,224,255,594
round_k,0,1,3,7,16
round_shots,54,21,22,14,12,2
round_queries,54,63,154,210,372,142
round_k,0,1,3,7,15,35
round_shots,82,29,32,16,21
round_queries,82,87,224,240,651
round_k,0,1,3,7,15
round_shots,48,29,15,29,12
round_queries,48,87,105,435,492
round_k,0,1,3,7,20
round_shots,87,28,25,24,12
round_queries,87,84,175,360,492
round_k,0,1,3,7,20
round_shots,93,25,15,21,11
round_queries,93,75,105,315,385
round_k,0,1,3,7,17
round_shots,119,35,21,23,13
round_queries,119,105,147,345,481
round_k,0,1,3,7,18
round_shots,93,57,27,17,14,4
round_queries,93,171,189,255,462,268
round_k,0,1,3,7,16,33
round_shots,71,34,17,19,18
round_queries,71,102,119,285,594
round_k,0,1,3,7,16
round_shots,54,40,19,23,14
round_queries,54,120,133,345,518
round_k,0,1,3,7,18
round_shots,48,37,29,30,10
round_queries,48,111,203,450,450
round_k,0,1,3,7,22
round_shots,134,23,18,29,21
round_queries,134,69,126,435,651
round_k,0,1,3,7,15
round_shots,109,21,15,24,12
round_queries,109,63,105,360,492
round_k,0,1,3,7,20
round_shots,71,19,30,16,6
round_queries,71,57,210,336,282
round_k,0,1,3,10,23
round_shots,114,20,16,23,5
round_queries,114,60,144,437,245
round_k,0,1,4,9,24
round_shots,35,19,24,25,12
round_queries,35,57,168,375,468
round_k,0,1,3,7,19
round_shots,95,17,25,14,3
round_queries,95,85,275,406,183
round_k,0,2,5,14,30
round_shots,98,17,30,22,5
round_queries,98,85,330,506,295
round_k,0,2,5,11,29
round_shots,28,27,41,17,18
round_queries,28,81,287,255,594
round_k,0,1,3,7,16
round_shots,54,25,15,21,18
round_queries,54,75,105,315,594
round_k,0,1,3,7,16
round_shots,60,19,17,25,18
round_queries,60,57,119,375,594
round_k,0,1,3,7,16
round_shots,77,19,19,17,14,4
round_queries,77,57,133,255,462,268
round_k,0,1,3,7,16,33
round_shots,109,56,30,21,6
round_queries,109,168,210,441,282
round_k,0,1,3,10,23
round_shots,48,35,27,22,16,2
round_queries,48,105,189,330,528,134
round_k,0,1,3,7,16,33
round_shots,42,19,39,22,6
round_queries,42,57,273,462,330
round_k,0,1,3,10,27
round_shots,35,38,15,28,12
round_queries,35,114,105,420,492
round_k,0,1,3,7,20
round_shots,82,19,15,14,17,3
round_queries,82,57,105,210,527,195
round_k,0,1,3,7,15,32
round_shots,127,30,33,17,2
round_queries,127,150,363,561,150
round_k,0,2,5,16,37
round_shots,20,27,17,30,6
round_queries,20,81,119,450,270
round_k,0,1,3,7,22
round_shots,28,23,21,19,14,2
round_queries,28,69,147,285,462,134
round_k,0,1,3,7,16,33
round_shots,66,19,23,24,12
round_queries,66,57,161,360,492
round_k,0,1,3,7,20
round_shots,77,19,17,18,14,4
round_queries,77,57,119,270,462,268
round_k,0,1,3,7,16,33
round_shots,35,25,32,16,6
round_queries,35,75,224,336,282
round_k,0,1,3,10,23
round_shots,20,21,15,21,16,3
round_queries,20,63,105,315,528,207
round_k,0,1,3,7,16,34
round_shots,48,29,17,21,14,2
round_queries,48,87,119,315,462,134
round_k,0,1,3,7,16,33
round_shots,124,19,33,14,21
round_queries,124,57,231,210,651
round_k,0,1,3,7,15
