round_queries,653,891
round_k,4,16
round_shots,546,164,3
round_queries,546,1148,225
round_k,3,12,37
round_shots,464,109
round_queries,464,2943
round_k,3,13
round_shots,724,103,3
round_queries,724,721,207
round_k,3,11,34
round_shots,753,83,4
round_queries,753,581,284
round_k,3,11,35
round_shots,453,70
round_queries,453,1750
round_k,3,12
round_shots,505,52
round_queries,505,1300
round_k,3,12
round_shots,767,59
round_queries,767,1593
round_k,3,13
round_shots,398,102,121
round_queries,398,306,3267
round_k,1,4,13
round_shots,528,111,3
round_queries,528,777,225
round_k,3,12,37
round_shots,502,62
round_queries,502,1550
round_k,3,12
round_shots,595,52
round_queries,595,1300
round_k,3,12
round_shots,716,107,3
round_queries,716,749,219
round_k,3,11,36
round_shots,455,52
round_queries,455,1300
round_k,3,12
round_shots,427,124
round_queries,427,2852
round_k,3,11
round_shots,382,108,50
round_queries,382,324,1350
round_k,1,4,13
round_shots,571,82,56
round_queries,571,246,1736
round_k,1,4,15
round_shots,462,121,30
round_queries,462,363,990
round_k,1,4,16
round_shots,553,108,6
round_queries,553,756,438
round_k,3,11,36
round_shots,578,125
round_queries,578,3375
round_k,3,13
round_shots,363,88,28
round_queries,363,264,924
round_k,1,4,16
round_shots,528,61
round_queries,528,1403
round_k,3,11
round_shots,443,123
round_queries,443,2829
round_k,3,11
round_shots,657,119
round_queries,657,3213
round_k,4,13
round_shots,511,52
round_queries,511,1300
round_k,3,12
round_shots,467,106,3
round_queries,467,742,225
round_k,3,12,37
round_shots,488,96,4
round_queries,488,672,308
round_k,3,12,38
round_shots,202,67,30
round_queries,202,201,930
round_k,1,4,15
round_shots,356,108,27
round_queries,356,324,891
round_k,1,4,16
round_shots,488,118
round_queries,488,3186
round_k,3,13
round_shots,323,82,47
round_queries,323,246,1457
round_k,1,4,15
round_shots,444,96
round_queries,444,2208
round_k,3,11
round_shots,746,50
round_queries,746,1350
round_k,4,13
round_shots,821,61
round_queries,821,1403
round_k,3,11
round_shots,448,66
round_queries,448,1782
round_k,3,13
round_shots,715,32
round_queries,715,1056
round_k,4,16
round_shots,586,108
round_queries,586,2484
round_k,3,11
round_shots,724,47
round_queries,724,1175
round_k,3,12
round_shots,461,49
round_queries,461,1225
round_k,3,12
round_shots,633,75,35
round_queries,633,225,1155
round_k,1,4,16
round_shots,499,67,28
round_queries,499,201,924
round_k,1,4,16
round_shots,650,75
round_queries,650,2025
round_k,4,13
round_shots,716,47
round_queries,716,1175
round_k,3,12
round_shots,747,30
round_queries,747,990
round_k,4,16
round_shots,332,82,29
round_queries,332,246,957
round_k,1,4,16
round_shots,607,98,6
round_queries,607,686,450
round_k,3,12,37
round_shots,598,102,32
round_queries,598,306,1056
round_k,1,4,16
round_shots,333,102,82
round_queries,333,306,2542
round_k,1,4,15
round_shots,615,82,59
round_queries,615,246,1829
round_k,1,4,15
round_shots,688,27
round_queries,688,891
round_k,4,16
round_shots,656,30
round_queries,656,930
round_k,4,15
round_shots,633,48
round_queries,633,1200
round_k,3,12
round_shots,441,96,4
round_queries,441,672,300
round_k,3,12,37
round_shots,806,30
round_queries,806,990
round_k,4,16
round_shots,718,140,6
round_queries,718,980,450
round_k,3,12,37
round_shots,812,47
round_queries,812,1175
round_k,3,12
round_shots,461,52
round_queries,461,1300
round_k,3,12
round_shots,678,47
round_queries,678,1175
round_k,3,12
round_shots,690,86
round_queries,690,2150
round_k,3,12
round_shots,684,47
round_queries,684,1175
round_k,3,12
round_shots,461,141
round_queries,461,3807
round_k,3,13
round_shots,425,67,31
round_queries,425,201,961
round_k,1,4,15
round_shots,252,59,82
round_queries,252,177,2214
round_k,1,4,13
round_shots,607,54
round_queries,607,1350
round_k,3,12
round_shots,658,47
round_queries,658,1175
round_k,3,12
round_shots,476,67,30
round_queries,476,201,990
round_k,1,4,16
round_shots,333,82,108
round_queries,333,246,2916
round_k,1,4,13
round_shots,431,96
round_queries,431,2208
round_k,3,11
round_shots,690,90
round_queries,690,2070
round_k,3,11
round_shots,490,47
round_queries,490,1175
round_k,3,12
round_shots,747,98
round_queries,747,2646
round_k,4,13
round_shots,560,75,27
round_queries,560,225,891
round_k,1,4,16
round_shots,301,102,63
round_queries,301,306,1953
round_k,1,4,15
round_shots,535,82,40
round_queries,535,246,1240
round_k,1,4,15
round_shots,442,47
round_queries,442,1175
round_k,3,12
round_shots,514,76,3
round_queries,514,532,207
round_k,3,11,34
round_shots,770,49
round_queries,770,1225
round_k,3,12
round_shots,549,48
round_queries,549,1200
round_k,3,12
round_shots,412,88,40
round_queries,412,264,1320
round_k,1,4,16
round_shots,775,63
round_queries,775,1449
round_k,3,11
round_shots,426,67,32
round_queries,426,201,1056
round_k,1,4,16
round_shots,435,53
round_queries,435,1325
round_k,3,12
round_shots,461,89
round_queries,461,2047
round_k,3,11
round_shots,379,114,56
round_queries,379,342,1736
round_k,1,4,15
round_shots,615,75,40
round_queries,615,225,1240
round_k,1,4,15
round_shots,609,95,56
round_queries,609,285,1736
round_k,1,4,15
round_shots,485,54
round_queries,485,1350
round_k,3,12
round_shots,184,75,73
round_queries,184,225,2263
round_k,1,4,15
round_shots,549,96,7
round_queries,549,672,525
round_k,3,12,37
round_shots,435,75,76
round_queries,435,225,2052
round_k,1,4,13
round_shots,569,141
round_queries,569,3243
round_k,3,11
round_shots,520,66
round_queries,520,1650
round_k,3,12
round_shots,464,48
round_queries,464,1200
round_k,3,12
round_shots,619,88,32
round_queries,619,264,1056
round_k,1,4,16
round_shots,701,54
round_queries,701,1350
round_k,3,12
round_shots,698,46
round_queries,698,1150
round_k,3,12
round_shots,463,82,31
round_queries,463,246,1023
round_k,1,4,16
round_shots,499,91,3
round_queries,499,637,207
round_k,3,11,34
round_shots,560,47
round_queries,560,1175
round_k,3,12
round_shots,569,47
round_queries,569,1175
round_k,3,12
round_shots,451,85
round_queries,451,1955
round_k,3,11
round_shots,310,95,118
round_queries,310,285,3186
round_k,1,4,13
round_shots,841,30
round_queries,841,990
round_k,4,16
round_shots,686,39
round_queries,686,1209
round_k,4,15
round_shots,564,59,51
round_queries,564,177,1683
round_k,1,4,16
round_shots,595,52
round_queries,595,1300
round_k,3,12
round_shots,571,88,27
round_queries,571,264,891
round_k,1,4,16
round_shots,422,108,38
round_queries,422,324,1254
round_k,1,4,16
round_shots,453,108,4
round_queries,453,756,292
round_k,3,11,36
round_shots,534,48
round_queries,534,1200
round_k,3,12
round_shots,605,127,27
round_queries,605,381,891
round_k,1,4,16
round_shots,483,75,57
round_queries,483,225,1767
round_k,1,4,15
round_shots,458,75,58
round_queries,458,225,1798
round_k,1,4,15
round_shots,485,108,30
round_queries,485,324,990
round_k,1,4,16
round_shots,451,49
round_queries,451,1225
round_k,3,12
round_shots,753,54
round_queries,753,1350
round_k,3,12
round_shots,773,80
round_queries,773,1840
round_k,3,11
round_shots,499,120
round_queries,499,3240
round_k,3,13
round_shots,539,102,29
round_queries,539,306,957
round_k,1,4,16
round_shots,560,63
round_queries,560,1575
round_k,3,12
round_shots,520,95,41
round_queries,520,285,1353
round_k,1,4,16
round_shots,492,67,46
round_queries,492,201,1518
round_k,1,4,16
round_shots,458,53
round_queries,458,1325
round_k,3,12
round_shots,719,27
round_queries,719,891
round_k,4,16
round_shots,440,82
round_queries,440,2214
round_k,3,13
round_shots,542,67,36
round_queries,542,201,1188
round_k,1,4,16
round_shots,680,102
round_queries,680,2754
round_k,4,13
round_shots,549,121,75
round_queries,549,363,2025
round_k,1,4,13
round_shots,592,49
round_queries,592,1225
round_k,3,12
round_shots,439,65
round_queries,439,1495
round_k,3,11
round_shots,121,108,32
round_queries,121,324,1056
round_k,1,4,16
round_shots,605,75,27
round_queries,605,225,891
round_k,1,4,16
round_shots,526,47
round_queries,526,1175
round_k,3,12
round_shots,658,61
round_queries,658,1403
round_k,3,11
round_shots,822,35
round_queries,822,1155
round_k,4,16
round_shots,607,46
round_queries,607,1150
round_k,3,12
round_shots,584,125
round_queries,584,3375
round_k,3,13
round_shots,761,60
round_queries,761,1500
round_k,3,12
round_shots,476,47
round_queries,476,1175
round_k,3,12
round_shots,186,82,58
round_queries,186,246,1798
round_k,1,4,15
round_shots,542,47
round_queries,542,1175
round_k,3,12
round_shots,733,27
round_queries,733,891
round_k,4,16
round_shots,479,80
round_queries,479,1840
round_k,3,11
round_shots,580,82,125
round_queries,580,246,3375
round_k,1,4,13
round_shots,544,82,72
round_queries,544,246,2232
round_k,1,4,15
round_shots,584,63
round_queries,584,1575
round_k,3,12
round_shots,239,59,27
round_queries,239,177,891
round_k,1,4,16
round_shots,681,54
round_queries,681,1350
round_k,3,12
round_shots,586,105,4
round_queries,586,735,300
round_k,3,12,37
round_shots,687,52
round_queries,687,1300
round_k,3,12
round_shots,314,91,17
round_queries,314,455,833
round_k,2,7,24
round_shots,612,102,3
round_queries,612,714,219
round_k,3,11,36
round_shots,747,52
round_queries,747,1300
round_k,3,12
round_shots,855,30
round_queries,855,990
round_k,4,16
round_shots,540,104,3
round_queries,540,728,213
round_k,3,11,35
round_shots,676,47
round_queries,676,1175
round_k,3,12
round_shots,624,74,7
round_queries,624,518,497
round_k,3,11,35
round_shots,533,99
round_queries,533,2475
round_k,3,12
round_shots,561,75,82
round_queries,561,225,2214
round_k,1,4,13
round_shots,612,55
round_queries,612,1375
round_k,3,12
round_shots,736,81
round_queries,736,1863
round_k,3,11
round_shots,756,47
round_queries,756,1175
round_k,3,12
round_shots,633,82,29
round_queries,633,246,957
round_k,1,4,16
round_shots,499,55
round_queries,499,1375
round_k,3,12
round_shots,468,95,120
round_queries,468,285,3240
round_k,1,4,13
round_shots,426,46
round_queries,426,1150
round_k,3,12
round_shots,612,47
round_queries,612,1175
round_k,3,12
round_shots,754,27
round_queries,754,891
round_k,4,16
round_shots,594,95,64
round_queries,594,285,1984
round_k,1,4,15
round_shots,612,47
round_queries,612,1175
round_k,3,12
round_shots,753,47
round_queries,753,1175
round_k,3,12
round_shots,523,108,6
round_queries,523,756,438
round_k,3,11,36
round_shots,768,38
round_queries,768,1178
round_k,4,15
round_shots,516,67
round_queries,516,1675
round_k,3,12
round_shots,450,141
round_queries,450,3243
round_k,3,11
round_shots,667,52
round_queries,667,1300
round_k,3,12
round_shots,676,80
round_queries,676,1840
round_k,3,11
round_shots,575,47
round_queries,575,1175
round_k,3,12
round_shots,528,47
round_queries,528,1175
round_k,3,12
round_shots,430,47
round_queries,430,1175
round_k,3,12
round_shots,578,59,27
round_queries,578,177,891
round_k,1,4,16
round_shots,515,67,136
round_queries,515,201,3672
round_k,1,4,13
round_shots,733,44
round_queries,733,1364
round_k,4,15
round_shots,415,82,27
round_queries,415,246,891
round_k,1,4,16
round_shots,701,52
round_queries,701,1300
round_k,3,12
round_shots,618,82,30
round_queries,618,246,990
round_k,1,4,16
round_shots,673,47
round_queries,673,1457
round_k,4,15
round_shots,664,39
round_queries,664,1287
round_k,4,16
round_shots,710,46
round_queries,710,1150
round_k,3,12
round_shots,698,47
round_queries,698,1175
round_k,3,12
round_shots,621,47
round_queries,621,1175
round_k,3,12
round_shots,560,52
round_queries,560,1300
round_k,3,12
round_shots,423,74
round_queries,423,1850
round_k,3,12
round_shots,579,51
round_queries,579,1377
round_k,3,13
round_shots,595,47
round_queries,595,1175
round_k,3,12
round_shots,477,53
round_queries,477,1325
round_k,3,12
round_shots,478,75,27
round_queries,478,225,891
round_k,1,4,16
round_shots,633,67,27
round_queries,633,201,891
round_k,1,4,16
round_shots,432,58
round_queries,432,1566
round_k,3,13
round_shots,670,141,7
round_queries,670,987,525
round_k,3,12,37
round_shots,610,47
round_queries,610,1175
round_k,3,12
round_shots,372,75,56
round_queries,372,225,1848
round_k,1,4,16
round_shots,529,67,81
round_queries,529,201,2187
round_k,1,4,13
round_shots,464,50
round_queries,464,1250
round_k,3,12
round_shots,429,53
round_queries,429,1325
round_k,3,12
round_shots,754,27
round_queries,754,891
round_k,4,16
round_shots,641,47
round_queries,641,1175
round_k,3,12
round_shots,759,74
round_queries,759,1998
round_k,4,13
round_shots,517,47
round_queries,517,1175
round_k,3,12
round_shots,604,56
round_queries,604,1288
round_k,3,11
round_shots,461,82,31
round_queries,461,246,1023
round_k,1,4,16
round_shots,569,93
round_queries,569,2139
round_k,3,11
round_shots,443,52
round_queries,443,1300
round_k,3,12
round_shots,781,72,4
round_queries,781,504,300
round_k,3,11,37
round_shots,698,88,7
round_queries,698,616,511
round_k,3,11,36
round_shots,633,59,36
round_queries,633,177,1116
round_k,1,4,15
round_shots,461,92
round_queries,461,2116
round_k,3,11
round_shots,127,102,81
round_queries,127,306,2511
round_k,1,4,15
round_shots,287,75,35
round_queries,287,225,1155
round_k,1,4,16
round_shots,549,47
round_queries,549,1175
round_k,3,12
round_shots,493,82,38
round_queries,493,246,1178
round_k,1,4,15
round_shots,678,115,3
round_queries,678,805,219
round_k,3,11,36
round_shots,695,56
round_queries,695,1736
round_k,4,15
round_shots,314,67,28
round_queries,314,201,924
round_k,1,4,16
round_shots,435,57
round_queries,435,1425
round_k,3,12
round_shots,510,59,32
round_queries,510,177,992
round_k,1,4,15
round_shots,561,121,31
round_queries,561,363,1023
round_k,1,4,16
round_shots,618,108,27
round_queries,618,324,891
round_k,1,4,16
round_shots,738,80
round_queries,738,2160
round_k,3,13
round_shots,585,75,30
round_queries,585,225,990
round_k,1,4,16
round_shots,180,75,33
round_queries,180,225,1089
round_k,1,4,16
round_shots,661,60
round_queries,661,1380
round_k,3,11
round_shots,452,63
round_queries,452,1449
round_k,3,11
round_shots,738,48
round_queries,738,1200
round_k,3,12
round_shots,661,63
round_queries,661,1575
round_k,3,12
round_shots,625,82,29
round_queries,625,246,957
round_k,1,4,16
round_shots,560,75,43
round_queries,560,225,1333
round_k,1,4,15
round_shots,511,94,3
round_queries,511,658,189
round_k,3,10,31
round_shots,508,52
round_queries,508,1300
round_k,3,12
round_shots,694,28
round_queries,694,924
round_k,4,16
round_shots,773,81
round_queries,773,1863
round_k,3,11
round_shots,423,64
round_queries,423,1472
round_k,3,11
round_shots,635,47
round_queries,635,1175
round_k,3,12
round_shots,475,46
round_queries,475,1150
round_k,3,12
round_shots,554,47
round_queries,554,1175
round_k,3,12
round_shots,106,67,33
round_queries,106,201,1023
round_k,1,4,15
round_shots,687,85
round_queries,687,2295
round_k,3,13
round_shots,461,88,4
round_queries,461,616,292
round_k,3,11,36
round_shots,778,58
round_queries,778,1450
round_k,3,12
round_shots,741,49
round_queries,741,1225
round_k,3,12
round_shots,406,102,52
round_queries,406,306,1612
round_k,1,4,15
round_shots,674,29
round_queries,674,957
round_k,4,16
round_shots,698,47
round_queries,698,1175
round_k,3,12
round_shots,586,101,3
round_queries,586,707,225
round_k,3,12,37
round_shots,753,46
round_queries,753,1150
round_k,3,12
round_shots,543,52
round_queries,543,1300
round_k,3,12
round_shots,764,48
round_queries,764,1200
round_k,3,12
round_shots,597,82,90
round_queries,597,246,2430
round_k,1,4,13
round_shots,447,47
round_queries,447,1175
round_k,3,12
round_shots,467,47
round_queries,467,1175
round_k,3,12
round_shots,584,49
round_queries,584,1225
round_k,3,12
round_shots,422,67,39
round_queries,422,201,1209
round_k,1,4,15
round_shots,537,51
round_queries,537,1275
round_k,3,12
round_shots,112,67,27
round_queries,112,201,891
round_k,1,4,16
round_shots,494,53
round_queries,494,1325
round_k,3,12
round_shots,592,83
round_queries,592,1909
round_k,3,11
round_shots,442,82,33
round_queries,442,246,1023
round_k,1,4,15
round_shots,540,47
round_queries,540,1175
round_k,3,12
round_shots,539,82,33
round_queries,539,246,1023
round_k,1,4,15
round_shots,566,118,3
round_queries,566,826,207
round_k,3,11,34
round_shots,690,99,3
round_queries,690,693,225
round_k,3,12,37
round_shots,514,48
round_queries,514,1200
round_k,3,12
round_shots,232,108,27
round_queries,232,324,891
round_k,1,4,16
round_shots,356,88,30
round_queries,356,264,990
round_k,1,4,16
round_shots,656,54
round_queries,656,1458
round_k,3,13
round_shots,705,46
round_queries,705,1426
round_k,4,15
round_shots,485,61
round_queries,485,1403
round_k,3,11
round_shots,758,47
round_queries,758,1175
round_k,3,12
round_shots,624,83
round_queries,624,1909
round_k,3,11
round_shots,660,39
round_queries,660,1209
round_k,4,15
round_shots,470,52
round_queries,470,1300
round_k,3,12
round_shots,348,95,45
round_queries,348,285,1395
round_k,1,4,15
round_shots,643,38
round_queries,643,1254
round_k,4,16
round_shots,664,30
round_queries,664,990
round_k,4,16
round_shots,510,145,28
round_queries,510,435,924
round_k,1,4,16
round_shots,532,121,27
round_queries,532,363,891
round_k,1,4,16
round_shots,581,89
round_queries,581,2047
round_k,3,11
round_shots,583,82,124
round_queries,583,246,3348
round_k,1,4,13
round_shots,632,95,30
round_queries,632,285,990
round_k,1,4,16
round_shots,533,68,3
round_queries,533,476,219
round_k,3,11,36
round_shots,483,75,44
round_queries,483,225,1364
round_k,1,4,15
round_shots,733,47
round_queries,733,1175
round_k,3,12
round_shots,609,102,82
round_queries,609,306,2214
round_k,1,4,13
round_shots,425,75,40
round_queries,425,225,1320
round_k,1,4,16
round_shots,784,63
round_queries,784,1449
round_k,3,11
round_shots,612,52
round_queries,612,1300
round_k,3,12
round_shots,738,47
round_queries,738,1175
round_k,3,12
round_shots,544,82,27
round_queries,544,246,891
round_k,1,4,16
round_shots,684,95
round_queries,684,2565
round_k,3,13
round_shots,534,66
round_queries,534,1518
round_k,3,11
round_shots,482,102
round_queries,482,2754
round_k,3,13
round_shots,526,55
round_queries,526,1265
round_k,3,11
round_shots,507,86
round_queries,507,1978
round_k,3,11
round_shots,330,121,27
round_queries,330,363,891
round_k,1,4,16
round_shots,781,118,4
round_queries,781,826,300
round_k,3,12,37
round_shots,764,47
round_queries,764,1175
round_k,3,12
round_shots,426,53
round_queries,426,1325
round_k,3,12
round_shots,356,95,70
round_queries,356,285,1890
round_k,1,4,13
round_shots,495,67,30
round_queries,495,201,990
round_k,1,4,16
round_shots,162,108,30
round_queries,162,324,990
round_k,1,4,16
round_shots,453,48
round_queries,453,1200
round_k,3,12
round_shots,832,48
round_queries,832,1200
round_k,3,12
round_shots,566,88,27
round_queries,566,264,891
round_k,1,4,16
round_shots,698,63
round_queries,698,1575
round_k,3,12
round_shots,500,102,27
round_queries,500,306,891
round_k,1,4,16
round_shots,426,47
round_queries,426,1175
round_k,3,12
round_shots,721,31
round_queries,721,1023
round_k,4,16
round_shots,567,114,27
round_queries,567,342,891
round_k,1,4,16
round_shots,612,47
round_queries,612,1175
round_k,3,12
round_shots,491,93
round_queries,491,2139
round_k,3,11
round_shots,480,54
round_queries,480,1350
round_k,3,12
round_shots,369,88,40
round_queries,369,264,1320
round_k,1,4,16
round_shots,506,168,56
round_queries,506,504,1736
round_k,1,4,15
round_shots,434,75,35
round_queries,434,225,1085
round_k,1,4,15
round_shots,750,49
round_queries,750,1225
round_k,3,12
round_shots,575,47
round_queries,575,1175
round_k,3,12
round_shots,558,60
round_queries,558,1620
round_k,3,13
round_shots,496,82,27
round_queries,496,246,891
round_k,1,4,16
round_shots,481,52
round_queries,481,1300
round_k,3,12
round_shots,676,41
round_queries,676,1353
round_k,4,16
round_shots,658,48
round_queries,658,1200
round_k,3,12
round_shots,595,46
round_queries,595,1150
round_k,3,12
round_shots,523,47
round_queries,523,1175
round_k,3,12
round_shots,557,52
round_queries,557,1300
round_k,3,12
round_shots,453,49
round_queries,453,1225
round_k,3,12
round_shots,383,75,35
round_queries,383,225,1085
round_k,1,4,15
round_shots,612,98,3
round_queries,612,686,225
round_k,3,12,37
round_shots,446,150,36
round_queries,446,450,1188
round_k,1,4,16
round_shots,676,52
round_queries,676,1300
round_k,3,12
round_shots,431,65
round_queries,431,1495
round_k,3,11
round_shots,635,47
round_queries,635,1175
round_k,3,12
round_shots,491,52
round_queries,491,1300
round_k,3,12
round_shots,323,67,27
round_queries,323,201,891
round_k,1,4,16
round_shots,604,63,12
round_queries,604,315,588
round_k,2,7,24
round_shots,510,67,30
round_queries,510,201,990
round_k,1,4,16
round_shots,738,49
round_queries,738,1225
round_k,3,12
round_shots,648,28
round_queries,648,924
round_k,4,16
round_shots,727,46
round_queries,727,1150
round_k,3,12
round_shots,635,49
round_queries,635,1225
round_k,3,12
round_shots,586,47
round_queries,586,1175
round_k,3,12
round_shots,508,52
round_queries,508,1300
round_k,3,12
round_shots,617,66
round_queries,617,1650
round_k,3,12
round_shots,595,75,61
round_queries,595,225,1891
round_k,1,4,15
round_shots,314,114,27
round_queries,314,342,891
