round_shots,1611,366,496,519,30
round_queries,1611,1830,6448,15051,2070
round_k,0,2,6,14,34
round_shots,2001,449,261,98
round_queries,2001,2245,4959,4998
round_k,0,2,9,25
round_shots,1811,403,372,169
round_queries,1811,2015,4836,6253
round_k,0,2,6,18
round_shots,2119,572,201,110
round_queries,2119,2860,3819,5170
round_k,0,2,9,23
round_shots,2285,363,362,158
round_queries,2285,1815,4706,5846
round_k,0,2,6,18
round_shots,1793,438,368,318,55
round_queries,1793,2190,4784,8586,3575
round_k,0,2,6,13,32
round_shots,1185,471,232,104
round_queries,1185,2355,4408,4888
round_k,0,2,9,23
round_shots,2626,357,514,204,41
round_queries,2626,1785,6682,6732,2829
round_k,0,2,6,16,34
round_shots,1650,561,267,120
round_queries,1650,2805,5073,6120
round_k,0,2,9,25
round_shots,1904,477,388,316,77
round_queries,1904,2385,5044,9164,4697
round_k,0,2,6,14,30
round_shots,1598,436,444,200,50
round_queries,1598,2180,5772,6600,3450
round_k,0,2,6,16,34
round_shots,2076,536,401,218
round_queries,2076,2680,5213,7194
round_k,0,2,6,16
round_shots,1583,526,463,391,32
round_queries,1583,2630,6019,11339,2208
round_k,0,2,6,14,34
round_shots,2186,437,245,107
round_queries,2186,2185,4655,5029
round_k,0,2,9,23
round_shots,1957,502,266,114
round_queries,1957,2510,5054,5358
round_k,0,2,9,23
round_shots,1447,483,232,106
round_queries,1447,2415,4408,4982
round_k,0,2,9,23
round_shots,2083,445,602,171
round_queries,2083,2225,9030,6327
round_k,0,2,7,18
round_shots,2325,429,173,270,126
round_queries,2325,1287,1557,5130,5922
round_k,0,1,4,9,23
round_shots,1923,460,272,110
round_queries,1923,2300,5168,5610
round_k,0,2,9,25
round_shots,1734,574,489,172,59
round_queries,1734,2870,6357,5676,4425
round_k,0,2,6,16,37
round_shots,2767,339,370,180
round_queries,2767,1695,4810,6660
round_k,0,2,6,18
round_shots,2311,394,433,384
round_queries,2311,1970,5629,12672
round_k,0,2,6,16
round_shots,2718,361,182,238,115
round_queries,2718,1083,1638,4522,5405
round_k,0,1,4,9,23
round_shots,1693,526,312,142
round_queries,1693,2630,5928,5822
round_k,0,2,9,20
round_shots,1665,489,197,113
round_queries,1665,2445,3743,5311
round_k,0,2,9,23
round_shots,1913,352,439,169
round_queries,1913,1760,5707,6253
round_k,0,2,6,18
round_shots,1795,517,401,218
round_queries,1795,2585,5213,7194
round_k,0,2,6,16
round_shots,2298,546,251,175
round_queries,2298,2730,4769,7175
round_k,0,2,9,20
round_shots,2221,399,267,160,87
round_queries,2221,1995,3471,4320,4785
round_k,0,2,6,13,27
round_shots,2042,305,400,200,56
round_queries,2042,1525,5200,6600,3864
round_k,0,2,6,16,34
round_shots,2500,330,415,152
round_queries,2500,1650,5395,5624
round_k,0,2,6,18
round_shots,1993,508,216,108
round_queries,1993,2540,4104,5076
round_k,0,2,9,23
round_shots,2024,455,365,152
round_queries,2024,2275,4745,5624
round_k,0,2,6,18
round_shots,2113,509,454,312,47
round_queries,2113,2545,5902,10296,3431
round_k,0,2,6,16,36
round_shots,2285,450,551,150
round_queries,2285,2250,8265,5550
round_k,0,2,7,18
round_shots,1749,454,169,233
round_queries,1749,2270,3211,9087
round_k,0,2,9,19
round_shots,2014,422,369,180
round_queries,2014,2110,5535,5940
round_k,0,2,7,16
round_shots,2015,536,202,111
round_queries,2015,2680,3838,5217
round_k,0,2,9,23
round_shots,2556,545,338,277,35
round_queries,2556,2725,4394,7479,2275
round_k,0,2,6,13,32
round_shots,2056,489,396,177,58
round_queries,2056,2445,5148,5841,4350
round_k,0,2,6,16,37
round_shots,1714,453,390,325,44
round_queries,1714,2265,5070,10725,3212
round_k,0,2,6,16,36
