round_shots,46,52,196,78,50,43,26
round_queries,46,156,1764,2106,4650,12169,68406
round_k,1,4,13,46,141,426,1315
round_shots,46,42,48,82,49,48,23
round_queries,46,126,432,2214,4655,13968,64561
round_k,1,4,13,47,145,467,1403
round_shots,46,83,70,66,54,44,36,1
round_queries,46,249,630,1782,4590,11660,28908,7305
round_k,1,4,13,42,132,401,1205,3652
round_shots,46,52,57,106,55,43,15
round_queries,46,156,513,2862,6105,15351,50175
round_k,1,4,13,55,178,552,1672
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,56,61,136,79,50,40,17
round_queries,56,183,1224,3081,5850,14040,54757
round_k,1,4,19,58,175,529,1610
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,111,94,50,43,20
round_queries,46,126,999,2538,5250,13889,59180
round_k,1,4,13,52,161,484,1479
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,178,65,39,7
round_queries,46,126,342,4806,9295,19851,32781
round_k,1,4,13,71,254,780,2341
round_shots,46,42,233,60,62,42,36,3
round_queries,46,126,2097,1620,5022,10206,26244,19767
round_k,1,4,13,40,121,364,1097,3294
round_shots,56,61,147,63,53,39,11
round_queries,56,183,1323,2583,6837,16107,41833
round_k,1,4,20,64,206,622,1901
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,79,124,55,39,14
round_queries,46,126,711,3348,6545,14937,48734
round_k,1,4,13,59,191,577,1740
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,157,94,60,41,18
round_queries,46,126,1413,2538,6060,13899,55674
round_k,1,4,13,50,169,512,1546
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,48,91,50,42,20
round_queries,46,126,432,2457,5150,13314,59060
round_k,1,4,13,51,158,480,1476
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,69,220,61,48,40,5
round_queries,46,207,1980,2989,7536,19400,23065
round_k,1,4,24,78,242,751,2306
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,52,96,73,54,44,20
round_queries,46,156,864,2409,5346,13860,58700
round_k,1,4,16,49,157,487,1467
round_shots,46,61,96,73,48,42,19
round_queries,46,183,864,2409,5328,14070,57779
round_k,1,4,16,55,167,506,1520
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,61,159,73,46,40,8
round_queries,46,183,1431,2993,6486,16920,30792
round_k,1,4,20,70,211,637,1924
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,66,69,41,22
round_queries,46,126,342,1782,6003,12751,62766
round_k,1,4,13,43,155,468,1426
round_shots,46,42,85,100,66,41,14
round_queries,46,126,765,2700,6930,15211,49154
round_k,1,4,13,52,185,571,1755
round_shots,46,42,38,52,94,50,36,1
round_queries,46,126,342,1404,7614,12150,28404,7453
round_k,1,4,13,40,121,394,1220,3726
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,52,64,78,57,46,21
round_queries,46,156,576,2106,5301,14030,61509
round_k,1,4,13,46,152,477,1464
round_shots,46,52,195,56,50,38,9
round_queries,46,156,1755,2632,7250,17366,37377
round_k,1,4,23,72,228,688,2076
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,148,58,51,42,14
round_queries,46,126,1332,2262,6069,15330,47838
round_k,1,4,19,59,182,569,1708
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,249,89,55,41,21
round_queries,46,126,2241,2403,5445,12997,60543
round_k,1,4,13,49,158,480,1441
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,56,42,121,77,56,43,12
round_queries,56,126,1089,2849,7224,17501,44388
round_k,1,4,18,64,203,615,1849
round_shots,46,42,211,74,50,36,6
round_queries,46,126,1899,3626,8650,19764,29946
round_k,1,4,24,86,274,827,2495
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,61,131,62,50,42,10
round_queries,46,183,1179,2294,5950,15414,34970
round_k,1,4,18,59,183,556,1748
round_shots,46,42,38,81,48,45,25
round_queries,46,126,342,2187,4560,12825,65975
round_k,1,4,13,47,142,437,1319
round_shots,46,42,123,99,64,39,15
round_queries,46,126,1107,2673,6848,14469,50445
round_k,1,4,13,53,185,560,1681
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,52,98,56,70,43,37,3
round_queries,46,156,882,1512,5670,10449,27121,20217
round_k,1,4,13,40,121,366,1113,3369
round_shots,46,42,38,34,31,27,23,2
round_queries,46,126,342,918,2511,6615,17089,13678
round_k,1,4,13,40,122,371,1127,3419
round_shots,46,52,121,74,51,41,13
round_queries,46,156,1089,2738,6375,16277,47255
round_k,1,4,18,62,198,603,1817
round_shots,46,42,38,34,31,27,23,2
