round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4300,20900,101700,507900,2543300,12858500,65050700
round_k,0,1,5,21,104,508,2539,12716,64292,325253
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3300,11100,41500,240700,1200500,5986900,30319700
round_k,0,1,4,16,55,207,1203,6002,29934,151598
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4100,17700,86100,432900,2182500,10919900,55328700
round_k,0,1,5,20,88,430,2164,10912,54599,276643
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3500,15300,71700,356100,1782300,8955700,45306700
round_k,0,1,4,17,76,358,1780,8911,44778,226533
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,4100,17900,88900,448300,2228700,11153300,56494900
round_k,0,1,4,20,89,444,2241,11143,55766,282474
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3500,13900,64900,326100,1632500,8250100,41827100
round_k,0,1,4,17,69,324,1630,8162,41250,209135
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4100,17100,89300,445500,2252900,11402900,57791300
round_k,0,1,5,20,85,446,2227,11264,57014,288956
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3500,13300,61700,302500,1467900,7420700,37672700
round_k,0,1,4,17,66,308,1512,7339,37103,188363
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3500,16300,75300,380100,1847300,9156900,46355900
round_k,0,1,4,17,81,376,1900,9236,45784,231779
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,13700,61700,302900,1523500,7626900,38639500
round_k,0,1,4,14,68,308,1514,7617,38134,193197
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,11300,52100,258300,1290900,6506900,32882700
round_k,0,1,4,14,56,260,1291,6454,32534,164413
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3900,18300,79300,395100,1986500,9965500,50174500
round_k,0,1,4,19,91,396,1975,9932,49827,250872
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5500,26500,129100,646700,3243700,16296100
round_k,0,1,5,27,132,645,3233,16218,81480
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3900,14100,55900,268100,1351500,6800500,34162700
round_k,0,1,4,19,70,279,1340,6757,34002,170813
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,4100,19500,95900,481900,2417700,12257100,61588700
round_k,0,1,4,20,97,479,2409,12088,61285,307943
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3300,16500,82500,408500,2047100,10355700,52351700
round_k,0,1,4,16,82,412,2042,10235,51778,261758
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,4100,19300,94300,461700,2314100,11566300,58314700
round_k,0,1,4,20,96,471,2308,11570,57831,291573
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,1500,5100,22500,111700,556100,2810300,14226900,72106100
round_k,0,1,7,25,112,558,2780,14051,71134,360530
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3500,15700,74700,376500,1895900,9570100,48567500
round_k,0,1,4,17,78,373,1882,9479,47850,242837
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3900,17300,86300,428100,2146500,10782100,54567300
round_k,0,1,4,19,86,431,2140,10732,53910,272836
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,4100,14900,67100,324900,1619300,8153100,41215500
round_k,0,1,4,20,74,335,1624,8096,40765,206077
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1500,5900,28500,137300,671700,3372300,17016900
round_k,0,1,7,29,142,686,3358,16861,85084
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,4100,17700,74100,364900,1844100,9318900,47278100
round_k,0,1,4,20,88,370,1824,9220,46594,236390
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3900,18500,87500,429700,2168900,10902700,55133500
round_k,0,1,5,19,92,437,2148,10844,54513,275667
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3900,18300,82500,409900,2002300,9903100,50187300
round_k,0,1,4,19,91,412,2049,10011,49515,250936
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3300,11300,55700,274900,1382100,8397700,42178900
round_k,0,1,4,16,56,278,1374,6910,41988,210894
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1500,6500,32500,197500,991300,4994100,25086300
round_k,0,1,7,32,162,987,4956,24970,125431
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4100,16500,77900,388700,1942500,9817500,49727700
round_k,0,1,5,20,82,389,1943,9712,49087,248638
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5300,24700,121700,591100,2983500,15070700,76513900
round_k,0,1,5,26,123,608,2955,14917,75353,382569
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,500,1700,6900,33300,163100,812100,4083100,20663300
round_k,0,2,8,34,166,815,4060,20415,103316
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,17500,74700,372500,1851300,9326100,47320300
round_k,0,1,5,25,87,373,1862,9256,46630,236601
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,4500,18500,87500,437300,2169500,10895300,55256500
round_k,0,1,4,22,92,437,2186,10847,54476,276282
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,4100,18500,90700,435700,2172900,10966100,55565700
round_k,0,1,4,20,92,453,2178,10864,54830,277828
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,4100,20100,100900,507100,2563900,12972700,65324500
round_k,0,1,4,20,100,504,2535,12819,64863,326622
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1500,6900,34100,158300,765900,3853900,19493500
round_k,0,1,7,34,170,791,3829,19269,97467
round_shots,100,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,23300,104700,520900,2615100,13240500,67152100
round_k,0,1,5,25,116,523,2604,13075,66202,335760
