round_shots,600,600,400,300,400,300,200,200,200,200,200,200,300,300,200
round_queries,600,1800,3600,6900,18800,33900,51800,107000,239000,532600,1119400,2392200,8084700,20917500,35149400
round_k,0,1,4,11,23,56,129,267,597,1331,2798,5980,13474,34862,87873
round_shots,600,500,500,300,300,300,200,200,200,200,300,300,200,200,200,100
round_queries,600,1500,4500,6300,14100,28500,41400,88200,187000,407800,1250700,2556900,3689400,8339400,18769800,21171100
round_k,0,1,4,10,23,47,103,220,467,1019,2084,4261,9223,20848,46924,105855
round_shots,600,600,300,400,400,300,300,300,200,200,200,200,200,200,100
round_queries,600,1800,2700,8400,18000,30300,74100,195300,346200,695800,1537400,3506600,8076600,18363800,20832300
round_k,0,1,4,10,22,50,123,325,865,1739,3843,8766,20191,45909,104161
round_shots,600,400,400,600,300,200,200,200,200,200,300,200,300,200,100
round_queries,600,1200,3600,13800,21300,31800,64200,137800,306200,670200,2209500,3874600,12321900,21101000,23642900
round_k,0,1,4,11,35,79,160,344,765,1675,3682,9686,20536,52752,118214
round_shots,700,400,500,400,300,200,200,200,200,300,200,200,200,300
round_queries,700,1200,4500,9200,17700,29400,65800,149800,336600,1151700,2013000,4577000,10487400,33723300
round_k,0,1,4,11,29,73,164,374,841,1919,5032,11442,26218,56205
round_shots,600,400,400,300,300,300,200,200,200,200,200,200,200,200,200
round_queries,600,1200,3600,6300,14100,28500,40200,81000,176200,382600,861000,1967400,4522600,10314200,23714600
round_k,0,1,4,10,23,47,100,202,440,956,2152,4918,11306,25785,59286
round_shots,700,400,300,300,300,400,300,300,200,200,200,200,300,200,200
round_queries,700,1200,2700,6300,14100,38000,69900,175500,269800,571000,1275400,2671400,8541900,14925800,30287800
round_k,0,1,4,10,23,47,116,292,674,1427,3188,6678,14236,37314,75719
round_shots,700,500,300,300,300,300,200,300,300,300,200,300,200,200,200
round_queries,700,1500,2700,6300,14100,28500,39000,123300,305700,674700,1177800,3550500,5809400,13248200,30470200
round_k,0,1,4,10,23,47,97,205,509,1124,2944,5917,14523,33120,76175
round_shots,600,400,500,300,300,200,300,200,200,200,200,200,200,200,100
round_queries,600,1200,4500,6900,14100,23400,77100,131000,291800,660200,1495800,3382200,7375000,16789000,19325100
round_k,0,1,4,11,23,58,128,327,729,1650,3739,8455,18437,41972,96625
round_shots,500,400,500,300,400,200,200,200,200,300,200,300,200,200,200
round_queries,500,1200,4500,8700,23600,31000,63800,138200,309800,984900,1724200,5305500,8061800,17600200,40467400
round_k,0,1,4,14,29,77,159,345,774,1641,4310,8842,20154,44000,101168
round_shots,600,400,500,300,400,300,300,300,400,300,300,200,200,200
round_queries,600,1200,4500,6900,18800,37500,94500,217500,623600,1254900,3044100,5038600,11287400,25923800
round_k,0,1,4,11,23,62,157,362,779,2091,5073,12596,28218,64809
round_shots,600,500,300,300,200,300,200,200,300,300,400,300,300,400,100
round_queries,600,1500,2700,6300,9400,30900,51800,111800,347100,849300,2642000,5421300,10975500,30106800,21281700
round_k,0,1,4,10,23,51,129,279,578,1415,3302,9035,18292,37633,106408
round_shots,600,600,400,300,300,300,200,200,200,200,200,200,200,200,200
round_queries,600,1800,3600,6900,14700,32700,56200,118200,261000,575400,1253400,2804600,6405400,13997000,29025000
round_k,0,1,4,11,24,54,140,295,652,1438,3133,7011,16013,34992,72562
round_shots,500,400,300,500,200,300,200,200,200,200,200,300,200,200,200
round_queries,500,1200,2700,10500,9400,29100,55800,119800,259000,549000,1245400,4247100,7366600,16047400,36973000
round_k,0,1,4,10,23,48,139,299,647,1372,3113,7078,18416,40118,92432
round_shots,600,400,300,300,300,400,300,300,200,200,200,200,200,200,200
