round_shots,1200,800,300,300,300,300,300,200,300,300,300,200,200,300,300
round_queries,1200,2400,2100,4500,11100,29700,67500,108200,331500,750900,1829100,3057800,6785000,23161500,62523900
round_k,0,1,3,7,18,49,112,270,552,1251,3048,7644,16962,38602,104206
round_shots,1300,900,300,400,300,300,200,200,300,300,300,300,200,300,200
round_queries,1300,2700,2100,6000,13500,32700,48600,105400,332100,799500,2003100,4500300,7184200,22220700,39333000
round_k,0,1,3,7,22,54,121,263,553,1332,3338,7500,17960,37034,98332
round_shots,1600,400,300,300,200,200,300,200,300,300,300,200,200,200,200,200
round_queries,1600,1200,2100,4500,6600,13800,41700,72200,228900,562500,1325700,2149000,4861400,10810200,24550200,52830600
round_k,0,1,3,7,16,34,69,180,381,937,2209,5372,12153,27025,61375,132076
round_shots,1500,600,300,500,300,300,300,300,200,200,200,300,200,200,200
round_queries,1500,1800,2100,7500,14100,32700,83100,182100,291800,616200,1383800,4655700,7974600,17739800,40461800
round_k,0,1,3,7,23,54,138,303,729,1540,3459,7759,19936,44349,101154
round_shots,1400,800,400,300,300,300,200,200,200,200,200,200,200,200,300,200
round_queries,1400,2400,2800,4500,9900,24300,41400,90200,197400,437000,953000,2061400,4298600,9216200,30649500,52762600
round_k,0,1,3,7,16,40,103,225,493,1092,2382,5153,10746,23040,51082,131906
round_shots,1400,900,300,300,300,200,200,200,200,200,200,200,200,200,200,300
round_queries,1400,2700,2100,4500,11100,15800,32200,73400,155800,332600,713000,1565400,3545800,7320600,16413400,56027100
round_k,0,1,3,7,18,39,80,183,389,831,1782,3913,8864,18301,41033,93378
round_shots,1300,800,300,300,300,200,300,200,200,200,300,300,300,200,200
round_queries,1300,2400,2100,4500,11100,17800,56700,100200,211400,476200,1607700,4316100,10357500,15365800,34467800
round_k,0,1,3,7,18,44,94,250,528,1190,2679,7193,17262,38414,86169
round_shots,1600,800,400,300,300,400,300,200,200,200,200,200,200,200,200,200
round_queries,1600,2400,2800,5700,12300,33200,54900,95000,211000,471400,1060200,2382200,5334600,11686600,25994200,54610600
round_k,0,1,3,9,20,41,91,237,527,1178,2650,5955,13336,29216,64985,136526
round_shots,1300,700,300,300,200,300,200,200,200,200,200,200,200,200,200,300
round_queries,1300,2100,2100,4500,7400,24300,41400,90200,191400,414600,903000,1806200,3908600,8885800,19578600,67405500
round_k,0,1,3,7,18,40,103,225,478,1036,2257,4515,9771,22214,48946,112342
round_shots,1500,1100,400,300,300,200,300,200,200,200,300,300,200,200,200
round_queries,1500,3300,2800,5700,13500,21800,66300,117000,261800,585800,1952100,4994100,8437400,17752200,37324200
round_k,0,1,3,9,22,54,110,292,654,1464,3253,8323,21093,44380,93310
round_shots,1200,700,300,300,300,200,200,200,300,200,200,200,200,200,200,200,100
round_queries,1200,2100,2100,4500,11100,15000,30600,65000,203700,301000,630200,1321800,2683000,6092600,13920600,31433800,35160700
round_k,0,1,3,7,18,37,76,162,339,752,1575,3304,6707,15231,34801,78584,175803
round_shots,1300,800,300,300,200,200,300,200,200,300,200,200,200,200,200,200
round_queries,1300,2400,2100,4500,7400,16200,51900,92200,194600,590700,1022600,2125000,4287400,9636600,22140600,49107000
round_k,0,1,3,7,18,40,86,230,486,984,2556,5312,10718,24091,55351,122767
round_shots,1100,600,400,500,300,200,200,200,300,200,200,300,300,300,100
round_queries,1100,1800,2800,9500,17700,32600,68200,149000,454500,777400,1727400,5681100,14500500,35085300,30627700
round_k,0,1,3,9,29,81,170,372,757,1943,4318,9468,24167,58475,153138
round_shots,1600,1000,400,500,200,200,200,200,400,200,200,200,200,300,300,100
round_queries,1600,3000,2800,7500,10600,23400,51400,113400,454000,484600,1000600,2147000,4721400,16121100,41838900,34890100
round_k,0,1,3,7,26,58,128,283,567,1211,2501,5367,11803,26868,69731,174450
round_shots,1200,800,300,300,300,300,300,200,200,200,200,300,400,400,200
round_queries,1200,2400,2100,4500,9900,25500,63900,111000,243400,519000,1083000,3590700,12644400,31875600,44341400
round_k,0,1,3,7,16,42,106,277,608,1297,2707,5984,15805,39844,110853
round_shots,1700,800,500,300,200,300,200,200,200,200,300,200,200,200,200,200
round_queries,1700,2400,3500,5700,9000,30300,51000,117000,255000,549000,1682700,2622600,5689800,11835000,23705800,54030600
round_k,0,1,3,9,22,50,127,292,637,1372,2804,6556,14224,29587,59264,135076
round_shots,1200,1000,300,300,300,300,300,200,200,200,200,200,200,200,200,100
round_queries,1200,3000,2100,4500,12300,31500,80700,131000,281400,635400,1329000,3015000,6689400,15072200,34393400,37186100
round_k,0,1,3,7,20,52,134,327,703,1588,3322,7537,16723,37680,85983,185930
round_shots,1300,700,300,300,300,200,200,200,200,200,300,300,200,200,200,200
round_queries,1300,2100,2100,4500,9900,17000,36200,76200,163400,359400,1130100,2992500,5024200,10351000,22020200,49905400
round_k,0,1,3,7,16,42,90,190,408,898,1883,4987,12560,25877,55050,124763
round_shots,1300,900,300,300,300,200,200,200,200,200,200,200,200,200,200,200,100
round_queries,1300,2700,2100,4500,9900,16200,33000,72600,145400,300200,627400,1259400,2844600,6354200,14580600,32600200,34703300
round_k,0,1,3,7,16,40,82,181,363,750,1568,3148,7111,15885,36451,81500,173516
round_shots,1900,600,400,400,300,200,200,200,200,300,300,300,300,200,300
round_queries,1900,1800,2800,6000,14700,24200,49800,103400,230200,766500,1830300,4471500,11378700,19161000,60439500
round_k,0,1,3,7,24,60,124,258,575,1277,3050,7452,18964,47902,100732
round_shots,1300,500,300,300,300,300,200,200,200,200,200,200,200,200,200,200
round_queries,1300,1500,2100,4500,9900,24300,43400,93400,201400,438200,940200,2087800,4727000,10366200,23184200,52853800
round_k,0,1,3,7,16,40,108,233,503,1095,2350,5219,11817,25915,57960,132134
round_shots,1600,900,400,400,200,200,200,200,200,200,200,300,400,300,200,100
round_queries,1600,2700,2800,7600,8200,17000,37000,81400,179800,398200,851800,2798700,9160400,19373700,31076200,35185100
round_k,0,1,3,9,20,42,92,203,449,995,2129,4664,11450,32289,77690,175925
round_shots,1400,800,400,400,500,300,200,200,300,200,200,300,200,200,200,100
round_queries,1400,2400,2800,6000,15500,27300,48600,100200,321300,508600,1112200,3560700,6257000,14144600,32293800,36450900
round_k,0,1,3,7,15,45,121,250,535,1271,2780,5934,15642,35361,80734,182254
round_shots,1300,1000,400,300,300,200,300,200,300,200,200,200,200,300,200
round_queries,1300,3000,2800,5700,14700,23400,74700,125800,377700,686600,1489400,3273400,7437000,22662300,38041000
round_k,0,1,3,9,24,58,124,314,629,1716,3723,8183,18592,37770,95102
round_shots,1000,500,300,300,300,200,200,200,300,200,200,200,300,200,200,200
round_queries,1000,1500,2100,4500,9900,15400,32200,67400,213300,331800,730200,1577000,5327700,9424600,21366600,47148600
round_k,0,1,3,7,16,38,80,168,355,829,1825,3942,8879,23561,53416,117871
round_shots,1200,800,500,400,300,400,400,200,200,200,200,200,200,200,300,100
round_queries,1200,2400,3500,7600,12300,42800,118800,147400,295000,661800,1453400,3235800,7385400,16265800,51358500,34857300
round_k,0,1,3,9,20,53,148,368,737,1654,3633,8089,18463,40664,85597,174286
round_shots,1700,700,300,300,300,200,200,200,200,200,200,200,200,200,300,400
round_queries,1700,2100,2100,4500,9900,16200,33000,69000,145400,319400,694600,1469400,3334600,7508600,22686300,61512400
round_k,0,1,3,7,16,40,82,172,363,798,1736,3673,8336,18771,37810,76890
round_shots,1100,800,300,300,300,300,200,200,200,300,200,200,200,200,200,100
round_queries,1100,2400,2100,4500,11100,26700,49000,106200,228600,738300,1308600,2944600,6600200,14731800,33631400,38392700
round_k,0,1,3,7,18,44,122,265,571,1230,3271,7361,16500,36829,84078,191963
round_shots,1200,700,400,400,300,200,200,200,200,200,200,200,200,200,300,100
round_queries,1200,2100,2800,6000,13500,21800,44200,97400,221000,487800,1102200,2526600,5544600,11739000,38187300,33497700
round_k,0,1,3,7,22,54,110,243,552,1219,2755,6316,13861,29347,63645,167488
round_shots,1300,600,300,400,300,200,300,300,300,300,200,200,300,200,200
round_queries,1300,1800,2100,6000,9900,14600,45900,116100,320700,795300,1292600,2917800,9287100,15613000,35213800
round_k,0,1,3,7,16,36,76,193,534,1325,3231,7294,15478,39032,88034
round_shots,1500,800,400,300,300,200,200,200,300,300,300,400,200,200,200,100
