round_shots,2600,500,500,300,200,200,200,300,200,200,300,200,200
round_queries,2600,2500,6500,8700,13000,27400,61800,189300,321000,721800,2481300,4089000,8265400
round_k,0,2,6,14,32,68,154,315,802,1804,4135,10222,20663
round_shots,2500,600,500,500,400,200,200,200,300,200,200,200,200
round_queries,2500,3000,6500,14500,29200,31400,67400,137400,419100,733800,1632600,3672600,8042600
round_k,0,2,6,14,36,78,168,343,698,1834,4081,9181,20106
round_shots,1800,500,500,500,400,1100,300,200,200,400,200,200,200
round_queries,1800,2500,6500,15500,26800,150700,83100,150600,308200,1408400,1507800,3258600,7471000
round_k,0,2,6,15,33,68,138,376,770,1760,3769,8146,18677
round_shots,2200,500,500,400,200,300,200,200,300,200,200,200,200
round_queries,2200,2500,5500,9200,9400,28500,54600,121000,372300,633800,1438600,3238200,7439000
round_k,0,2,5,11,23,47,136,302,620,1584,3596,8095,18597
round_shots,1900,500,300,400,300,300,300,200,200,300,200,200,200
round_queries,1900,2500,3300,9200,15900,33900,76500,133800,297000,902100,1445000,3013400,6963000
round_k,0,2,5,11,26,56,127,334,742,1503,3612,7533,17407
round_shots,2800,600,400,400,400,400,300,300,300,200,200,200,200
round_queries,2800,3000,5200,11600,23600,50000,84300,170700,359100,599400,1322200,2942200,6783000
round_k,0,2,6,14,29,62,140,284,598,1498,3305,7355,16957
round_shots,2100,600,500,300,300,300,300,200,200,200,200,200,200
round_queries,2100,3000,6500,10500,23100,57300,126900,197400,403400,906600,2000200,4373800,9866200
round_k,0,2,6,17,38,95,211,493,1008,2266,5000,10934,24665
round_shots,2700,500,300,400,300,300,200,300,200,200,200,200,100
round_queries,2700,2500,3900,12400,27900,68700,111800,338700,579800,1192200,2389000,5338200,6168900
round_k,0,2,6,15,46,114,279,564,1449,2980,5972,13345,30844
round_shots,2800,600,500,400,500,400,300,400,300,200,200,200,100
round_queries,2800,3000,6500,11600,30500,60400,92100,295600,742500,1269000,2750600,6104600,7013100
round_k,0,2,6,14,30,75,153,369,1237,3172,6876,15261,35065
round_shots,1700,500,400,300,300,200,200,200,200,200,200,200,200
round_queries,1700,2500,5200,9300,21900,30600,65000,139800,299400,637800,1424200,3239800,7371400
round_k,0,2,6,15,36,76,162,349,748,1594,3560,8099,18428
round_shots,2100,500,400,800,300,400,300,200,300,200,200,200,200
round_queries,2100,2500,4400,20000,15900,42800,83100,154600,501300,852200,1958200,4372200,9609400
round_k,0,2,5,12,26,53,138,386,835,2130,4895,10930,24023
round_shots,2700,600,500,300,300,300,200,300,300,200,100,100,200
round_queries,2700,3000,5500,8700,21300,45900,76200,234300,654900,1115400,1230700,2561300,10544600
round_k,0,2,5,14,35,76,190,390,1091,2788,6153,12806,26361
round_shots,1500,400,400,300,300,200,200,300,300,200,200,200,200
round_queries,1500,2000,4400,6900,17700,27000,61000,198900,485100,852200,1934200,4466200,10229000
round_k,0,2,5,11,29,67,152,331,808,2130,4835,11165,25572
round_shots,2500,600,600,400,300,200,200,200,200,200,200,300,100
round_queries,2500,3000,7800,14800,35100,56600,119400,259800,566600,1229000,2595000,8420100,6794100
round_k,0,2,6,18,58,141,298,649,1416,3072,6487,14033,33970
round_shots,2600,500,400,500,400,500,400,200,300,200,200,200,200,100
round_queries,2600,2500,5200,14500,26000,66500,119600,121000,384900,595800,1251400,2580600,5743800,6498300
round_k,0,2,6,14,32,66,149,302,641,1489,3128,6451,14359,32491
round_shots,1400,500,300,400,300,200,300,200,200,200,200,200,100
