round_shots,3000,300,300,200,200,200,200,200,200,200,200,200,100
round_queries,3000,2700,7500,11800,25400,57400,121800,273800,607000,1398200,3210600,7315400,8386500
round_k,0,4,12,29,63,143,304,684,1517,3495,8026,18288,41932
round_shots,3400,300,300,300,300,200,200,200,300,200,200,300,200
round_queries,3400,2100,5100,12300,33900,50200,100600,215800,686700,1191000,2635400,8974500,12234600
round_k,0,3,8,20,56,125,251,539,1144,2977,6588,14957,30586
round_shots,3700,400,300,400,300,200,200,200,200,200,200,200,200
round_queries,3700,3600,7500,20400,32100,51400,104200,231400,483000,1065000,2388200,5530600,12763000
round_k,0,4,12,25,53,128,260,578,1207,2662,5970,13826,31907
round_shots,2400,400,300,300,300,400,200,300,200,200,200,300,200
round_queries,2400,2800,5100,11700,24300,73200,81800,273900,517400,1063800,2201400,7206900,12096200
round_k,0,3,8,19,40,91,204,456,1293,2659,5503,12011,30240
round_shots,3100,400,400,300,500,200,300,300,300,200,300,300,100
round_queries,3100,2800,6800,11700,40500,43000,134100,289500,734700,1267800,4188900,10199700,6956500
round_k,0,3,8,19,40,107,223,482,1224,3169,6981,16999,34782
round_shots,3200,400,300,300,300,300,200,200,300,200,200,200,100
round_queries,3200,2800,5100,12300,25500,52500,83800,176200,583500,1015000,2118200,4757400,5364300
round_k,0,3,8,20,42,87,209,440,972,2537,5295,11893,26821
round_shots,3200,400,200,300,200,200,200,200,300,200,200,200,100
round_queries,3200,3600,5000,15300,25400,52600,110600,234600,782700,1388200,3170600,7107800,8141700
round_k,0,4,12,25,63,131,276,586,1304,3470,7926,17769,40708
round_shots,3500,400,400,300,200,200,300,200,200,300,300,200,200
round_queries,3500,2800,6800,11700,17800,37000,115500,171800,369400,1143900,3013500,5207400,11145800
round_k,0,3,8,19,44,92,192,429,923,1906,5022,13018,27864
round_shots,2900,400,300,300,400,200,200,300,200,200,300,300,300
round_queries,2900,2800,5100,12300,35600,39400,83800,258300,392600,885400,2739300,6593100,17193900
round_k,0,3,8,20,44,98,209,430,981,2213,4565,10988,28656
round_shots,3400,400,300,300,300,200,200,200,200,200,200,200,100
round_queries,3400,3600,7500,17100,36900,61000,138600,305000,694200,1573000,3586200,8222600,9370900
round_k,0,4,12,28,61,152,346,762,1735,3932,8965,20556,46854
round_shots,3300,400,300,300,400,200,200,200,200,200,200,200,300
round_queries,3300,2800,5100,12300,38800,42600,86600,189800,415400,860600,1819000,4055400,13138500
round_k,0,3,8,20,48,106,216,474,1038,2151,4547,10138,21897
round_shots,3500,500,300,300,200,200,200,200,300,300,200,200,200
round_queries,3500,3500,5100,12300,21400,44600,93800,197800,660300,1665900,2856200,6251000,14456600
round_k,0,3,8,20,53,111,234,494,1100,2776,7140,15627,36141
round_shots,3100,400,400,300,300,300,200,200,200,200,200,200,200
round_queries,3100,2800,6800,12300,27300,58500,85000,187800,416200,911000,2093000,4817800,10799400
round_k,0,3,8,20,45,97,212,469,1040,2277,5232,12044,26998
round_shots,2800,400,300,200,200,300,200,200,300,300,200,200,200
round_queries,2800,2800,5100,8200,16600,57300,97400,208200,654900,1623900,2817000,6425800,14751000
round_k,0,3,8,20,41,95,243,520,1091,2706,7042,16064,36877
round_shots,3900,400,300,300,200,300,300,200,200,200,200,200,200
round_queries,3900,2800,5100,11700,16200,53100,152100,227400,469000,959400,2179800,5030200,11100600
round_k,0,3,8,19,40,88,253,568,1172,2398,5449,12575,27751
round_shots,4000,500,200,400,400,300,200,200,200,200,300,200,100
round_queries,4000,4500,5000,20400,49200,82500,137800,310600,686200,1565000,5335500,9095000,9508500
round_k,0,4,12,25,61,137,344,776,1715,3912,8892,22737,47542
round_shots,2400,400,300,500,300,300,200,200,400,300,200,400,100
round_queries,2400,2800,5100,19500,26700,62700,100200,201800,881200,1850700,3079000,12342800,8337900
round_k,0,3,8,19,44,104,250,504,1101,3084,7697,15428,41689
round_shots,3300,400,400,400,200,300,300,200,200,200,200,200,200
round_queries,3300,2800,6000,13200,14200,45300,99900,167800,370200,840200,1901800,4389000,10027800
round_k,0,3,7,16,35,75,166,419,925,2100,4754,10972,25069
round_shots,3000,400,300,200,300,200,200,200,200,200,200,200,100
round_queries,3000,3600,7500,13400,40500,77400,157800,339400,757800,1710600,3687000,7504600,7556100
round_k,0,4,12,33,67,193,394,848,1894,4276,9217,18761,37780
round_shots,2800,300,300,400,300,300,300,300,300,300,300,200
round_queries,2800,2100,5100,15600,31500,74100,167700,457500,1166700,3039300,7550100,12515800
round_k,0,3,8,19,52,123,279,762,1944,5065,12583,31289
round_shots,3600,400,300,300,200,200,200,200,200,200,200,200,200
round_queries,3600,3600,7500,17100,26200,52600,116600,254600,571800,1281400,2939000,6719000,14182600
round_k,0,4,12,28,65,131,291,636,1429,3203,7347,16797,35456
round_shots,3100,400,300,200,200,200,200,200,200,200,200,200,100
round_queries,3100,3600,7500,13400,28600,62200,127400,291800,652200,1483800,3383400,7762600,8923700
round_k,0,4,12,33,71,155,318,729,1630,3709,8458,19406,44618
round_shots,4000,400,300,300,200,200,200,200,300,200,400,300,100
round_queries,4000,2800,5100,12300,21400,44600,92200,197800,606300,1057000,4291600,9174900,7794900
round_k,0,3,8,20,53,111,230,494,1010,2642,5364,15291,38974
round_shots,3200,500,400,200,200,300,200,200,200,200,200,200,200
round_queries,3200,3500,6800,8600,18600,57900,96200,207400,463800,1050600,2383000,5143400,11858600
round_k,0,3,8,21,46,96,240,518,1159,2626,5957,12858,29646
round_shots,3700,300,300,300,300,200,200,200,200,200,300,300,200,100
round_queries,3700,2100,4500,9300,21300,33000,69000,144200,296600,627400,2136300,5205300,9216200,9653300
round_k,0,3,7,15,35,82,172,360,741,1568,3560,8675,23040,48266
round_shots,3400,500,300,300,200,200,200,300,200,200,200,300,100
round_queries,3400,4500,7500,17100,29800,61000,130600,434100,750200,1621400,3723800,12349500,10552500
round_k,0,4,12,28,74,152,326,723,1875,4053,9309,20582,52762
round_shots,2500,300,300,300,300,200,200,200,200,200,200,200,200
round_queries,2500,2100,5100,12300,29100,50600,102600,215400,489400,1102600,2516600,5739400,12867000
round_k,0,3,8,20,48,126,256,538,1223,2756,6291,14348,32167
round_shots,2900,400,400,300,200,200,200,200,300,300,400,400,100
round_queries,2900,2800,6800,14100,23800,51000,103400,219400,691500,1822500,5749200,15252400,9887700
round_k,0,3,8,23,59,127,258,548,1152,3037,7186,19065,49438
round_shots,3900,500,300,300,200,200,200,200,300,200,300,200,200
round_queries,3900,3500,5100,12300,23000,46200,93800,205800,652500,1143000,3710100,6256600,13990200
round_k,0,3,8,20,57,115,234,514,1087,2857,6183,15641,34975
round_shots,2400,400,300,300,300,400,200,200,200,200,200,200,200
round_queries,2400,2800,5100,12300,34500,94000,99800,205800,455800,1057000,2403000,5431800,12303000
round_k,0,3,8,20,57,117,249,514,1139,2642,6007,13579,30757
round_shots,4000,500,300,300,200,200,200,200,300,200,200,200,100
round_queries,4000,4500,7500,20100,35000,70200,158600,322600,977100,1644200,3702600,8551400,9844700
