round_shots,400,300,200,300,700,1100,300,300,200,300,300,300,200
round_queries,400,900,1400,4500,23100,73700,81900,197700,305000,933900,2490900,6308700,8565000
round_k,0,1,3,7,16,33,136,329,762,1556,4151,10514,21412
round_shots,400,300,200,200,300,200,300,400,1400,800,300,300,300,100
round_queries,400,900,1400,3000,9300,13800,44100,122000,883400,1015200,1142100,2641500,6452100,5906100
round_k,0,1,3,7,15,34,73,152,315,634,1903,4402,10753,29530
round_shots,400,300,200,200,300,600,1200,300,300,200,300,200,200
round_queries,400,900,1400,3000,9300,43800,188400,215700,519300,803400,2465100,4219800,8808200
round_k,0,1,3,7,15,36,78,359,865,2008,4108,10549,22020
round_shots,400,400,300,300,500,1200,300,300,200,200,200,200,200
round_queries,400,1200,2100,5700,21500,106800,121500,281700,449400,981000,2233400,4930200,10829000
round_k,0,1,3,9,21,44,202,469,1123,2452,5583,12325,27072
round_shots,400,300,200,300,300,400,1300,300,400,200,200,200,200
round_queries,400,900,1400,4500,9300,25200,180700,206700,663600,909800,1857400,4158600,9414600
round_k,0,1,3,7,15,31,69,344,829,2274,4643,10396,23536
round_shots,400,300,300,300,300,300,1200,1200,300,300,200,200,200
round_queries,400,900,2100,5100,14100,33300,298800,598800,449100,1088700,1772600,3862200,8358200
round_k,0,1,3,8,23,55,124,249,748,1814,4431,9655,20895
round_shots,400,300,200,300,400,1300,1100,200,200,300,200,200,200,100
round_queries,400,900,1400,4500,16400,107900,185900,121800,258600,792300,1409800,2979400,6722200,7752700
round_k,0,1,3,7,20,41,84,304,646,1320,3524,7448,16805,38763
round_shots,500,300,300,200,200,200,300,400,600,1200,400,300,200,100
round_queries,500,900,2100,3400,7400,16200,51900,149200,480600,1988400,2302800,4334700,6691400,7405900
round_k,0,1,3,8,18,40,86,186,400,828,2878,7224,16728,37029
round_shots,400,300,300,300,400,400,1500,300,300,300,300,300,100
round_queries,400,900,2100,4500,14000,30000,241500,275100,668100,1542900,3529500,7212300,5794300
round_k,0,1,3,7,17,37,80,458,1113,2571,5882,12020,28971
round_shots,400,300,300,200,200,300,300,300,600,1100,300,300,200
round_queries,400,900,2100,3400,7400,24300,55500,119700,480600,1769900,2033100,4741500,7398600
round_k,0,1,3,8,18,40,92,199,400,804,3388,7902,18496
round_shots,400,300,200,200,300,400,700,1100,300,300,200,200,200
round_queries,400,900,1400,3000,9300,30800,119700,410300,444300,1035900,1613000,3581000,8141800
round_k,0,1,3,7,15,38,85,186,740,1726,4032,8952,20354
round_shots,400,400,200,200,300,300,1300,800,200,200,200,300,300,100
