round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1500,6300,31900,155300,789700,4021700
round_k,0,1,7,31,159,776,3948,20108
round_k,0,1,6,25,116,563,2814,14233,72694
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,21900,104100,521900,2645500,13501100
round_k,0,1,6,25,109,520,2609,13227,67505
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3700,17500,84100,418700,2135300,10954900
round_k,0,4,18,87,420,2093,10676,54774
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,19500,99100,481500,2423100,12391900
round_k,0,1,5,23,97,495,2407,12115,61959
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5900,25500,124700,634700,3233700,16491500
round_k,0,1,6,29,127,623,3173,16168,82457
round_shots,400,100,100,100,100,100,100,100,100
round_queries,400,300,1300,5300,23500,117700,578300,2927100,14997300
round_k,0,1,6,26,117,588,2891,14635,74986
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1300,6500,31700,155900,787300,4009500
round_k,0,1,6,32,158,779,3936,20047
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,23500,115700,579100,2910900,14876300
round_k,0,1,6,25,117,578,2895,14554,74381
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,22100,109300,550500,2771100,14111100
round_k,0,1,6,25,110,546,2752,13855,70555
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23700,117900,593700,3009100,15286100
round_k,0,1,5,24,118,589,2968,15045,76430
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4500,19100,92500,419300,2134300,10868900
round_k,0,1,5,22,95,462,2096,10671,54344
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,25300,126500,630700,3203900,16279300
round_k,0,1,6,26,126,632,3153,16019,81396
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3700,16100,78700,397900,2008900,10269500
round_k,0,4,18,80,393,1989,10044,51347
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5300,24900,123500,626500,3177500,16093100
round_k,0,1,6,26,124,617,3132,15887,80465
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22100,108900,548100,2773300,14104700
round_k,0,1,5,24,110,544,2740,13866,70523
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,22500,112900,570900,2871300,14664300
round_k,0,1,5,24,112,564,2854,14356,73321
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6500,29100,147300,733900,3727700,19039900
round_k,0,1,6,32,145,736,3669,18638,95199
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,20300,98900,500100,2523700,12854700
round_k,0,1,5,20,101,494,2500,12618,64273
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,23500,118700,595300,3010100,15370700
round_k,0,1,6,25,117,593,2976,15050,76853
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,22500,109900,545100,2770700,14167500
round_k,0,1,6,24,112,549,2725,13853,70837
round_shots,400,100,100,100,100,100,100,100,100
round_queries,400,300,1100,5100,21900,104700,521300,2658900,13565900
round_k,0,1,5,25,109,523,2606,13294,67829
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4900,21900,102900,511700,2616700,13271900
round_k,0,1,6,24,109,514,2558,13083,66359
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,25500,122700,625700,3185500,16242300
round_k,0,1,6,26,127,613,3128,15927,81211
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,24300,116900,587100,2957300,15055500
round_k,0,1,6,26,121,584,2935,14786,75277
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,21900,105500,526700,2657500,13577900
round_k,0,1,6,25,109,527,2633,13287,67889
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5500,28900,132900,664300,3363700,17138700
round_k,0,1,5,27,144,664,3321,16818,85693
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,19500,86700,433300,2191500,11206500
round_k,0,1,5,23,97,433,2166,10957,56032
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6100,29900,150100,761100,3869900
round_k,0,1,6,30,149,750,3805,19349
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,23900,116100,584900,2927900,14929300
round_k,0,1,5,25,119,580,2924,14639,74646
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,4900,24500,116300,580900,2948500,15018300
round_k,0,1,6,24,122,581,2904,14742,75091
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1500,6100,28300,139500,700300,3558300,18222100
round_k,0,1,7,30,141,697,3501,17791,91110
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,23100,111900,564700,2874900,14685100
round_k,0,1,6,25,115,559,2823,14374,73425
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,3900,16900,75500,335500,1612700,8229900
round_k,0,1,5,19,84,377,1677,8063,41149
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3700,15300,72900,360900,1820700,9277900
round_k,0,4,18,76,364,1804,9103,46389
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,6700,32700,162500,810900,4098500
round_k,0,1,8,33,163,812,4054,20492
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,26300,128300,646700,3294900,16841300
round_k,0,1,6,26,131,641,3233,16474,84206
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5300,26500,131500,664100,3362100,17186900
round_k,0,1,6,26,132,657,3320,16810,85934
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5300,23500,117100,582300,2849500,13848500
round_k,0,1,5,26,117,585,2911,14247,69242
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,3900,17700,88300,441100,2239900,11400700
round_k,0,1,5,19,88,441,2205,11199,57003
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,22700,110300,555900,2817300,14372700
round_k,0,1,6,25,113,551,2779,14086,71863
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4900,20700,94900,470100,2410100,12275300
round_k,0,1,6,24,103,474,2350,12050,61376
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,22900,111700,561300,2871700,14708300
round_k,0,1,5,23,114,558,2806,14358,73541
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23500,113900,570300,2904900,14871500
round_k,0,1,5,24,117,569,2851,14524,74357
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,25500,126700,648500,3242300,16577300
round_k,0,1,5,25,127,633,3242,16211,82886
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,25500,129900,654100,3328100,16973300
round_k,0,1,5,25,127,649,3270,16640,84866
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5900,28700,135900,685500,3435700,17421900
round_k,0,1,6,29,143,679,3427,17178,87109
round_shots,300,100,100,100,100,100,100,100
round_queries,300,300,1300,6100,29100,146500,736900,3752900
round_k,0,1,6,30,145,732,3684,18764
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,25100,123500,622300,3168100,16162700
round_k,0,1,5,25,125,617,3111,15840,80813
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,3900,18900,92900,461300,2351100,11981900
round_k,0,1,5,19,94,464,2306,11755,59909
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,30100,138900,692300,3486500,17777100
round_k,0,1,6,30,150,694,3461,17432,88885
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4700,21900,105900,531500,2707100,13842700
round_k,0,1,5,23,109,529,2657,13535,69213
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1700,6500,28900,142100,716700,3606300,18424500
round_k,0,1,8,32,144,710,3583,18031,92122
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1300,6300,31300,153500,786300,4011700
round_k,0,1,6,31,156,767,3931,20058
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,6100,25300,127500,642300,3258100,16659500
round_k,0,1,6,30,126,637,3211,16290,83297
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,23900,114700,584500,2966900,15140100
round_k,0,1,5,24,119,573,2922,14834,75700
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1300,6300,31700,153100,766500,3889100
round_k,0,1,6,31,158,765,3832,19445
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,23500,117500,590500,3022700,15388700
round_k,0,1,5,24,117,587,2952,15113,76943
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1500,6300,28700,139700,704100,3532500,18032700
round_k,0,1,7,31,143,698,3520,17662,90163
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1500,5900,28700,133100,608100,3013100,15192500
round_k,0,1,7,29,143,665,3040,15065,75962
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5900,26900,132300,672900,3431100,17496700
round_k,0,1,6,29,134,661,3364,17155,87483
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5300,25100,122700,618100,3133300,15905500
round_k,0,1,5,26,125,613,3090,15666,79527
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,900,3700,15900,79100,350900,1768500,9011100
round_k,0,1,4,18,79,395,1754,8842,45055
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,23500,113300,571900,2877700,14688900
round_k,0,1,5,24,117,566,2859,14388,73444
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1500,7300,36500,183100,926900,4727700
round_k,0,1,7,36,182,915,4634,23638
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3900,16500,79700,405700,2063300,10550700
round_k,0,1,5,19,82,398,2028,10316,52753
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5300,23900,117500,596500,3042300,15509100
round_k,0,1,6,26,119,587,2982,15211,77545
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,23300,115500,582100,2957500,14934900
round_k,0,1,6,25,116,577,2910,14787,74674
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,21700,106700,537100,2725300,13884300
round_k,0,1,5,24,108,533,2685,13626,69421
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,25100,125100,614700,3142100,16064500
round_k,0,1,6,25,125,625,3073,15710,80322
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,25700,126300,630300,3219700,16424700
round_k,0,1,6,25,128,631,3151,16098,82123
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5100,24900,122300,608900,3095900,15698100
round_k,0,1,6,25,124,611,3044,15479,78490
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3700,17100,81100,404700,2025300,10314100
round_k,0,4,18,85,405,2023,10126,51570
round_shots,300,100,100,100,100,100,100,100
round_queries,300,300,1500,6300,29100,147100,739900,3770100
round_k,0,1,7,31,145,735,3699,18850
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,23500,113300,574100,2927900,15008100
round_k,0,1,6,25,117,566,2870,14639,75040
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,22700,113500,567700,2908500,14834500
round_k,0,1,6,25,113,567,2838,14542,74172
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,20700,99300,484900,2437900,12422500
round_k,0,1,5,24,103,496,2424,12189,62112
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,23300,109700,543900,2768700,14143100
round_k,0,1,6,25,116,548,2719,13843,70715
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6300,28300,138500,698700,3508700,17596300
round_k,0,1,6,31,141,692,3493,17543,87981
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,20300,98100,485100,2480100,12647900
round_k,0,1,5,23,101,490,2425,12400,63239
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1300,5900,26100,126500,630300,3162300,15899500
round_k,0,1,6,29,130,632,3151,15811,79497
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1300,5100,22300,108100,549100,2794100,14278100
round_k,0,1,6,25,111,540,2745,13970,71390
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1500,6500,32100,159100,799300,4069100
round_k,0,1,7,32,160,795,3996,20345
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6100,30700,152300,765900,3900500
round_k,0,1,6,30,153,761,3829,19502
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22500,110500,561500,2849300,14518100
round_k,0,1,5,24,112,552,2807,14246,72590
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6100,29700,147100,746100,3804100,19396500
round_k,0,1,6,30,148,735,3730,19020,96982
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,4900,24300,107100,525700,2655300,13598900
round_k,0,1,6,24,121,535,2628,13276,67994
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1500,6900,32700,162300,816700,4134500
round_k,0,1,7,34,163,811,4083,20672
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,6100,27500,131900,657300,3349300,17123500
round_k,0,1,6,30,137,659,3286,16746,85617
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1500,6100,29100,139700,695900,3520700,18046300
round_k,0,1,7,30,145,698,3479,17603,90231
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1500,6300,28900,144100,724500,3677500,18612100
round_k,0,1,7,31,144,720,3622,18387,93060
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4300,18900,94500,476300,2391300,12154500
round_k,0,1,5,21,94,472,2381,11956,60772
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5700,27700,141100,694300,3523700,18014900
round_k,0,1,6,28,138,705,3471,17618,90074
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,27900,136300,683700,3443300,17557300
round_k,0,1,6,30,139,681,3418,17216,87786
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,25700,127300,643300,3252900,16648700
round_k,0,1,6,26,128,636,3216,16264,83243
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,24300,115900,584100,2972700,15171900
round_k,0,1,6,25,121,579,2920,14863,75859
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,22900,110900,560500,2853500,14605900
round_k,0,1,6,24,114,554,2802,14267,73029
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,22900,112500,554900,2829300,14448300
round_k,0,1,5,25,114,562,2774,14146,72241
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5100,23900,119300,601500,3079700,15600100
round_k,0,1,6,25,119,596,3007,15398,78000
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3100,14500,71900,342300,1721900,8769500
round_k,0,4,15,72,359,1711,8609,43847
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23100,113500,577700,2925100,14996500
round_k,0,1,5,24,115,567,2888,14625,74982
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1500,6300,28300,136100,819700,4183900
round_k,0,1,7,31,141,680,4098,20919
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,5100,23700,114500,568500,2890900,14679100
round_k,0,1,5,25,118,572,2842,14454,73395
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,4900,23100,115100,571100,2908900,14826100
round_k,0,1,6,24,115,575,2855,14544,74130
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,6500,29500,143500,730300,3725300,18971700
round_k,0,1,6,32,147,717,3651,18626,94858
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,19500,97700,498500,2526700,12866700
round_k,0,1,5,20,97,488,2492,12633,64333
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1500,6100,29700,147900,747700,3810500,19459300
round_k,0,1,7,30,148,739,3738,19052,97296
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,21900,104300,530100,2689900,13770100
round_k,0,1,5,25,109,521,2650,13449,68850
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1500,6100,28500,142900,719500,3643700,18513300
round_k,0,1,7,30,142,714,3597,18218,92566
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1500,6500,30700,150500,756700,3831900
round_k,0,1,7,32,153,752,3783,19159
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6300,28900,138100,700100,3577900,18298100
round_k,0,1,6,31,144,690,3500,17889,91490
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1500,6500,31500,157900,799500,4090500
round_k,0,1,7,32,157,789,3997,20452
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1500,5300,22300,109500,550100,2785700,14225700
round_k,0,1,7,26,111,547,2750,13928,71128
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6100,29100,142900,716100,3616100,18395300
round_k,0,1,6,30,145,714,3580,18080,91976
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3900,18100,86300,431700,2189300,11193700
round_k,0,1,5,19,90,431,2158,10946,55968
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,20900,102300,518500,2652300,13521500
round_k,0,1,5,23,104,511,2592,13261,67607
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1500,6300,28500,136900,690500,3505300,17924300
round_k,0,1,7,31,142,684,3452,17526,89621
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5700,24100,118300,603300,3091300,15824900
round_k,0,1,6,28,120,591,3016,15456,79124
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,21500,91300,432900,2189700,11179300
round_k,0,1,6,24,107,456,2164,10948,55896
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5100,25100,123300,623900,3805100,19429700
round_k,0,1,5,25,125,616,3119,19025,97148
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1300,4900,21100,106500,524300,2663100,13639700
round_k,0,1,6,24,105,532,2621,13315,68198
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1500,6100,27500,135300,684100,3474300,17791500
round_k,0,1,7,30,137,676,3420,17371,88957
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,29900,149500,755700,3857900
round_k,0,1,6,30,149,747,3778,19289
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,18500,88500,441500,2257500,11529300
round_k,0,1,5,20,92,442,2207,11287,57646
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,20700,103100,512900,2603300,13332900
round_k,0,1,5,23,103,515,2564,13016,66664
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4900,22700,112100,559100,2838700,14480900
round_k,0,1,5,24,113,560,2795,14193,72404
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1500,5900,28700,138900,692100,3544900,18110900
round_k,0,1,7,29,143,694,3460,17724,90554
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5300,25900,129700,649100,3305900,16912900
round_k,0,1,6,26,129,648,3245,16529,84564
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,22900,106900,531500,2685900,13750300
round_k,0,1,6,25,114,534,2657,13429,68751
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1100,4500,20500,101100,505500,2552100,12974500
round_k,0,1,5,22,102,505,2527,12760,64872
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1500,7300,36300,181900,919700,4643100
round_k,0,1,7,36,181,909,4598,23215
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,23900,120100,608100,3040700,15402700
round_k,0,1,6,25,119,600,3040,15203,77013
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1700,7900,37100,180900,910500,4622100
round_k,0,1,8,39,185,904,4552,23110
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5100,23300,116900,590300,3003500,15320700
round_k,0,1,6,25,116,584,2951,15017,76603
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3700,17100,80500,397300,2036900,10407100
round_k,0,4,18,85,402,1986,10184,52035
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,3900,17300,84300,416500,2102300,10760300
round_k,0,1,5,19,86,421,2082,10511,53801
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,4900,22900,113700,579700,2958700,15055500
round_k,0,1,6,24,114,568,2898,14793,75277
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1300,4900,24100,114700,584500,2987700,15262900
round_k,0,1,6,24,120,573,2922,14938,76314
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6100,28700,141900,708100,3612900,18288100
round_k,0,1,6,30,143,709,3540,18064,91440
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5300,25300,120500,605500,3060100,15661500
round_k,0,1,6,26,126,602,3027,15300,78307
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,23700,116700,587100,2981700,15137700
round_k,0,1,6,25,118,583,2935,14908,75688
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,20700,97900,489500,2469700,12628700
round_k,0,1,5,24,103,489,2447,12348,63143
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,24300,117100,592300,3006100,15376700
round_k,0,1,6,25,121,585,2961,15030,76883
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,23500,110500,545700,2772300,14116900
round_k,0,1,6,25,117,552,2728,13861,70584
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5100,22300,111100,565300,2868700,14668900
round_k,0,1,6,25,111,555,2826,14343,73344
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1500,6300,29500,145100,730700,3687300,18816500
round_k,0,1,7,31,147,725,3653,18436,94082
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4900,24100,119900,599100,3034100,15468100
round_k,0,1,5,24,120,599,2995,15170,77340
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3700,16100,80500,405900,2046900,10441900
round_k,0,4,18,80,402,2029,10234,52209
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,21900,107700,536100,2723100,13929300
round_k,0,1,5,24,109,538,2680,13615,69646
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,22100,109900,537100,2736900,13945900
round_k,0,1,5,23,110,549,2685,13684,69729
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1500,7500,36900,184900,940700,4787100
round_k,0,1,7,37,184,924,4703,23935
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,6100,25100,126700,606900,3118300,15945100
round_k,0,1,6,30,125,633,3034,15591,79725
round_shots,400,100,100,100,100,100,100,100
round_queries,400,900,3500,14900,71700,360100,1817500,9204300
round_k,0,4,17,74,358,1800,9087,46021
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4700,20500,96500,472300,2394300,12260100
round_k,0,1,5,23,102,482,2361,11971,61300
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,6100,27100,133500,677700,3440100,17445700
round_k,0,1,6,30,135,667,3388,17200,87228
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23700,118300,598500,3049300,15573300
round_k,0,1,5,24,118,591,2992,15246,77866
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4500,19100,96900,482700,2470100,12624300
round_k,0,1,5,22,95,484,2413,12350,63121
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,1500,6300,28700,144500,728900,3713300,18899900
round_k,0,1,7,31,143,722,3644,18566,94499
round_shots,300,100,100,100,100,100,100,100
round_queries,300,300,1300,6300,31900,159100,806900,4103100
round_k,0,1,6,31,159,795,4034,20515
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,900,3700,15700,75900,378500,1895100,9693900
round_k,0,1,4,18,78,379,1892,9475,48469
round_shots,300,100,100,100,100,100,100,100
round_queries,300,700,3500,14700,74100,378500,1913900,9732100
round_k,0,3,17,73,370,1892,9569,48660
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,4700,20700,101300,502300,2553500,13051300
round_k,0,1,5,23,103,506,2511,12767,65256
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1500,6500,32100,162100,815700,4121300
round_k,0,1,7,32,160,810,4078,20606
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,5900,27700,136500,683700,3494900,17678700
round_k,0,1,6,29,138,682,3418,17474,88393
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,18500,90100,458500,2327100,11778700
round_k,0,1,5,20,92,450,2292,11635,58893
round_shots,300,100,100,100,100,100,100,100
round_queries,300,300,1300,6300,30700,153900,769300,3891500
round_k,0,1,6,31,153,769,3846,19457
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1500,6300,30100,146100,747700,3793300,19292100
round_k,0,1,7,31,150,730,3738,18966,96460
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1300,4900,22700,107500,544300,2776300,14016500
round_k,0,1,6,24,113,537,2721,13881,70082
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,22100,110100,547500,2766700,14150500
round_k,0,1,5,24,110,550,2737,13833,70752
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,24300,104300,495700,2486700,11095700
round_k,0,1,5,24,121,521,2478,12433,55478
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5300,23500,116500,593500,3000700,15361700
round_k,0,1,6,26,117,582,2967,15003,76808
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4100,18900,94500,479100,2423900,12381100
round_k,0,1,5,20,94,472,2395,12119,61905
round_shots,300,200,100,100,100,100,100,100,100
round_queries,300,600,1300,5300,23100,109500,552100,2797100,14318700
round_k,0,1,6,26,115,547,2760,13985,71593
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5100,23100,115100,583500,2946900,15016300
round_k,0,1,6,25,115,575,2917,14734,75081
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,1300,6100,28300,141100,714500,3643100,18607700
round_k,0,1,6,30,141,705,3572,18215,93038
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1300,5500,25900,126700,641100,3272300,16715100
round_k,0,1,6,27,129,633,3205,16361,83575
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,5100,23300,113300,568100,2890700,14737300
round_k,0,1,6,25,116,566,2840,14453,73686
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,1100,4900,23300,115300,579900,2939300,15051700
round_k,0,1,5,24,116,576,2899,14696,75258
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,1300,6300,28700,140300,669300,3406100,17395700
