round_shots,400,200,200,200,600,300,300,200,200,200,200,300,200,200,200
round_queries,400,600,1400,3400,22200,41100,84900,142600,308200,692600,1577000,4974900,8205400,18756600,42315000
round_k,0,1,3,8,18,68,141,356,770,1731,3942,8291,20513,46891,105787
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,200,700,300,200,200,300,200,200,200,200,200,200,300
round_queries,400,600,1400,10500,17100,26200,56200,183900,325400,721400,1611800,3472600,7697800,17582200,59258700
round_k,0,1,3,7,28,65,140,306,813,1803,4029,8681,19244,43955,98764
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,200,400,400,300,300,300,300,200,300,200,200,200,200
round_queries,400,600,1400,6000,12400,20700,47700,112500,301500,529000,1742100,3000600,6850600,15600200,35677800
round_k,0,1,3,7,15,34,79,187,502,1322,2903,7501,17126,39000,89194
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,200,200,500,300,200,200,200,200,200,200,200,200,200,100
round_queries,400,600,1400,3400,17500,36900,56200,117400,259400,589400,1312600,2887000,6584200,14495000,30873400,33439900
round_k,0,1,3,8,17,61,140,293,648,1473,3281,7217,16460,36237,77183,167199
round_shots,400,200,200,500,300,200,200,200,200,200,200,200,200,300,300,100
round_queries,400,600,1400,7500,15900,24600,52600,107400,226600,490200,1081800,2425400,5529400,18774300,47975700,36709700
round_k,0,1,3,7,26,61,131,268,566,1225,2704,6063,13823,31290,79959,183548
round_shots,400,200,200,700,300,200,200,200,200,200,200,300,300,300,300,100
round_queries,400,600,1400,10500,17700,26200,56200,123800,267400,584600,1339000,4462500,9897300,20970900,42394500,32872500
round_k,0,1,3,7,29,65,140,309,668,1461,3347,7437,16495,34951,70657,164362
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,200,500,300,300,300,300,300,200,400,300,200,300,100
round_queries,400,600,1400,7500,15300,35100,87300,218100,546300,879000,3662000,7154100,12525000,42182700,36490300
round_k,0,1,3,7,25,58,145,363,910,2197,4577,11923,31312,70304,182451
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,200,400,300,300,200,200,200,200,200,300,200,200,300,100
round_queries,400,600,1400,6000,13500,32700,51800,107800,217400,493000,1117800,3543900,5534600,11380200,38573700,34341300
round_k,0,1,3,7,22,54,129,269,543,1232,2794,5906,13836,28450,64289,171706
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,200,600,300,400,200,200,200,300,300,300,400,200
round_queries,400,600,700,3000,21000,40500,131600,151000,314200,651000,2052900,5182500,11729700,33564400,45801000
round_k,0,1,3,7,17,67,164,377,785,1627,3421,8637,19549,41955,114502
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,200,600,300,300,200,200,200,200,300,200,200,200,200,100
round_queries,400,600,1400,9000,16500,38700,53000,111000,231400,523400,1757100,2776600,5697400,12959400,29671000,33969900
round_k,0,1,3,7,27,64,132,277,578,1308,2928,6941,14243,32398,74177,169849
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,200,600,300,300,300,200,200,200,200,200,200,200,300
round_queries,400,600,1400,9000,17100,40500,106500,185000,411000,884600,1782600,3869000,8501400,19335000,65639700
round_k,0,1,3,7,28,67,177,462,1027,2211,4456,9672,21253,48337,109399
round_shots,400,200,200,200,400,300,200,200,200,200,300,300,400,200,200
round_queries,400,600,1400,3400,14800,32700,49000,104600,228600,493800,1592100,3910500,12154000,16057800,34857400
round_k,0,1,3,8,18,54,122,261,571,1234,2653,6517,15192,40144,87143
round_shots,400,200,200,500,300,200,200,200,200,300,300,300,300,300,200
round_queries,400,600,1400,7500,14700,23800,49800,103800,230200,744300,1956300,4784100,10827300,23355300,39573000
round_k,0,1,3,7,24,59,124,259,575,1240,3260,7973,18045,38925,98932
round_shots,400,300,600,300,200,200,300,300,200,200,200,200,200,200,200
round_queries,400,900,4200,8100,13000,27400,90300,212700,369000,784600,1747000,3885800,8897800,20362200,46458200
round_k,0,1,3,13,32,68,150,354,922,1961,4367,9714,22244,50905,116145
round_shots,400,200,200,500,900,300,200,300,300,300,200,200,400,300,200
round_queries,400,600,1400,8500,31500,33900,53000,167100,408300,972900,1625000,3629000,15641200,31445100,45867000
round_k,0,1,3,8,17,56,132,278,680,1621,4062,9072,19551,52408,114667
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,400,400,400,400,300,200,200,200,200,200,200,300,200,200
round_queries,400,600,2800,6000,12400,32400,55500,86200,183800,369000,811400,1783800,3756600,12260100,21691800,48129800
round_k,0,1,3,7,15,40,92,215,459,922,2028,4459,9391,20433,54229,120324
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,300,300,300,300,200,200,200,200,200,200,200,200,200,100
round_queries,400,600,2100,4500,11700,26700,48200,104200,231000,515400,1139400,2586200,5783400,12205000,27905000,32055900
round_k,0,1,3,7,19,44,120,260,577,1288,2848,6465,14458,30512,69762,160279
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,200,300,300,300,300,300,300,200,200,200,200,200,200
round_queries,400,600,700,3000,10500,23100,57900,142500,290100,617700,1013000,2227400,5101400,11134200,25389800,57331000
round_k,0,1,3,7,17,38,96,237,483,1029,2532,5568,12753,27835,63474,143327
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
round_queries,400,600,700,1500,3100,6500,13900,29700,63700,136700,293500,630300,1353500,2906900,6243100,13408100,28796500
round_k,0,1,3,7,15,32,69,148,318,683,1467,3151,6767,14534,31215,67040,143982
round_shots,400,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
