round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1300,6700,31900,159500,811900,4160700
round_k,0,1,6,33,159,797,4059,20803
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,7300,36900,185100,939100,4780500
round_k,0,1,8,36,184,925,4695,23902
round_queries,100,300,700,2500,10300,48700,245900,1263900,6476700
round_k,0,1,3,12,51,243,1229,6319,32383
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,14300,68300,332300,1691900,8647700
round_k,0,1,3,15,71,341,1661,8459,43238
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5500,25900,129100,648300,3294700
round_k,0,1,5,27,129,645,3241,16473
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,10300,48500,238100,1439900,7358100
round_k,0,1,10,51,242,1190,7199,36790
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3300,14300,67700,342100,1723700,8886100
round_k,0,1,4,16,71,338,1710,8618,44430
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10500,54100,264100,1353500,6929300
round_k,0,1,3,12,52,270,1320,6767,34646
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12300,58900,291300,1777300,9112100
round_k,0,1,3,13,61,294,1456,8886,45560
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12500,61300,308900,1574900,8099700
round_k,0,1,3,13,62,306,1544,7874,40498
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12700,61700,304700,1566900,8018700
round_k,0,1,3,13,63,308,1523,7834,40093
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10500,48300,246500,1245900,6370300
round_k,0,1,3,12,52,241,1232,6229,31851
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,11300,54300,276900,1405500,7203500
round_k,0,1,3,12,56,271,1384,7027,36017
round_shots,100,300,100,100,100,100,100,100
round_queries,100,900,2500,12300,61300,309500,1575700,8072300
round_k,0,1,12,61,306,1547,7878,40361
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,13700,66700,331500,1687900,8671100
round_k,0,1,3,15,68,333,1657,8439,43355
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13100,61500,315100,1611700,8292500
round_k,0,1,3,14,65,307,1575,8058,41462
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,700,3100,14900,74700,376100,1932100
round_k,0,1,3,15,74,373,1880,9660
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,7900,37700,187100,926500,4722100
round_k,0,1,10,39,188,935,4632,23610
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,9700,46700,233500,1191500,6121300
round_k,0,1,10,48,233,1167,5957,30606
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,8100,40700,198500,1015900,5219700
round_k,0,1,9,40,203,992,5079,26098
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12500,61900,308500,1581700,8018100
round_k,0,1,3,13,62,309,1542,7908,40090
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,11900,56900,288500,1476900,7569700
round_k,0,1,3,12,59,284,1442,7384,37848
round_shots,200,100,100,100,100,100,100,100
round_queries,200,500,2500,11900,53900,271500,1376500,7053700
round_k,0,2,12,59,269,1357,6882,35268
round_shots,100,300,100,100,100,100,100,100
round_queries,100,900,2100,10100,48900,250900,1264300,6499900
round_k,0,1,10,50,244,1254,6321,32499
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,13500,66500,333100,1687500,8605700
round_k,0,1,3,14,67,332,1665,8437,43028
round_shots,100,100,100,100,100,100,100,100
round_queries,100,500,2300,10500,49900,240500,1209900,6215900
round_k,0,2,11,52,249,1202,6049,31079
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,11700,56500,283100,1457900,7466900
round_k,0,1,3,13,58,282,1415,7289,37334
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,13700,67300,331900,1663700,8410300
round_k,0,1,4,15,68,336,1659,8318,42051
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,11900,58900,300500,1512700,7750900
round_k,0,1,3,13,59,294,1502,7563,38754
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12500,61100,308500,1567700,8035500
round_k,0,1,3,14,62,305,1542,7838,40177
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,14700,74500,367900,1872300,9572300
round_k,0,1,3,15,73,372,1839,9361,47861
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,700,2700,12900,62300,311700,1596300,8082100
round_k,0,1,3,13,64,311,1558,7981,40410
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,11900,57300,284300,1432300,7342300
round_k,0,1,3,13,59,286,1421,7161,36711
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,900,3300,15300,76900,384100,1963900
round_k,0,1,4,16,76,384,1920,9819
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,900,2700,12300,57500,297300,1503700,7683900
round_k,0,1,4,13,61,287,1486,7518,38419
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12300,61100,305700,1548300,7942500
round_k,0,1,3,13,61,305,1528,7741,39712
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,2100,9700,46700,233900,1188100,6084700
round_k,0,1,10,48,233,1169,5940,30423
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12300,60700,300700,1540100,7929500
round_k,0,1,3,13,61,303,1503,7700,39647
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,700,2300,9300,42700,208300,1053100,5384700
round_k,0,1,3,11,46,213,1041,5265,26923
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2700,11900,57100,291100,1492900,7656100
round_k,0,1,4,13,59,285,1455,7464,38280
round_shots,100,100,100,100,100,100,100,100
round_queries,100,500,1900,7700,34700,175900,894500,4550100
round_k,0,2,9,38,173,879,4472,22750
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,9700,46100,232700,1175300,6013700
round_k,0,1,9,48,230,1163,5876,30068
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,7500,34500,172700,873900,4473100
round_k,0,1,8,37,172,863,4369,22365
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,10700,52900,262700,1328900,6807900
round_k,0,1,3,13,53,264,1313,6644,34039
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,700,2700,11100,54700,265700,1270300,6424500
round_k,0,1,3,13,55,273,1328,6351,32122
round_shots,100,100,100,100,100,100,100,100
round_queries,100,500,2500,12300,59100,295100,1481500,7581500
round_k,0,2,12,61,295,1475,7407,37907
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,12700,61100,304900,1554500,7967700
round_k,0,1,4,14,63,305,1524,7772,39838
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,11700,58500,289500,1473300,7531300
round_k,0,1,3,14,58,292,1447,7366,37656
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10500,48100,240100,1213300,6193100
round_k,0,1,3,12,52,240,1200,6066,30965
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13500,68900,344700,1744500,8921100
round_k,0,1,3,14,67,344,1723,8722,44605
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,700,2900,12300,58900,295300,1797500,9153900
round_k,0,1,3,14,61,294,1476,8987,45769
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,13500,64100,324300,1645300,8454700
round_k,0,1,3,15,67,320,1621,8226,42273
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,700,2500,9900,46100,233300,1182100,6047700
round_k,0,1,3,12,49,230,1166,5910,30238
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12700,62900,321100,1645300,8423300
round_k,0,1,3,14,63,314,1605,8226,42116
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,12700,62900,319300,1623900,8316700
round_k,0,1,3,15,63,314,1596,8119,41583
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,10100,47300,224300,1154900,5919900
round_k,0,1,3,11,50,236,1121,5774,29599
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12300,61100,300500,1549300,7934900
round_k,0,1,3,13,61,305,1502,7746,39674
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2700,12300,61500,304100,1543500,7857700
round_k,0,1,4,13,61,307,1520,7717,39288
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1700,7100,36100,182900,929700,4765700
round_k,0,1,8,35,180,914,4648,23828
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12900,63100,304900,1559100,8017900
round_k,0,1,3,13,64,315,1524,7795,40089
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,11100,54100,270900,1374500,7093500
round_k,0,1,3,13,55,270,1354,6872,35467
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12700,62700,313500,1592500,8198100
round_k,0,1,3,13,63,313,1567,7962,40990
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12900,64300,310300,1575700,8093500
round_k,0,1,3,13,64,321,1551,7878,40467
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,12700,60500,300100,1538300,7853300
round_k,0,1,3,15,63,302,1500,7691,39266
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,700,2300,9900,47500,238300,1197100,6156500
round_k,0,1,3,11,49,237,1191,5985,30782
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10100,49700,251100,1275300,6535700
round_k,0,1,3,12,50,248,1255,6376,32678
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12700,62100,310700,1584300,8157900
round_k,0,1,3,13,63,310,1553,7921,40789
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,5500,25300,122300,605700,3097700
round_k,0,1,5,27,126,611,3028,15488
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,12500,60100,302300,1541100,7923900
round_k,0,1,3,14,62,300,1511,7705,39619
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,8900,43100,214700,1081300,5548900
round_k,0,1,10,44,215,1073,5406,27744
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3300,14700,71100,363700,1861500,9475700
round_k,0,1,5,16,73,355,1818,9307,47378
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12500,59100,294900,1500500,7684300
round_k,0,1,3,13,62,295,1474,7502,38421
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,7700,38100,188700,951700,4870500
round_k,0,1,8,38,190,943,4758,24352
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,7900,38900,190300,978700,5011500
round_k,0,1,10,39,194,951,4893,25057
round_shots,300,100,100,100,100,100,100,100,100
round_queries,300,300,700,2900,12300,60700,305500,1555100,7981700
round_k,0,1,3,14,61,303,1527,7775,39908
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,900,2700,12500,61100,302500,1545300,7936900
round_k,0,1,4,13,62,305,1512,7726,39684
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,7500,36300,181300,923500,4701900
round_k,0,1,9,37,181,906,4617,23509
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,8900,43100,211300,1066500,5457300
round_k,0,1,9,44,215,1056,5332,27286
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,7900,38900,185300,942900,4849900
round_k,0,1,9,39,194,926,4714,24249
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,13500,64500,319900,1638100,8329500
round_k,0,1,3,15,67,322,1599,8190,41647
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,3300,13900,67500,341700,1735700,8893100
round_k,0,1,3,16,69,337,1708,8678,44465
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,12300,58100,285900,1453700,7473100
round_k,0,1,3,12,61,290,1429,7268,37365
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,13500,65900,331100,1688300,8668900
round_k,0,1,3,15,67,329,1655,8441,43344
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12500,60900,307300,1555500,7987700
round_k,0,1,3,13,62,304,1536,7777,39938
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12500,59700,300300,1529500,7833300
round_k,0,1,3,13,62,298,1501,7647,39166
round_shots,100,100,100,100,100,100,100,100
round_queries,100,500,2300,10300,51300,253700,1292900,6602100
round_k,0,2,11,51,256,1268,6464,33010
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2500,11700,56500,279500,1417100,7177100
round_k,0,1,3,12,58,282,1397,7085,35885
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12700,59900,296100,1523100,7818900
round_k,0,1,3,13,63,299,1480,7615,39094
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,11100,52900,259500,1313900,6718500
round_k,0,1,3,13,55,264,1297,6569,33592
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,11900,57900,281100,1418500,7291500
round_k,0,1,3,14,59,289,1405,7092,36457
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,12700,63900,327300,1681100,8593300
round_k,0,1,3,14,63,319,1636,8405,42966
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,900,2900,13700,65500,326300,1666300
round_k,0,1,4,14,68,327,1631,8331
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12500,62500,322500,1604100,8131500
round_k,0,1,3,13,62,312,1612,8020,40657
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1500,6900,32100,161900,822300,4156900
round_k,0,1,7,34,160,809,4111,20784
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,8700,42500,209700,1078100,5530900
round_k,0,1,9,43,212,1048,5390,27654
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,12700,63300,318900,1612100,8279700
round_k,0,1,3,14,63,316,1594,8060,41398
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,8300,39300,197300,996300,5108700
round_k,0,1,9,41,196,986,4981,25543
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,12300,61300,306300,1544100,7911900
round_k,0,1,3,12,61,306,1531,7720,39559
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2900,14500,69700,348300,1761100,9077500
round_k,0,1,3,14,72,348,1741,8805,45387
round_shots,200,100,100,100,100,100,100,100
round_queries,200,300,700,3100,15700,74500,374300,1916700
round_k,0,1,3,15,78,372,1871,9583
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,3300,16300,80100,405300,2067700
round_k,0,1,3,16,81,400,2026,10338
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,13300,64500,306100,1542700,7893900
round_k,0,1,3,15,66,322,1530,7713,39469
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,1100,3300,16500,82300,415500,2120300
round_k,0,1,5,16,82,411,2077,10601
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12300,59100,302100,1539900,7916100
round_k,0,1,3,13,61,295,1510,7699,39580
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,13300,64900,316500,1611700,8292100
round_k,0,1,3,13,66,324,1582,8058,41460
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,9500,47100,235100,1186700,6092100
round_k,0,1,9,47,235,1175,5933,30460
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,13500,63100,321100,1628900,8295300
round_k,0,1,4,14,67,315,1605,8144,41476
round_shots,100,100,100,100,100,100,100,100
round_queries,100,500,2300,9900,47900,231100,1137700,5804300
round_k,0,2,11,49,239,1155,5688,29021
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2100,8900,41900,207900,1048500,5330900
round_k,0,1,3,10,44,209,1039,5242,26654
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12100,57700,271700,1345300,6815700
round_k,0,1,3,13,60,288,1358,6726,34078
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,10100,49300,239500,1200300,6156700
round_k,0,1,3,12,50,246,1197,6001,30783
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,11700,58500,294700,1488100,7548500
round_k,0,1,3,12,58,292,1473,7440,37742
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13300,65500,331500,1705500,8729900
round_k,0,1,3,14,66,327,1657,8527,43649
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,9300,46100,222500,1137700,5833500
round_k,0,1,9,46,230,1112,5688,29167
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,13100,66500,334500,1715900,8783300
round_k,0,1,3,13,65,332,1672,8579,43916
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10500,52500,261900,1342900,6906700
round_k,0,1,3,12,52,262,1309,6714,34533
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2500,10500,49500,250300,1267500,6431100
round_k,0,1,3,12,52,247,1251,6337,32155
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,9700,45500,226500,1157300,5920700
round_k,0,1,10,48,227,1132,5786,29603
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12900,63500,321100,1633100,8329900
round_k,0,1,3,13,64,317,1605,8165,41649
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,700,2900,12900,63900,382100,1949500
round_k,0,1,3,14,64,319,1910,9747
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,8100,39500,201500,1028500,5221700
round_k,0,1,10,40,197,1007,5142,26108
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,9900,47700,234700,1201900,6155900
round_k,0,1,10,49,238,1173,6009,30779
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,14300,67700,343900,1761100,9001100
round_k,0,1,3,15,71,338,1719,8805,45005
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,11900,56700,285300,1466300,7539100
round_k,0,1,3,14,59,283,1426,7331,37695
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,3300,15700,73300,375700,1906100
round_k,0,1,3,16,78,366,1878,9530
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,13500,64500,326900,1648500,8358300
round_k,0,1,3,15,67,322,1634,8242,41791
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,14100,65700,332900,1689300,8642100
round_k,0,1,3,15,70,328,1664,8446,43210
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,14700,72700,357900,1798900,9256300
round_k,0,1,3,15,73,363,1789,8994,46281
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12700,61500,313100,1593900,8193300
round_k,0,1,3,14,63,307,1565,7969,40966
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,9100,41900,208900,1053900,5401100
round_k,0,1,9,45,209,1044,5269,27005
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,7500,34900,174900,878500,4359100
round_k,0,1,9,37,174,874,4392,21795
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,10300,47700,238700,1209300,6144900
round_k,0,1,3,12,51,238,1193,6046,30724
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2500,10700,49500,243700,1249700,6376500
round_k,0,1,3,12,53,247,1218,6248,31882
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2300,9500,44900,220900,1130100,5779300
round_k,0,1,3,11,47,224,1104,5650,28896
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3300,14500,67500,329700,1686300,9079500
round_k,0,1,3,16,72,337,1648,8431,45397
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13100,64900,323300,1657300,8529700
round_k,0,1,3,14,65,324,1616,8286,42648
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2300,10700,52900,265900,1343500,6861300
round_k,0,1,3,11,53,264,1329,6717,34306
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,9300,45300,224900,1060900,5378700
round_k,0,1,9,46,226,1124,5304,26893
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1900,9100,40900,205300,1256700,6381500
round_k,0,1,9,45,204,1026,6283,31907
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,14500,69500,353900,1814700,9251500
round_k,0,1,3,14,72,347,1769,9073,46257
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2900,14100,71100,346100,1755900,8994900
round_k,0,1,3,14,70,355,1730,8779,44974
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1900,8700,41900,199700,1011100,5173300
round_k,0,1,9,43,209,998,5055,25866
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,12900,61500,307500,1572700,8047100
round_k,0,1,3,14,64,307,1537,7863,40235
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12700,62700,312900,1595300,8127100
round_k,0,1,3,13,63,313,1564,7976,40635
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,13700,66300,336700,1698500,8676300
round_k,0,1,3,15,68,331,1683,8492,43381
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,11100,50900,256100,1298700,6650300
round_k,0,1,3,13,55,254,1280,6493,33251
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,3100,13700,68700,348700,1779900,9109300
round_k,0,1,4,15,68,343,1743,8899,45546
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3300,15100,71900,358500,1816700,9273700
round_k,0,1,3,16,75,359,1792,9083,46368
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,13700,66900,333300,1683500,8560700
round_k,0,1,3,15,68,334,1666,8417,42803
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12300,59500,296300,1509900,7752900
round_k,0,1,3,13,61,297,1481,7549,38764
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2900,12700,62900,318900,1625500,8312100
round_k,0,1,4,14,63,314,1594,8127,41560
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,11100,51300,254700,1290100,6598700
round_k,0,1,3,13,55,256,1273,6450,32993
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,11700,56100,283700,1442500,7404700
round_k,0,1,3,12,58,280,1418,7212,37023
round_shots,100,100,100,100,100,100,100,100
round_queries,100,300,700,3500,19700,98900,496700,2544700
round_k,0,1,3,17,98,494,2483,12723
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,11300,58100,292500,1499300,7618100
round_k,0,1,3,12,56,290,1462,7496,38090
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,900,2700,11300,52900,267100,1345900,6844100
round_k,0,1,4,13,56,264,1335,6729,34220
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,1700,7700,34500,169500,872700,4449700
round_k,0,1,8,38,172,847,4363,22248
round_shots,200,200,100,100,100,100,100,100
round_queries,200,600,1900,9300,46300,231700,1178700,6074500
round_k,0,1,9,46,231,1158,5893,30372
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,10500,50900,256700,1311100,6747500
round_k,0,1,10,52,254,1283,6555,33737
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2500,10900,53500,262300,1339300,6855500
round_k,0,1,3,12,54,267,1311,6696,34277
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2300,9300,45300,217100,1104100,5676300
round_k,0,1,3,11,46,226,1085,5520,28381
round_shots,100,300,100,100,100,100,100,100
round_queries,100,900,1900,7500,34700,171500,869700,4420100
round_k,0,1,9,37,173,857,4348,22100
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12500,61900,316700,1608700,8243700
round_k,0,1,3,13,62,309,1583,8043,41218
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3100,14300,72500,357700,1819500,9335100
round_k,0,1,3,15,71,362,1788,9097,46675
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12300,60500,303900,1536500,7905700
round_k,0,1,3,13,61,302,1519,7682,39528
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12300,59700,298300,1519500,7719300
round_k,0,1,3,13,61,298,1491,7597,38596
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,11500,55100,272900,1387100,7033500
round_k,0,1,3,12,57,275,1364,6935,35167
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,700,3100,14500,71100,359100,1832700,9386900
round_k,0,1,3,15,72,355,1795,9163,46934
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12700,60500,300700,1542300,7936900
round_k,0,1,3,13,63,302,1503,7711,39684
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2300,9900,49100,249500,1253700,6427700
round_k,0,1,3,11,49,245,1247,6268,32138
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,3300,14500,68900,339500,1721700,8823300
round_k,0,1,3,16,72,344,1697,8608,44116
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,12100,59700,294100,1500900,7679500
round_k,0,1,3,13,60,298,1470,7504,38397
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2700,11100,52500,262500,1332500,6818500
round_k,0,1,3,13,55,262,1312,6662,34092
round_shots,200,200,100,100,100,100,100,100,100
round_queries,200,600,700,2100,9500,44500,225500,1139500,5866900
round_k,0,1,3,10,47,222,1127,5697,29334
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,3100,15100,70900,358500,1818700,9341100
round_k,0,1,3,15,75,354,1792,9093,46705
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2500,11900,59100,297900,1518100,7717700
round_k,0,1,3,12,59,295,1489,7590,38588
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2700,12100,56100,276100,1395100,7154300
round_k,0,1,3,13,60,280,1380,6975,35771
round_shots,100,200,100,100,100,100,100,100
round_queries,100,600,2100,9500,44500,219100,1118900,5728300
round_k,0,1,10,47,222,1095,5594,28641
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,900,2900,12900,62100,312900,1569500,8045900
round_k,0,1,4,14,64,310,1564,7847,40229
round_shots,100,200,100,100,100,100,100,100,100
round_queries,100,600,700,2500,10700,52300,265500,1350500,6870500
round_k,0,1,3,12,53,261,1327,6752,34352
round_shots,100,100,100,100,100,100,100,100,100
round_queries,100,300,700,2900,13300,62900,310900,1579500,8046300
round_k,0,1,3,14,66,314,1554,7897,40231
round_shots,200,100,100,100,100,100,100,100,100
round_queries,200,300,700,2900,13700,67700,341300,1739900,8947100
round_k,0,1,3,14,68,338,1706,8699,44735
round_shots,100,200,100,100,100,100,100,100,100
